OC-LP-B2_2,
1.13,0.303374547
1.14,0.304500887
1.15,0.305243577
1.16,0.305880356
1.17,0.306255014
1.18,0.306530704
1.19,0.306662464
1.2,0.306781742
1.21,0.306965486
1.22,0.307093447
1.23,0.307213332
1.24,0.307255429
1.25,0.307439497
1.26,0.307757642
1.27,0.308167275
1.28,0.308519469
1.29,0.308870831
1.3,0.309223607
1.31,0.309561443
1.32,0.309935259
1.33,0.31042729
1.34,0.311084534
1.35,0.311737091
1.36,0.312354393
1.37,0.312894184
1.38,0.313305524
1.39,0.313589552
1.4,0.31383154
1.41,0.3140254
1.42,0.314239256
1.43,0.314394946
1.44,0.314596622
1.45,0.314659583
1.46,0.314613768
1.47,0.314469506
1.48,0.314267611
1.49,0.314106235
1.5,0.313676977
1.51,0.313210702
1.52,0.312574935
1.53,0.311991877
1.54,0.311374745
1.55,0.310566166
1.56,0.309736365
1.57,0.308734535
1.58,0.307767031
1.59,0.306738544
1.6,0.305720874
1.61,0.304654104
1.62,0.30348143
1.63,0.302260826
1.64,0.30096816
1.65,0.299681089
1.66,0.298418319
1.67,0.297278158
1.68,0.295828482
1.69,0.294592736
1.7,0.293188826
1.71,0.292082176
1.72,0.29078274
1.73,0.28954721
1.74,0.28815395
1.75,0.286636656
1.76,0.285124537
1.77,0.283799024
1.78,0.282740162
1.79,0.281490181
1.8,0.280296365
1.81,0.278955917
1.82,0.277881015
1.83,0.276844612
1.84,0.275806925
1.85,0.274844441
1.86,0.273894485
1.87,0.273011463
1.88,0.272116965
1.89,0.271290548
1.9,0.270511121
1.91,0.269849588
1.92,0.268781417
1.93,0.268055145
1.94,0.267663343
1.95,0.267903033
1.96,0.268061504
1.97,0.268039974
1.98,0.268051638
1.99,0.268100684
2,0.268212735
2.01,0.268364156
2.02,0.268375208
2.03,0.268439155
2.04,0.268358171
2.05,0.268453464
2.06,0.268535311
2.07,0.268739905
2.08,0.269040536
2.09,0.269430278
2.1,0.269911298
2.11,0.270156057
2.12,0.270204405
2.13,0.269837421
2.14,0.269361605
2.15,0.268746115
2.16,0.268264055
2.17,0.267966276
2.18,0.267781521
2.19,0.267800911
2.2,0.267769808
2.21,0.267890518
2.22,0.268030214
2.23,0.268281033
2.24,0.26862648
2.25,0.268990143
2.26,0.269558496
2.27,0.270225439
2.28,0.270832049
2.29,0.270827802
2.3,0.270409808
2.31,0.269747283
2.32,0.269415572
2.33,0.26929467
2.34,0.269502201
2.35,0.269737228
2.36,0.269863902
2.37,0.269734686
2.38,0.269425646
2.39,0.269243155
2.4,0.269064402
2.41,0.268951364
2.42,0.268727502
2.43,0.268679614
2.44,0.268814992
2.45,0.268887507
2.46,0.268874713
2.47,0.268721165
2.48,0.268818433
2.49,0.269125211
2.5,0.269642019
