Brown University Keck/NASA Relab Spectrum OC-TXH-013-P05/C1OC13P05,
1.405,0.206923
1.41,0.206853
1.415,0.206638
1.42,0.206475
1.425,0.20646
1.43,0.206496
1.435,0.206486
1.44,0.206125
1.445,0.205916
1.45,0.205926
1.455,0.205859
1.46,0.205933
1.465,0.205824
1.47,0.205812
1.475,0.205463
1.48,0.205322
1.485,0.205212
1.49,0.205048
1.495,0.204859
1.5,0.204651
1.505,0.20439
1.51,0.204225
1.515,0.204355
1.52,0.204474
1.525,0.204416
1.53,0.204267
1.535,0.204019
1.54,0.203904
1.545,0.203626
1.55,0.203383
1.555,0.203229
1.56,0.20287
1.565,0.202403
1.57,0.202122
1.575,0.201892
1.58,0.201713
1.585,0.201689
1.59,0.201385
1.595,0.201
1.6,0.200768
1.605,0.200496
1.61,0.200349
1.615,0.200184
1.62,0.199873
1.625,0.199388
1.63,0.198862
1.635,0.198611
1.64,0.198185
1.645,0.198013
1.65,0.197439
1.655,0.197035
1.66,0.196664
1.665,0.196165
1.67,0.195861
1.675,0.195529
1.68,0.195249
1.685,0.195078
1.69,0.19477
1.695,0.194617
1.7,0.194616
1.705,0.194279
1.71,0.193786
1.715,0.193291
1.72,0.192894
1.725,0.192644
1.73,0.192135
1.735,0.191773
1.74,0.191335
1.745,0.190716
1.75,0.190205
1.755,0.189764
1.76,0.189531
1.765,0.189266
1.77,0.189149
1.775,0.189
1.78,0.188659
1.785,0.188328
1.79,0.187626
1.795,0.187401
1.8,0.187365
1.805,0.187196
1.81,0.187019
1.815,0.186702
1.82,0.186877
1.825,0.18638
1.83,0.186436
1.835,0.186743
1.84,0.18662
1.845,0.185587
1.85,0.1851
1.855,0.184741
1.86,0.1847
1.865,0.184384
1.87,0.185443
1.875,0.18429
1.88,0.182984
1.885,0.18273
1.89,0.18221
1.895,0.181612
1.9,0.181964
1.905,0.181611
1.91,0.18107
1.915,0.180645
1.92,0.180567
1.925,0.179938
1.93,0.179779
1.935,0.179129
1.94,0.179014
1.945,0.178833
1.95,0.178673
1.955,0.178736
1.96,0.178575
1.965,0.17829
1.97,0.178032
1.975,0.177942
1.98,0.177665
1.985,0.177579
1.99,0.177321
1.995,0.177154
2,0.176836
2.005,0.176767
2.01,0.176727
2.015,0.176526
2.02,0.176365
2.025,0.176016
2.03,0.175583
2.035,0.175169
2.04,0.1752
2.045,0.17513
2.05,0.175024
2.055,0.175253
2.06,0.175291
2.065,0.174998
2.07,0.174959
2.075,0.175427
2.08,0.175631
2.085,0.175496
2.09,0.175281
2.095,0.175328
2.1,0.175092
2.105,0.174919
2.11,0.174658
2.115,0.174524
2.12,0.174419
2.125,0.174048
2.13,0.173955
2.135,0.17402
2.14,0.173853
2.145,0.173719
2.15,0.173394
2.155,0.173291
2.16,0.172984
2.165,0.172882
2.17,0.17279
2.175,0.172852
2.18,0.172687
2.185,0.172653
2.19,0.172585
2.195,0.17221
2.2,0.172443
2.205,0.172318
2.21,0.172466
2.215,0.172165
2.22,0.172474
2.225,0.171935
2.23,0.171737
2.235,0.171498
2.24,0.171391
2.245,0.171469
2.25,0.171172
2.255,0.170724
2.26,0.170996
2.265,0.171132
2.27,0.171099
2.275,0.171044
2.28,0.170498
2.285,0.170417
2.29,0.170407
2.295,0.17054
2.3,0.170603
2.305,0.170109
2.31,0.170041
2.315,0.169935
2.32,0.170222
2.325,0.169765
2.33,0.169119
2.335,0.169341
2.34,0.168887
2.345,0.168808
2.35,0.168371
2.355,0.168317
2.36,0.167727
2.365,0.167982
2.37,0.167772
2.375,0.167102
2.38,0.166879
2.385,0.166769
2.39,0.166558
2.395,0.166318
2.4,0.166114
2.405,0.16617
2.41,0.165702
2.415,0.165547
2.42,0.165462
2.425,0.165309
2.43,0.165083
2.435,0.164777
2.44,0.164925
2.445,0.16466
2.45,0.164774
2.455,0.164381
2.46,0.163942
2.465,0.163575
2.47,0.163737
2.475,0.16397
2.48,0.163415
2.485,0.163807
2.49,0.163477
2.495,0.164443
2.5,0.164125
