OC-LP-A2_3,
1.73,0.223787193
1.74,0.222897848
1.75,0.22202064
1.76,0.221179955
1.77,0.220410544
1.78,0.219755189
1.79,0.219131057
1.8,0.218491597
1.81,0.217731218
1.82,0.216928692
1.83,0.216083763
1.84,0.215335251
1.85,0.214669878
1.86,0.214115241
1.87,0.213593565
1.88,0.212810339
1.89,0.212339786
1.9,0.211886436
1.91,0.211822407
1.92,0.211540734
1.93,0.21138994
1.94,0.211298126
1.95,0.21128632
1.96,0.211369843
1.97,0.211462567
1.98,0.211619967
1.99,0.211763273
2,0.21181547
2.01,0.21183486
2.02,0.211731988
2.03,0.21173967
2.04,0.211625166
2.05,0.211600014
2.06,0.211589656
2.07,0.211745619
2.08,0.212007121
2.09,0.212157396
2.1,0.212206091
2.11,0.211972979
2.12,0.211507568
2.13,0.21086042
2.14,0.210199104
2.15,0.209753626
2.16,0.209429729
2.17,0.209554536
2.18,0.209546961
2.19,0.209520011
2.2,0.209345694
2.21,0.209470519
2.22,0.209696152
2.23,0.209723197
2.24,0.20980352
2.25,0.20994353
2.26,0.210183777
2.27,0.210265951
2.28,0.21032088
2.29,0.210229053
2.3,0.210093372
2.31,0.20993872
2.32,0.209805821
2.33,0.209698866
2.34,0.209550624
2.35,0.209400478
2.36,0.209232697
2.37,0.209020623
2.38,0.208773341
2.39,0.20837589
2.4,0.208206251
2.41,0.208116663
2.42,0.208184787
2.43,0.208072277
2.44,0.207979227
2.45,0.207879483
2.46,0.207807572
2.47,0.207896827
2.48,0.208130103
2.49,0.208632219
2.5,0.209279755
