ZK-Eif_1,
1.981,1.18856
1.982,1.18944
1.983,1.19127
1.984,1.19046
1.985,1.19109
1.986,1.18877
1.987,1.18929
1.988,1.19128
1.989,1.19246
1.99,1.18942
1.991,1.19183
1.992,1.19521
1.993,1.19328
1.994,1.19205
1.995,1.19457
1.996,1.1919
1.997,1.19591
1.998,1.19787
1.999,1.19371
2,1.19732
2.001,1.19534
2.002,1.19588
2.003,1.19803
2.004,1.19674
2.005,1.19659
2.006,1.19701
2.007,1.19896
2.008,1.20001
2.009,1.19944
2.01,1.20088
2.011,1.20007
2.012,1.20085
2.013,1.20302
2.014,1.20117
2.015,1.20225
2.016,1.20205
2.017,1.20507
2.018,1.20691
2.019,1.20663
2.02,1.20653
2.021,1.20795
2.022,1.20737
2.023,1.20707
2.024,1.21335
2.025,1.21142
2.026,1.21107
2.027,1.20993
2.028,1.21706
2.029,1.21238
2.03,1.21419
2.031,1.21683
2.032,1.21413
2.033,1.2194
2.034,1.21464
2.035,1.22051
2.036,1.22157
2.037,1.2221
2.038,1.2207
2.039,1.22256
2.04,1.2274
2.041,1.22451
2.042,1.22582
2.043,1.22808
2.044,1.2296
2.045,1.23069
2.046,1.23036
2.047,1.23161
2.048,1.23489
2.049,1.2361
2.05,1.23494
2.051,1.23718
2.052,1.24053
2.053,1.23801
2.054,1.2416
2.055,1.23983
2.056,1.23933
2.057,1.2412
2.058,1.24169
2.059,1.24447
2.06,1.24439
2.061,1.24386
2.062,1.25
2.063,1.2512
2.064,1.25078
2.065,1.25298
2.066,1.25389
2.067,1.25613
2.068,1.25292
2.069,1.25691
2.07,1.2568
2.071,1.25515
2.072,1.26409
2.073,1.26638
2.074,1.25936
2.075,1.25964
2.076,1.26708
2.077,1.26757
2.078,1.26794
2.079,1.26567
2.08,1.27148
2.081,1.27231
2.082,1.26973
2.083,1.27017
2.084,1.27397
2.085,1.27517
2.086,1.27134
2.087,1.27751
2.088,1.27766
2.089,1.27747
2.09,1.28084
2.091,1.28218
2.092,1.27966
2.093,1.2813
2.094,1.2819
2.095,1.28284
2.096,1.28018
2.097,1.28724
2.098,1.28813
2.099,1.28747
2.1,1.28504
2.101,1.28443
2.102,1.2898
2.103,1.28876
2.104,1.28776
2.105,1.29442
2.106,1.29573
2.107,1.29461
2.108,1.29147
2.109,1.29518
2.11,1.29808
2.111,1.30025
2.112,1.29589
2.113,1.30058
2.114,1.29834
2.115,1.30908
2.116,1.30348
2.117,1.30305
2.118,1.30592
2.119,1.31066
2.12,1.30114
2.121,1.3061
2.122,1.30809
2.123,1.30774
2.124,1.3116
2.125,1.31575
2.126,1.31089
2.127,1.31584
2.128,1.32247
2.129,1.31937
2.13,1.3153
2.131,1.31311
2.132,1.31783
2.133,1.32035
2.134,1.31721
2.135,1.31995
2.136,1.32423
2.137,1.32471
2.138,1.32292
2.139,1.32138
2.14,1.32741
2.141,1.32599
2.142,1.33103
2.143,1.32318
2.144,1.32389
2.145,1.3275
2.146,1.33386
2.147,1.33477
2.148,1.33099
2.149,1.33408
2.15,1.3374
2.151,1.33116
2.152,1.33717
2.153,1.3345
2.154,1.33307
2.155,1.33313
2.156,1.34031
2.157,1.33574
2.158,1.33943
2.159,1.33979
2.16,1.33637
2.161,1.34217
2.162,1.34423
2.163,1.33855
2.164,1.3331
2.165,1.34376
2.166,1.348
2.167,1.34298
2.168,1.34485
2.169,1.34445
2.17,1.34978
2.171,1.34804
2.172,1.33555
2.173,1.34589
2.174,1.3521
2.175,1.34563
2.176,1.35016
2.177,1.3506
2.178,1.34811
2.179,1.34776
2.18,1.3486
2.181,1.35062
2.182,1.35089
2.183,1.35289
2.184,1.35973
2.185,1.35099
2.186,1.35686
2.187,1.35169
2.188,1.3521
2.189,1.34904
2.19,1.35548
2.191,1.35795
2.192,1.35739
2.193,1.36172
2.194,1.35956
2.195,1.36274
2.196,1.36257
2.197,1.35727
2.198,1.35002
2.199,1.35997
2.2,1.36128
2.201,1.36039
2.202,1.36446
2.203,1.36464
2.204,1.36317
2.205,1.36635
2.206,1.36753
2.207,1.37713
2.208,1.37292
2.209,1.37459
2.21,1.36386
2.211,1.37126
2.212,1.37943
2.213,1.37733
2.214,1.38322
2.215,1.38011
2.216,1.3734
2.217,1.38098
2.218,1.37573
2.219,1.37903
2.22,1.38721
2.221,1.39013
2.222,1.39085
2.223,1.39057
2.224,1.37925
2.225,1.39386
2.226,1.40124
2.227,1.39953
2.228,1.38471
2.229,1.39965
2.23,1.39759
2.231,1.39589
2.232,1.39909
2.233,1.39781
2.234,1.39425
2.235,1.39875
2.236,1.40827
2.237,1.40318
2.238,1.40182
2.239,1.39554
2.24,1.40727
2.241,1.40813
2.242,1.40028
2.243,1.409
2.244,1.40834
2.245,1.40185
2.246,1.41001
2.247,1.41197
2.248,1.41545
2.249,1.42161
2.25,1.41093
2.251,1.41067
2.252,1.41383
2.253,1.41161
2.254,1.41815
2.255,1.41697
2.256,1.42006
2.257,1.42582
2.258,1.4227
2.259,1.42386
2.26,1.42571
2.261,1.43449
2.262,1.43072
2.263,1.42645
2.264,1.43202
2.265,1.42813
2.266,1.43348
2.267,1.43563
2.268,1.43124
2.269,1.44221
2.27,1.4334
2.271,1.43461
2.272,1.45495
2.273,1.44124
2.274,1.44674
2.275,1.44306
2.276,1.4405
2.277,1.44083
2.278,1.44292
2.279,1.44521
2.28,1.45775
2.281,1.4626
2.282,1.45525
2.283,1.45574
2.284,1.45152
2.285,1.46159
2.286,1.46213
2.287,1.47327
2.288,1.48701
2.289,1.47726
2.29,1.47006
2.291,1.47386
2.292,1.47357
2.293,1.46265
2.294,1.49226
2.295,1.49267
2.296,1.47341
2.297,1.46729
2.298,1.47332
2.299,1.48931
2.3,1.49133
2.301,1.49634
2.302,1.49145
2.303,1.493
2.304,1.48834
2.305,1.48464
2.306,1.48936
2.307,1.49352
2.308,1.51318
2.309,1.50213
2.31,1.49393
2.311,1.49808
2.312,1.51026
2.313,1.50646
2.314,1.50648
2.315,1.50349
2.316,1.51345
2.317,1.50263
2.318,1.49153
2.319,1.51623
2.32,1.51001
2.321,1.50334
2.322,1.52046
2.323,1.51018
2.324,1.51957
2.325,1.51305
2.326,1.51084
2.327,1.50902
2.328,1.5172
2.329,1.51553
2.33,1.50463
2.331,1.50704
2.332,1.52119
2.333,1.48829
2.334,1.52357
2.335,1.5145
2.336,1.50186
2.337,1.5159
2.338,1.51742
2.339,1.52905
2.34,1.50301
2.341,1.53525
2.342,1.50602
2.343,1.52208
2.344,1.52021
2.345,1.52639
2.346,1.52997
2.347,1.52776
2.348,1.52881
2.349,1.54001
2.35,1.51687
2.351,1.52067
2.352,1.52085
2.353,1.52798
2.354,1.53173
2.355,1.51481
2.356,1.53349
2.357,1.52218
2.358,1.52492
2.359,1.53314
2.36,1.52228
2.361,1.53278
2.362,1.52865
2.363,1.51785
2.364,1.54046
2.365,1.54145
2.366,1.5352
2.367,1.53544
2.368,1.55464
2.369,1.53111
2.37,1.5414
2.371,1.54975
2.372,1.53167
2.373,1.54286
2.374,1.52687
2.375,1.50589
2.376,1.54041
2.377,1.53883
2.378,1.54208
2.379,1.53744
2.38,1.53375
2.381,1.53006
2.382,1.54497
2.383,1.54941
2.384,1.54251
2.385,1.54736
2.386,1.54481
2.387,1.53537
2.388,1.54042
2.389,1.52977
2.39,1.5499
2.391,1.54262
2.392,1.55648
2.393,1.57202
2.394,1.54942
2.395,1.55047
2.396,1.55928
2.397,1.55172
2.398,1.54913
2.399,1.55046
2.4,1.55586
2.401,1.53578
2.402,1.55523
2.403,1.57264
2.404,1.52995
2.405,1.5544
2.406,1.57785
2.407,1.54312
2.408,1.54763
2.409,1.54976
2.41,1.5491
2.411,1.53158
2.412,1.54613
2.413,1.55648
2.414,1.58007
2.415,1.55711
2.416,1.56595
2.417,1.56954
2.418,1.54744
2.419,1.53793
2.42,1.57992
2.421,1.58035
2.422,1.5663
2.423,1.54798
2.424,1.56872
2.425,1.55148
2.426,1.5552
2.427,1.59613
2.428,1.56265
2.429,1.56229
2.43,1.55076
2.431,1.558
2.432,1.55115
2.433,1.55895
2.434,1.58814
2.435,1.57262
2.436,1.57718
2.437,1.57024
2.438,1.53979
2.439,1.57255
2.44,1.54934
2.441,1.56658
2.442,1.59109
2.443,1.54549
2.444,1.58468
2.445,1.58682
2.446,1.54519
2.447,1.5743
2.448,1.57387
2.449,1.57381
2.45,1.53572
2.451,1.56544
2.452,1.55956
2.453,1.57182
2.454,1.58139
2.455,1.56115
2.456,1.58383
2.457,1.58315
2.458,1.56592
2.459,1.5891
2.46,1.5674
2.461,1.58711
2.462,1.55214
2.463,1.57703
2.464,1.58641
2.465,1.56632
2.466,1.57837
2.467,1.57164
2.468,1.56678
2.469,1.5512
2.47,1.57179
2.471,1.60876
2.472,1.54441
2.473,1.56686
2.474,1.5718
2.475,1.59807
2.476,1.62473
2.477,1.57268
2.478,1.57013
2.479,1.60364
2.48,1.56286
2.481,1.57144
2.482,1.57268
2.483,1.61214
2.484,1.59285
2.485,1.5887
2.486,1.62341
2.487,1.58822
2.488,1.60405
2.489,1.6231
2.49,1.57541
2.491,1.57567
2.492,1.60862
2.493,1.59609
2.494,1.60321
2.495,1.59288
2.496,1.57314
2.497,1.62616
2.498,1.62207
2.499,1.58593
2.5,1.59624

