OC-LP-B3_1,
0.765,0.336552264
0.77,0.335277287
0.775,0.334173425
0.78,0.332790218
0.785,0.331291138
0.79,0.329641511
0.795,0.327908415
0.8,0.326122843
0.805,0.324108268
0.81,0.321999228
0.815,0.319927371
0.82,0.317586323
0.825,0.315624191
0.83,0.312943599
0.835,0.311024574
0.84,0.308694667
0.845,0.306630508
0.85,0.304567353
0.855,0.300606425
0.86,0.298294692
0.865,0.296418551
0.87,0.294851651
0.875,0.293195882
0.88,0.291712478
0.885,0.290392983
0.89,0.289077546
0.895,0.28816084
0.9,0.287592698
0.905,0.286924452
0.91,0.286034294
0.915,0.28589885
0.92,0.285639575
0.925,0.285617135
0.93,0.2851926
0.935,0.285130698
0.94,0.2852118
0.945,0.285539944
0.95,0.285794754
0.955,0.286105317
0.96,0.286574576
0.965,0.286916049
0.97,0.287345303
0.975,0.287772917
0.98,0.288248415
0.985,0.28868846
0.99,0.2891044
0.995,0.288981876
1,0.289307517
1.005,0.289497368
1.01,0.289804523
1.015,0.290018103
1.02,0.290161792
1.025,0.290255011
1.03,0.290530726
1.035,0.29068051
1.04,0.290829024
1.045,0.290922823
1.05,0.291170904
1.055,0.291629215
1.06,0.292019373
1.065,0.292491899
1.07,0.292768345
1.075,0.29369884
1.08,0.294220125
1.085,0.295494588
1.09,0.29617121
1.095,0.296677668
1.1,0.297440116
1.105,0.297930566
1.11,0.298767304
1.115,0.299534369
1.12,0.300234991
1.125,0.300872403
1.13,0.301449837
1.135,0.301970523
1.14,0.302437695
1.145,0.302854582
1.15,0.303224418
1.155,0.303550434
1.16,0.303835861
1.165,0.304083931
1.17,0.304297876
1.175,0.304480928
1.18,0.304636318
1.185,0.304767278
1.19,0.30487704
1.195,0.304968835
1.2,0.305045895
1.205,0.305111452
1.21,0.305168737
1.215,0.305220982
1.22,0.305271419
1.225,0.30532328
1.23,0.305379795
1.235,0.305444198
1.24,0.305519719
1.245,0.30560959
1.25,0.305716099
1.255,0.30583874
1.26,0.305976486
1.265,0.306128313
1.27,0.306293194
1.275,0.306470105
1.28,0.30665802
1.285,0.306855914
1.29,0.307062762
1.295,0.307277538
1.3,0.307499217
1.305,0.307726774
1.31,0.307959183
1.315,0.308195418
1.32,0.308434456
1.325,0.308675269
1.33,0.308916834
1.335,0.309158124
1.34,0.309398115
1.345,0.30963578
1.35,0.309870095
1.355,0.310100035
1.36,0.310324573
1.365,0.310542685
1.37,0.310753346
1.375,0.310955529
1.38,0.31114821
1.385,0.311330364
1.39,0.311501131
1.395,0.311660017
1.4,0.311806577
1.405,0.311940369
1.41,0.312060947
1.415,0.312167867
1.42,0.312260686
1.425,0.312338958
1.43,0.312402241
1.435,0.312450089
1.44,0.312482059
1.445,0.312497706
1.45,0.312496586
1.455,0.312478256
1.46,0.31244227
1.465,0.312388185
1.47,0.312315556
1.475,0.31222394
1.48,0.312112892
1.485,0.311981967
1.49,0.311830723
1.495,0.311658715
1.5,0.311465498
1.505,0.311250628
1.51,0.311013661
1.515,0.310754154
1.52,0.310471661
1.525,0.310165745
1.53,0.309836423
1.535,0.309484486
1.54,0.309110798
1.545,0.308716225
1.55,0.308301632
1.555,0.307867885
1.56,0.307415848
1.565,0.306946386
1.57,0.306460366
1.575,0.305958652
1.58,0.305442109
1.585,0.304911602
1.59,0.304367997
1.595,0.303812159
1.6,0.303244953
1.605,0.302667244
1.61,0.302079898
1.615,0.301483779
1.62,0.300879754
1.625,0.300268686
1.63,0.299651441
1.635,0.299028885
1.64,0.298401883
1.645,0.2977713
1.65,0.297138
1.655,0.29650285
1.66,0.295866714
1.665,0.29523045
1.67,0.294594605
1.675,0.293959323
1.68,0.293324724
1.685,0.292690924
1.69,0.292058042
1.695,0.291426196
1.7,0.290795503
1.705,0.290166082
1.71,0.289538051
1.715,0.288911527
1.72,0.288286628
1.725,0.287663473
1.73,0.28704218
1.735,0.286422865
1.74,0.285805648
1.745,0.285190646
1.75,0.284577977
1.755,0.28396776
1.76,0.283360111
1.765,0.28275515
1.77,0.282152994
1.775,0.28155376
1.78,0.280957568
1.785,0.280364534
1.79,0.279774777
1.795,0.279188415
1.8,0.278605565
1.805,0.27802636
1.81,0.277451249
1.815,0.276880998
1.82,0.276316387
1.825,0.275758197
1.83,0.275207209
1.835,0.274664202
1.84,0.274129956
1.845,0.273605253
1.85,0.273090872
1.855,0.272587595
1.86,0.2720962
1.865,0.271617469
1.87,0.271152182
1.875,0.270701119
1.88,0.27026506
1.885,0.269844786
1.89,0.269441078
1.895,0.269054715
1.9,0.268686478
1.905,0.268337147
1.91,0.268007503
1.915,0.267698325
1.92,0.267410395
1.925,0.267144493
1.93,0.266901398
1.935,0.266681891
1.94,0.266486754
1.945,0.266316686
1.95,0.26617121
1.955,0.26604894
1.96,0.265948467
1.965,0.265868382
1.97,0.265807274
1.975,0.265763735
1.98,0.265736355
1.985,0.265723725
1.99,0.265724436
1.995,0.265737078
2,0.265760242
2.005,0.265792518
2.01,0.265832498
2.015,0.265878771
2.02,0.265929928
2.025,0.265984561
2.03,0.266041259
2.035,0.266098614
2.04,0.266155216
2.045,0.266209655
2.05,0.266260523
2.055,0.266306409
2.06,0.266345905
2.065,0.266377601
2.07,0.266400089
2.075,0.266411957
2.08,0.266411798
2.085,0.266398347
2.09,0.26637184
2.095,0.266333402
2.1,0.266284164
2.105,0.266225261
2.11,0.266157827
2.115,0.266082995
2.12,0.266001899
2.125,0.265915673
2.13,0.265825451
2.135,0.265732366
2.14,0.265637552
2.145,0.265542143
2.15,0.265447273
2.155,0.265354075
2.16,0.265263683
2.165,0.265177231
2.17,0.265095853
2.175,0.265020683
2.18,0.264952853
2.185,0.264893498
2.19,0.264843752
2.195,0.264804749
2.2,0.264777621
2.205,0.264763504
2.21,0.26476353
2.215,0.264778834
2.22,0.264810549
2.225,0.264859581
2.23,0.264925155
2.235,0.265005738
2.24,0.265099798
2.245,0.265205801
2.25,0.265322211
2.255,0.265447496
2.26,0.265580122
2.265,0.265718553
2.27,0.265861257
2.275,0.266006698
2.28,0.266153344
2.285,0.26629966
2.29,0.266444112
2.295,0.266585165
2.3,0.266721287
2.305,0.266850942
2.31,0.266972598
2.315,0.267084719
2.32,0.267185772
2.325,0.267274222
2.33,0.267348536
2.335,0.26740718
2.34,0.267448619
2.345,0.26747132
2.35,0.267473749
2.355,0.26745437
2.36,0.267411652
2.365,0.267344676
2.37,0.267255872
2.375,0.26714879
2.38,0.267026985
2.385,0.266894009
2.39,0.266753416
2.395,0.266608759
2.4,0.266463592
2.405,0.266321466
2.41,0.266185936
2.415,0.266060556
2.42,0.265948877
2.425,0.265854453
2.43,0.265780838
2.435,0.265731585
2.44,0.265710247
2.445,0.265720377
2.45,0.265765528
2.455,0.265849254
2.46,0.265975108
2.465,0.266146643
2.47,0.266367412
2.475,0.266640969
2.48,0.266970866
2.485,0.267360657
2.49,0.267813896
2.495,0.268334135
2.5,0.268924928
