KC-OL-lm_0,
W,R
2.2852,0.8383
2.2862,0.83802
2.2873,0.838
2.2883,0.83808
2.2893,0.83805
2.2903,0.83794
2.2913,0.8377
2.2923,0.83766
2.2933,0.83772
2.2943,0.83775
2.2954,0.83758
2.2964,0.83735
2.2974,0.83703
2.2984,0.8366
2.2994,0.83619
2.3004,0.83595
2.3015,0.83586
2.3025,0.83594
2.3035,0.83595
2.3045,0.83565
2.3056,0.83548
2.3066,0.83547
2.3076,0.83522
2.3086,0.83469
2.3097,0.83417
2.3107,0.8338
2.3117,0.83332
2.3128,0.83296
2.3138,0.83283
2.3148,0.833
2.3159,0.83389
2.3169,0.83486
2.3179,0.83555
2.319,0.83592
2.32,0.83635
2.321,0.83664
2.3221,0.83681
2.3231,0.83687
2.3242,0.83681
2.3252,0.83684
2.3262,0.8366
2.3273,0.83654
2.3283,0.83656
2.3294,0.83669
2.3304,0.83692
2.3315,0.83687
2.3325,0.83648
2.3336,0.83618
2.3346,0.8361
2.3357,0.83613
2.3367,0.83604
2.3378,0.83595
2.3388,0.83593
2.3399,0.83597
2.341,0.83586
2.342,0.8356
2.3431,0.83528
2.3441,0.83496
2.3452,0.8346
2.3462,0.83454
2.3473,0.83469
2.3484,0.83454
2.3494,0.8341
2.3505,0.83384
2.3516,0.83388
2.3526,0.83384
2.3537,0.83381
2.3548,0.83397
2.3558,0.83421
2.3569,0.83428
2.358,0.83427
2.3591,0.83437
2.3601,0.83476
2.3612,0.83486
2.3623,0.835
2.3634,0.83525
2.3644,0.83547
2.3655,0.83532
2.3666,0.83475
2.3677,0.83433
2.3688,0.83433
2.3698,0.83448
2.3709,0.83441
2.372,0.83422
2.3731,0.83399
2.3742,0.83397
2.3753,0.8341
2.3764,0.83419
2.3774,0.83412
2.3785,0.83385
2.3796,0.83332
2.3807,0.83294
2.3818,0.83266
2.3829,0.83236
2.384,0.83227
2.3851,0.83234
2.3862,0.83249
2.3873,0.83268
2.3884,0.83281
2.3895,0.83297
2.3906,0.8333
2.3917,0.83337
2.3928,0.83305
2.3939,0.83268
2.395,0.83247
2.3961,0.83251
2.3972,0.83256
2.3983,0.83261
2.3994,0.83256
2.4006,0.83247
2.4017,0.83232
2.4028,0.83219
2.4039,0.83208
2.405,0.83219
2.4061,0.83229
2.4072,0.83253
2.4084,0.83255
2.4095,0.83226
2.4106,0.83228
2.4117,0.83264
2.4128,0.83285
2.414,0.83279
2.4151,0.83267
2.4162,0.83269
2.4173,0.83264
2.4185,0.83238
2.4196,0.83226
2.4207,0.8323
2.4219,0.83187
2.423,0.83135
2.4241,0.83116
2.4253,0.83133
2.4264,0.83201
2.4275,0.83225
2.4287,0.83182
2.4298,0.83138
2.4309,0.83105
2.4321,0.83066
2.4332,0.83059
2.4344,0.83052
2.4355,0.83045
2.4367,0.8302
2.4378,0.83006
2.4389,0.8301
2.4401,0.82986
2.4412,0.82953
2.4424,0.82936
2.4435,0.82933
2.4447,0.82924
2.4458,0.82943
2.447,0.82908
2.4482,0.82885
2.4493,0.82849
2.4505,0.82789
2.4516,0.82784
2.4528,0.828
2.454,0.82868
2.4551,0.82894
2.4563,0.82874
2.4574,0.82851
2.4586,0.82817
2.4598,0.82789
2.4609,0.82792
2.4621,0.82802
2.4633,0.82788
2.4645,0.82781
2.4656,0.82741
2.4668,0.82765
2.468,0.82754
2.4691,0.82731
2.4703,0.82746
2.4715,0.82775
2.4727,0.82759
2.4739,0.82807
2.475,0.82811
2.4762,0.82777
2.4774,0.82826
2.4786,0.82841
2.4798,0.82754
2.481,0.82754
2.4821,0.82785
2.4833,0.82853
2.4845,0.82843
2.4857,0.82811
2.4869,0.82801
2.4881,0.82704
2.4893,0.82895
2.4905,0.82823
2.4917,0.82768
2.4929,0.82918
2.4929,0.8288
2.4941,0.83006
2.4953,0.83157
2.4965,0.83168
2.4977,0.83072
2.4989,0.83012
2.5001,0.83036
2.5013,0.83081
2.5025,0.83121
2.5037,0.83178
2.5049,0.83176
2.5061,0.83096
2.5074,0.8308
2.5086,0.8317
2.5098,0.8323
2.511,0.83225
2.5122,0.83218
2.5134,0.83231
2.5146,0.83292
2.5159,0.83379
2.5171,0.83419
2.5183,0.83424
2.5195,0.83424
2.5208,0.83392
2.522,0.83347
2.5232,0.83306
2.5244,0.83266
2.5257,0.83285
2.5269,0.83383
2.5281,0.83476
2.5294,0.83528
2.5306,0.83529
2.5318,0.8346
2.5331,0.8344
2.5343,0.83551
2.5356,0.83654
2.5368,0.8366
2.538,0.83671
2.5393,0.83739
2.5405,0.83773
2.5418,0.83708
2.543,0.83625
2.5443,0.8363
2.5455,0.83654
2.5468,0.83603
2.548,0.8357
2.5493,0.83633
2.5505,0.83699
2.5518,0.83743
2.553,0.83835
2.5543,0.83919
2.5555,0.83888
2.5568,0.83805
2.5581,0.83809
2.5593,0.83914
2.5606,0.84015
2.5619,0.84044
2.5631,0.84018
2.5644,0.8399
2.5657,0.84007
2.5669,0.8406
2.5682,0.84125
2.5695,0.84199
2.5708,0.84246
2.572,0.84219
2.5733,0.84195
2.5746,0.84229
2.5759,0.84238
2.5771,0.84231
2.5784,0.84313
2.5797,0.84428
2.581,0.84443
2.5823,0.84383
2.5836,0.84348
2.5848,0.84392
2.5861,0.84485
2.5874,0.84541
2.5887,0.84536
2.59,0.84546
2.5913,0.84598
2.5926,0.84638
2.5939,0.84641
2.5952,0.84642
2.5965,0.84655
2.5978,0.84675
2.5991,0.84712
