BRU_LE3CPX,
1.891,0.759109
1.892,0.75291
1.893,0.752578
1.894,0.75152
1.895,0.751643
1.896,0.748788
1.897,0.743681
1.898,0.747559
1.899,0.74147
1.9,0.741001
1.901,0.740434
1.902,0.740879
1.903,0.741081
1.904,0.740686
1.905,0.736771
1.906,0.740184
1.907,0.738216
1.908,0.735387
1.909,0.73531
1.91,0.735411
1.911,0.734145
1.912,0.7345
1.913,0.736444
1.914,0.734824
1.915,0.731673
1.916,0.737745
1.917,0.735604
1.918,0.736576
1.919,0.737216
1.92,0.733996
1.921,0.73792
1.922,0.736726
1.923,0.733749
1.924,0.737013
1.925,0.73917
1.926,0.738154
1.927,0.740293
1.928,0.737353
1.929,0.734741
1.93,0.737117
1.931,0.738183
1.932,0.73827
1.933,0.737478
1.934,0.737455
1.935,0.735832
1.936,0.741973
1.937,0.739475
1.938,0.736308
1.939,0.737065
1.94,0.739467
1.941,0.740731
1.942,0.737425
1.943,0.736434
1.944,0.737468
1.945,0.739184
1.946,0.739855
1.947,0.738852
1.948,0.739665
1.949,0.739059
1.95,0.738665
1.951,0.740206
1.952,0.739552
1.953,0.739758
1.954,0.741389
1.955,0.740858
1.956,0.739527
1.957,0.737595
1.958,0.736133
1.959,0.740146
1.96,0.738216
1.961,0.740061
1.962,0.740359
1.963,0.737787
1.964,0.738197
1.965,0.739418
1.966,0.738006
1.967,0.737932
1.968,0.739977
1.969,0.740981
1.97,0.742216
1.971,0.741923
1.972,0.740953
1.973,0.740779
1.974,0.74103
1.975,0.74235
1.976,0.738308
1.977,0.737495
1.978,0.73907
1.979,0.739346
1.98,0.738425
1.981,0.737674
1.982,0.736579
1.983,0.738515
1.984,0.738318
1.985,0.738046
1.986,0.7393
1.987,0.739699
1.988,0.738899
1.989,0.736674
1.99,0.737545
1.991,0.739491
1.992,0.738082
1.993,0.737996
1.994,0.739274
1.995,0.739814
1.996,0.73855
1.997,0.738285
1.998,0.738418
1.999,0.739054
2,0.739875
2.001,0.739211
2.002,0.738317
2.003,0.738258
2.004,0.73894
2.005,0.739547
2.006,0.738745
2.007,0.738217
2.008,0.739075
2.009,0.739089
2.01,0.736999
2.011,0.737402
2.012,0.737999
2.013,0.73734
2.014,0.736484
2.015,0.735704
2.016,0.735784
2.017,0.734093
2.018,0.736997
2.019,0.73909
2.02,0.736234
2.021,0.736049
2.022,0.735544
2.023,0.736167
2.024,0.735927
2.025,0.735722
2.026,0.73569
2.027,0.733721
2.028,0.733941
2.029,0.73404
2.03,0.733444
2.031,0.73351
2.032,0.733237
2.033,0.733921
2.034,0.73419
2.035,0.732907
2.036,0.731045
2.037,0.731842
2.038,0.730824
2.039,0.732661
2.04,0.733863
2.041,0.733104
2.042,0.732664
2.043,0.733435
2.044,0.734515
2.045,0.730805
2.046,0.7319
2.047,0.729127
2.048,0.730178
2.049,0.729264
2.05,0.731165
2.051,0.73224
2.052,0.731504
2.053,0.730185
2.054,0.729006
2.055,0.730459
2.056,0.728894
2.057,0.7297
2.058,0.730145
2.059,0.730753
2.06,0.728136
2.061,0.728109
2.062,0.728743
2.063,0.727994
2.064,0.730563
2.065,0.727297
2.066,0.727091
2.067,0.727276
2.068,0.727501
2.069,0.725863
2.07,0.723942
2.071,0.721987
2.072,0.723454
2.073,0.723291
2.074,0.720145
2.075,0.720487
2.076,0.721948
2.077,0.722078
2.078,0.723596
2.079,0.725083
2.08,0.723825
2.081,0.720837
2.082,0.719322
2.083,0.721006
2.084,0.721896
2.085,0.717445
2.086,0.722769
2.087,0.718456
2.088,0.720454
2.089,0.716948
2.09,0.720818
2.091,0.719122
2.092,0.719954
2.093,0.717219
2.094,0.716903
2.095,0.715855
2.096,0.71771
2.097,0.715626
2.098,0.717463
2.099,0.720089
2.1,0.715508
2.101,0.718289
2.102,0.716199
2.103,0.715339
2.104,0.718204
2.105,0.715726
2.106,0.714153
2.107,0.713262
2.108,0.717605
2.109,0.714155
2.11,0.714099
2.111,0.716915
2.112,0.711822
2.113,0.714141
2.114,0.717421
2.115,0.714415
2.116,0.715547
2.117,0.712151
2.118,0.711556
2.119,0.711678
2.12,0.710579
2.121,0.707866
2.122,0.711949
2.123,0.709385
2.124,0.7115
2.125,0.704977
2.126,0.709196
2.127,0.706896
2.128,0.711397
2.129,0.712546
2.13,0.707958
2.131,0.707962
2.132,0.707621
2.133,0.707963
2.134,0.709768
2.135,0.711829
2.136,0.710852
2.137,0.707322
2.138,0.705214
2.139,0.708278
2.14,0.703732
2.141,0.70573
2.142,0.70552
2.143,0.711645
2.144,0.712787
2.145,0.709503
2.146,0.70722
2.147,0.706055
2.148,0.706376
2.149,0.702268
2.15,0.705968
2.151,0.71011
2.152,0.705814
2.153,0.705707
2.154,0.702608
2.155,0.699643
2.156,0.705021
2.157,0.707433
2.158,0.703704
2.159,0.702818
2.16,0.701648
2.161,0.705415
2.162,0.706964
2.163,0.707321
2.164,0.707232
2.165,0.703078
2.166,0.698916
2.167,0.700959
2.168,0.699196
2.169,0.698773
2.17,0.699924
2.171,0.698793
2.172,0.70152
2.173,0.701652
2.174,0.700996
2.175,0.699181
2.176,0.696395
2.177,0.700835
2.178,0.702455
2.179,0.697732
2.18,0.698047
2.181,0.704732
2.182,0.701875
2.183,0.701688
2.184,0.700323
2.185,0.699688
2.186,0.702721
2.187,0.701571
2.188,0.697593
2.189,0.697008
2.19,0.696261
2.191,0.697297
2.192,0.698898
2.193,0.695059
2.194,0.696116
2.195,0.699458
2.196,0.700749
2.197,0.69983
2.198,0.69953
2.199,0.700574
2.2,0.695172
2.201,0.689333
2.202,0.690574
2.203,0.694547
2.204,0.6943
2.205,0.694434
2.206,0.695996
2.207,0.69589
2.208,0.694588
2.209,0.694975
2.21,0.695036
2.211,0.692381
2.212,0.689704
2.213,0.693059
2.214,0.692052
2.215,0.690073
2.216,0.693195
2.217,0.691383
2.218,0.691483
2.219,0.693896
2.22,0.693924
2.221,0.69111
2.222,0.691417
2.223,0.689604
2.224,0.689553
2.225,0.692692
2.226,0.690533
2.227,0.689686
2.228,0.687477
2.229,0.691135
2.23,0.689772
2.231,0.684329
2.232,0.684173
2.233,0.687663
2.234,0.68722
2.235,0.687532
2.236,0.690485
2.237,0.688195
2.238,0.68356
2.239,0.683115
2.24,0.689157
2.241,0.68576
2.242,0.685974
2.243,0.685629
2.244,0.67971
2.245,0.680253
2.246,0.682628
2.247,0.685162
2.248,0.684489
2.249,0.683544
2.25,0.688019
2.251,0.685793
2.252,0.683772
2.253,0.686832
2.254,0.686563
2.255,0.685074
2.256,0.681925
2.257,0.684463
2.258,0.677095
2.259,0.679897
2.26,0.684454
2.261,0.68748
2.262,0.678724
2.263,0.682604
2.264,0.68156
2.265,0.68184
2.266,0.682646
2.267,0.68649
2.268,0.692251
2.269,0.68625
2.27,0.689106
2.271,0.682407
2.272,0.687158
2.273,0.681015
2.274,0.681815
2.275,0.678958
2.276,0.675816
2.277,0.681747
2.278,0.678659
2.279,0.680052
2.28,0.680532
2.281,0.685082
2.282,0.685524
2.283,0.682648
2.284,0.684022
2.285,0.678144
2.286,0.678779
2.287,0.686368
2.288,0.681008
2.289,0.680157
2.29,0.682703
2.291,0.679525
2.292,0.669066
2.293,0.675844
2.294,0.683297
2.295,0.674624
2.296,0.675169
2.297,0.682395
2.298,0.672978
2.299,0.679945
2.3,0.675734
2.301,0.675914
2.302,0.680018
2.303,0.678537
2.304,0.667868
2.305,0.671654
2.306,0.675984
2.307,0.677329
2.308,0.674581
2.309,0.675111
2.31,0.675585
2.311,0.678608
2.312,0.674288
2.313,0.676958
2.314,0.673921
2.315,0.68111
2.316,0.682365
2.317,0.680071
2.318,0.68156
2.319,0.67742
2.32,0.68096
2.321,0.67435
2.322,0.67626
2.323,0.672707
2.324,0.679294
2.325,0.685996
2.326,0.685598
2.327,0.675775
2.328,0.671642
2.329,0.671687
2.33,0.669674
2.331,0.668705
2.332,0.681691
2.333,0.6864
2.334,0.685664
2.335,0.679846
2.336,0.679824
2.337,0.679205
2.338,0.690108
2.339,0.69589
2.34,0.681119
2.341,0.682959
2.342,0.680957
2.343,0.681053
2.344,0.680024
2.345,0.68925
2.346,0.69037
2.347,0.679669
2.348,0.683365
2.349,0.680714
2.35,0.682502
2.351,0.676874
2.352,0.691948
2.353,0.691197
2.354,0.690613
2.355,0.681798
2.356,0.69343
2.357,0.691945
2.358,0.682329
2.359,0.686215
2.36,0.697622
2.361,0.691315
2.362,0.68697
2.363,0.687816
2.364,0.684385
2.365,0.681088
2.366,0.685422
2.367,0.689659
2.368,0.6947
2.369,0.676641
2.37,0.681713
2.371,0.680338
2.372,0.682528
2.373,0.693825
2.374,0.689928
2.375,0.683842
2.376,0.688391
2.377,0.689015
2.378,0.681437
2.379,0.686098
2.38,0.68833
2.381,0.684582
2.382,0.685202
2.383,0.688542
2.384,0.692705
2.385,0.691357
2.386,0.687849
2.387,0.683121
2.388,0.682981
2.389,0.689904
2.39,0.68589
2.391,0.677814
2.392,0.686124
2.393,0.689262
2.394,0.684986
2.395,0.696077
2.396,0.694633
2.397,0.68407
2.398,0.677673
2.399,0.675596
2.4,0.681651
2.401,0.695543
2.402,0.699838
2.403,0.69134
2.404,0.688033
2.405,0.684239
2.406,0.685492
2.407,0.697393
2.408,0.697877
2.409,0.698303
2.41,0.702708
2.411,0.705689
2.412,0.700331
2.413,0.696117
2.414,0.695939
2.415,0.685022
2.416,0.693917
2.417,0.705503
2.418,0.701515
2.419,0.697637
2.42,0.699494
2.421,0.698905
2.422,0.696881
2.423,0.695194
2.424,0.693189
2.425,0.692443
2.426,0.69289
2.427,0.69048
2.428,0.708526
2.429,0.706055
2.43,0.698889
2.431,0.693591
2.432,0.678344
2.433,0.682806
2.434,0.699536
2.435,0.691919
2.436,0.684227
2.437,0.692901
2.438,0.695191
2.439,0.689284
2.44,0.693078
2.441,0.691011
2.442,0.694721
2.443,0.709637
2.444,0.720434
2.445,0.709216
2.446,0.706565
2.447,0.707431
2.448,0.704196
2.449,0.703371
2.45,0.70038
2.451,0.687083
2.452,0.697507
2.453,0.706864
2.454,0.694571
2.455,0.694715
2.456,0.699287
2.457,0.705736
2.458,0.710641
2.459,0.711525
2.46,0.711666
2.461,0.726646
2.462,0.720565
2.463,0.703287
2.464,0.690608
2.465,0.68314
2.466,0.681549
2.467,0.717678
2.468,0.716928
2.469,0.723852
2.47,0.701025
2.471,0.68674
2.472,0.689697
2.473,0.706421
2.474,0.724367
2.475,0.690623
2.476,0.710611
2.477,0.699542
2.478,0.70435
2.479,0.726409
2.48,0.7111
2.481,0.728642
2.482,0.702073
2.483,0.697118
2.484,0.737095
2.485,0.733627
2.486,0.717661
2.487,0.73158
2.488,0.703738
2.489,0.716534
2.49,0.714846
2.491,0.737261
2.492,0.675991
2.493,0.718396
2.494,0.692711
2.495,0.711797
2.496,0.708781
2.497,0.718495
2.498,0.691289
2.499,0.728352
2.5,0.729828

