OC-GS-F2,
1.146283854,0.152717432
1.147884571,0.153454071
1.147869765,0.154190711
1.147856604,0.154845501
1.147846733,0.155336594
1.150251921,0.15623693
1.15023876,0.156891721
1.150227244,0.157464662
1.151832897,0.157955755
1.153435259,0.158610545
1.155847028,0.159183487
1.157444455,0.160083824
1.155810835,0.16098416
1.156605435,0.161638951
1.159013914,0.16237559
1.160612986,0.163194078
1.163028045,0.163603322
1.167884486,0.163112229
1.171921649,0.163194078
1.17271625,0.163848868
1.176746832,0.164258112
1.181608208,0.163521473
1.184016687,0.164258112
1.186428456,0.164831054
1.187221411,0.165567693
1.188017657,0.166140634
1.190431071,0.166631727
1.189613439,0.16712282
1.196884939,0.167040971
1.206574788,0.167204669
1.209800899,0.167450215
1.214634308,0.168105005
1.217047722,0.168596098
1.220272188,0.168923493
1.223493364,0.169414586
1.228333353,0.169741981
1.233166762,0.170396772
1.237195699,0.170887864
1.241244378,0.170396772
1.246890484,0.170806015
1.254161984,0.170724167
1.254175145,0.170069376
1.257422643,0.169250888
1.259809735,0.171051562
1.264643144,0.171706352
1.267861029,0.172361143
1.26865563,0.173015933
1.26945023,0.173670723
1.272664826,0.174489211
1.272651664,0.175144001
1.275871195,0.175716943
1.279098951,0.175880641
1.283934005,0.176453582
1.283927425,0.176780977
1.287151891,0.177108373
1.290376357,0.177435768
1.292791416,0.177845012
1.300059626,0.17792686
1.306526654,0.177681314
1.308132307,0.178172407
1.308928552,0.178745348
1.313766897,0.179154592
1.316989717,0.179563836
1.319406422,0.179891231
1.323432069,0.180546022
1.331509685,0.180546022
1.335538623,0.181037115
1.338759798,0.181528207
1.345213666,0.181937451
1.346814383,0.18267409
1.347610629,0.183247032
1.348405229,0.183901822
1.350004301,0.18472031
1.354842645,0.185129554
1.358060531,0.185784345
1.358045725,0.186520984
1.358843615,0.187012076
1.362066436,0.18742132
1.366090438,0.18815796
1.370117731,0.188730901
1.373340551,0.189140145
1.375755611,0.189549389
1.382209478,0.189958633
1.384624537,0.190367877
1.385417493,0.191104516
1.391071824,0.191104516
1.394291355,0.191677458
1.400740287,0.192332248
1.408013432,0.19216855
1.412851776,0.192577794
1.423344452,0.192987038
1.425774317,0.192659643
1.428992203,0.193314433
1.433825612,0.193969224
1.437854549,0.194460317
1.449164857,0.194378468
1.455628595,0.194296619
1.461279637,0.194460317
1.463693051,0.194951409
1.467721988,0.195442502
1.471747635,0.196097292
1.474157759,0.196752083
1.475763412,0.197243176
1.483026686,0.197570571
1.489492069,0.197406873
1.498369222,0.197816117
1.503222372,0.197488722
1.508068942,0.197488722
1.513721628,0.197570571
1.518573133,0.197325024
1.524235691,0.19691578
1.529088841,0.196588385
1.53556574,0.195851746
1.543643357,0.195851746
1.551720973,0.195851746
1.558189647,0.195524351
1.566268908,0.195442502
1.569506535,0.195115107
1.57598179,0.194460317
1.58082836,0.194460317
1.587290453,0.194460317
1.593749256,0.194624014
1.598597471,0.194542165
1.60344404,0.194542165
1.611521657,0.194542165
1.616374807,0.19421477
1.622841836,0.193969224
1.632543201,0.19355998
1.636593525,0.192987038
1.641449966,0.192495946
1.644690883,0.192004853
1.651968964,0.191595609
1.658439283,0.191186365
1.662484671,0.19085897
1.666536641,0.190204179
1.673005314,0.189876784
1.679477278,0.189385691
1.684337009,0.188730901
1.689188514,0.188485355
1.695658833,0.188076111
1.700508693,0.187912413
1.705361844,0.187585018
1.708604406,0.187012076
1.713459202,0.186602832
1.715889067,0.186275437
1.718320578,0.185866193
1.725601949,0.185293252
1.731266151,0.184802159
1.736114366,0.18472031
1.740163045,0.184229217
1.743400672,0.183901822
1.747446061,0.183574427
1.756334729,0.18341073
1.761176364,0.183656276
1.766840566,0.183165183
1.772499833,0.182919637
1.777346403,0.182919637
1.786231781,0.182919637
1.792695519,0.182837788
1.802395239,0.182510393
1.805629576,0.182346695
1.810486017,0.181855602
1.819371395,0.181855602
1.823416784,0.181528207
1.832302162,0.181528207
1.837158602,0.181037115
1.842803063,0.181528207
1.847643052,0.181855602
1.854108436,0.181691905
1.860568884,0.181773754
1.867029332,0.181855602
1.870260378,0.181855602
1.875916355,0.181773754
1.881582202,0.181200812
1.887238179,0.181118963
1.891285213,0.180709719
1.896123557,0.181118963
1.903393412,0.181118963
1.911471028,0.181118963
1.916314308,0.181282661
1.919545354,0.181282661
1.926004157,0.181446359
1.934894471,0.181200812
1.941351628,0.181446359
1.947805496,0.181855602
1.957498636,0.181855602
1.963957438,0.1820193
1.969600254,0.182592242
1.974440243,0.182919637
1.98009293,0.183001486
1.986545152,0.183492578
1.994621123,0.183574427
2.001079926,0.183738125
2.007533794,0.184147369
2.011566021,0.184474764
2.018830941,0.18472031
2.023669285,0.185129554
2.029310455,0.185784345
2.034958206,0.18611174
2.038988789,0.186520984
2.043019371,0.186930228
2.045432785,0.18742132
2.052694414,0.187830564
2.057537694,0.187994262
2.06318709,0.188239808
2.068027079,0.188567203
2.076098115,0.188894599
2.080941395,0.189058296
2.084971977,0.18946754
2.093043013,0.189794935
2.094650311,0.190204179
2.098679248,0.190695272
2.104326999,0.191022667
2.109969815,0.191595609
2.116413811,0.192495946
2.123677086,0.192823341
2.129319901,0.193396282
2.132541077,0.193887375
2.140615403,0.194051073
2.145450457,0.194624014
2.150290446,0.194951409
2.15512221,0.195688048
2.163196536,0.195851746
2.169647113,0.196424688
2.176102626,0.196752083
2.18578754,0.197161327
2.190624239,0.197652419
2.195462583,0.198061663
2.201113624,0.198225361
2.20918466,0.198552756
2.214832411,0.198880151
2.225326732,0.199207547
2.229358959,0.199534942
2.232586716,0.199698639
2.245504322,0.200026034
2.254388054,0.200107883
2.258418637,0.200517127
2.263265207,0.200517127
2.268911313,0.200926371
2.272945185,0.201171918
2.277791755,0.201171918
2.28505832,0.201335615
2.290706071,0.20166301
2.29554935,0.201826708
2.302008153,0.201990405
2.308463666,0.202317801
2.313310236,0.202317801
2.321384562,0.202481498
2.327840074,0.202808893
2.333491116,0.202972591
2.339138867,0.203299986
2.344786617,0.203627381
2.35124213,0.203954777
2.358511985,0.203954777
2.361738096,0.204200323
2.36657644,0.204609567
2.370607023,0.205018811
2.37463596,0.205509904
2.378673123,0.205591752
2.386744159,0.205919148
2.392393555,0.206164694
2.397233544,0.206492089
2.404503399,0.206492089
2.410149505,0.206901333
2.417411134,0.207310577
2.421446652,0.207474275
2.429516043,0.207883519
2.432747089,0.207883519
2.439212473,0.207719821
2.448094561,0.207883519
2.450514555,0.208047216
2.456971713,0.208292763
2.461818283,0.208292763
2.469083202,0.208538309
2.476343186,0.209029402
2.482803634,0.20911125
2.489262437,0.209274948
2.496532292,0.209274948
2.502176752,0.209766041
2.510246143,0.210175285
2.517511063,0.210420831
2.519924477,0.210911924
2.522332955,0.211648563
2.52475295,0.211812261
2.532012934,0.212303353
2.537657395,0.212794446
2.543308436,0.212958144
2.548956187,0.213285539
2.552180653,0.213612934
2.557017352,0.214104027
2.565088388,0.214431422
2.569928377,0.214758817
2.57638389,0.215086212
2.579610001,0.215331759
2.583640583,0.215741003
2.590900567,0.216232095
2.599794171,0.215822851
2.603030153,0.215577305
2.607064026,0.215822851
2.614328945,0.216068398
2.621597155,0.216150247
2.626440434,0.216313944
2.633708644,0.216395793
2.639362976,0.216395793
2.643401784,0.216395793
2.652283872,0.216559491
2.657125506,0.216805037
2.663587599,0.216805037
