OC-GS-F1,
1.271676099,0.183492578
1.271666228,0.183983671
1.272464119,0.184474764
1.274064836,0.185211403
1.277287657,0.185620647
1.285361983,0.185784345
1.285353757,0.186193589
1.290188811,0.18676653
1.293416568,0.186930228
1.29501893,0.187585018
1.301484313,0.18742132
1.304703844,0.187994262
1.309545478,0.188239808
1.311152776,0.188649052
1.315997701,0.188730901
1.320023348,0.189385691
1.326490376,0.189140145
1.330524249,0.189385691
1.335362593,0.189794935
1.340199292,0.190286028
1.340189421,0.190777121
1.340985667,0.191350062
1.344203553,0.192004853
1.347421438,0.192659643
1.349833207,0.193232585
1.349823336,0.193723677
1.353042867,0.194296619
1.354645229,0.194951409
1.356249236,0.195524351
1.357849953,0.19626099
1.359452316,0.19691578
1.364289015,0.197406873
1.367508545,0.197979815
1.367493739,0.198716454
1.372328793,0.199289395
1.377177008,0.199207547
1.383645682,0.198880151
1.390101194,0.199207547
1.396566578,0.199043849
1.399792689,0.199289395
1.402207748,0.199698639
1.406236685,0.200189732
1.411086546,0.200026034
1.413498315,0.200598976
1.41429785,0.20100822
1.41913455,0.201499313
1.4247823,0.201826708
1.428807948,0.202481498
1.430415245,0.202890742
1.436869113,0.203299986
1.44090134,0.203627381
1.443314754,0.204118474
1.448154744,0.204445869
1.451374274,0.205018811
1.455404857,0.205428055
1.460246491,0.205673601
1.465093061,0.205673601
1.471556799,0.205591752
1.475598898,0.205428055
1.482054411,0.20575545
1.48689111,0.206246543
1.490923337,0.206573938
1.493340042,0.206901333
1.498987793,0.207228728
1.507062119,0.207392426
1.512726321,0.206901333
1.517590987,0.206000996
1.519211446,0.20575545
1.52568341,0.205264357
1.528922682,0.204855113
1.532161954,0.204445869
1.537015105,0.204118474
1.542671082,0.204036625
1.548333639,0.203627381
1.554795732,0.203627381
1.556404675,0.203954777
1.561246309,0.204200323
1.56690064,0.204200323
1.574175431,0.203954777
1.579026936,0.20370923
1.585500545,0.203136289
1.590353695,0.202808893
1.593591323,0.202481498
1.598444473,0.202154103
1.603292688,0.202072254
1.608144193,0.201826708
1.612990763,0.201826708
1.620262263,0.201744859
1.624306007,0.201499313
1.627550214,0.200844522
1.630796067,0.200107883
1.634839811,0.199862337
1.638885199,0.199534942
1.645352228,0.199289395
1.651819256,0.199043849
1.655867935,0.198552756
1.662331674,0.198470907
1.668800347,0.198143512
1.671228568,0.197897966
1.676086654,0.197325024
1.679329216,0.196752083
1.684185657,0.19626099
1.688234336,0.195769897
1.692279724,0.195442502
1.695520642,0.194951409
1.700380373,0.194296619
1.702811883,0.193887375
1.706054446,0.193314433
1.71253299,0.192495946
1.716583315,0.191923004
1.719825877,0.191350062
1.725486789,0.191022667
1.729535468,0.190531575
1.736007432,0.190040482
1.742476106,0.189713087
1.747332546,0.189221994
1.752180761,0.189140145
1.760258378,0.189140145
1.765113173,0.188730901
1.767539749,0.188567203
1.774822764,0.187912413
1.778062037,0.187503169
1.781301309,0.187093925
1.789382216,0.186930228
1.795844309,0.186930228
1.799883117,0.186930228
1.805537448,0.186930228
1.812807303,0.186930228
1.81846328,0.186848379
1.823311495,0.18676653
1.829771943,0.186848379
1.831395692,0.186439135
1.836248842,0.18611174
1.839484824,0.185866193
1.84755915,0.186029891
1.853210192,0.186193589
1.857247355,0.186275437
1.862093924,0.186275437
1.867748256,0.186275437
1.87421693,0.185948042
1.879869616,0.186029891
1.887137826,0.18611174
1.894410971,0.185948042
1.903297994,0.185866193
1.910562913,0.18611174
1.917025006,0.18611174
1.925913675,0.185948042
1.930760245,0.185948042
1.937215757,0.186275437
1.94367456,0.186439135
1.948519485,0.186520984
1.956592166,0.18676653
1.963049323,0.187012076
1.967887668,0.18742132
1.97434647,0.187585018
1.984037965,0.187666867
1.990490187,0.18815796
1.995328532,0.188567203
2.000979573,0.188730901
2.00743344,0.189140145
2.014695069,0.189549389
2.021150582,0.189876784
2.025988926,0.190286028
2.031636677,0.190613423
2.038093835,0.19085897
2.042122772,0.191350062
2.046957826,0.191923004
2.052602287,0.192414097
2.05663616,0.192659643
2.06228062,0.193150736
2.068732843,0.193641829
2.074377303,0.194132921
2.078411176,0.194378468
2.084058927,0.194705863
2.089703388,0.195196956
2.095349493,0.1956062
2.101808296,0.195769897
2.10664664,0.196179141
2.109869461,0.196588385
2.114709451,0.19691578
2.119547795,0.197325024
2.125197191,0.197570571
2.130844942,0.197897966
2.137298809,0.19830721
2.142941625,0.198880151
2.149393847,0.199371244
2.151807261,0.199862337
2.155035018,0.200026034
2.161485595,0.200598976
2.167942753,0.200844522
2.17197827,0.20100822
2.177624376,0.201417464
2.186504819,0.20166301
2.192955396,0.202235952
2.200223606,0.202317801
2.203446427,0.202727045
2.209903584,0.202972591
2.217977911,0.203136289
2.222819545,0.203381835
2.228468941,0.203627381
2.234118337,0.203872928
2.236539977,0.203954777
2.242192663,0.204036625
2.251074751,0.204200323
2.254304153,0.204282172
2.262378479,0.204445869
2.26802623,0.204773264
2.275292794,0.204936962
2.280943835,0.20510066
2.284976063,0.205428055
2.289009936,0.205673601
2.294657687,0.206000996
2.300308728,0.206164694
2.308376474,0.206655787
2.313221398,0.206737635
2.318867504,0.207146879
2.325324662,0.207392426
2.331780174,0.207719821
2.33985121,0.208047216
2.343072386,0.208538309
2.349534479,0.208538309
2.357605515,0.208865704
2.368905952,0.209274948
2.376973698,0.209766041
2.388270845,0.210338982
2.393918596,0.210666378
2.40118516,0.210830075
2.406832911,0.21115747
2.410868429,0.211321168
2.418936175,0.211812261
2.426199449,0.212139656
2.433466014,0.212303353
2.437498241,0.212630749
2.444763161,0.212876295
2.448800324,0.212958144
2.457679121,0.213285539
2.464132989,0.213694783
2.47220567,0.213940329
2.478666118,0.214022178
2.48512163,0.214349573
2.494002073,0.21459512
2.499654759,0.214676968
2.506111917,0.214922515
2.510955197,0.215086212
2.517414,0.21524991
2.522255634,0.215495456
2.528706211,0.216068398
2.534353962,0.216395793
2.540000068,0.216805037
2.544033941,0.217050583
2.548064523,0.217459827
2.552095106,0.217869071
2.55935509,0.218360164
2.565812247,0.21860571
2.571463289,0.218769408
2.575495516,0.219096803
2.581141622,0.219506047
2.586795954,0.219506047
2.59244864,0.219587896
2.598107907,0.21934235
2.605381052,0.219178652
2.611035383,0.219178652
2.615880308,0.219260501
2.623956279,0.21934235
2.627190616,0.219178652
2.632040476,0.219014954
2.63607764,0.219096803
2.642539733,0.219096803
2.646580186,0.219014954
2.651428401,0.218933106
2.655467209,0.218933106
2.660313779,0.218933106
2.663546471,0.218851257
