OC-LP-B4_1,
0.85,0.308993626
0.855,0.301780933
0.86,0.299872508
0.865,0.297784723
0.87,0.296054606
0.875,0.294181978
0.88,0.29267398
0.885,0.291429819
0.89,0.289874672
0.895,0.288808138
0.9,0.287867739
0.905,0.287209843
0.91,0.286449317
0.915,0.285990565
0.92,0.28563026
0.925,0.285477438
0.93,0.285229409
0.935,0.285200678
0.94,0.285308611
0.945,0.28554268
0.95,0.285749422
0.955,0.286139028
0.96,0.286493572
0.965,0.286912717
0.97,0.287773332
0.975,0.287777537
0.98,0.288133751
0.985,0.288568552
0.99,0.288904678
0.995,0.288826861
1,0.289091569
1.005,0.289377304
1.01,0.289873185
1.015,0.289938378
1.02,0.290163926
1.025,0.290129403
1.03,0.290466606
1.035,0.290537999
1.04,0.290806766
1.045,0.291049461
1.05,0.291558394
1.055,0.291979547
1.06,0.292089853
1.065,0.292497901
1.07,0.292630725
1.075,0.293314725
1.08,0.293545757
1.085,0.294808235
1.09,0.295566097
1.095,0.29602808
1.1,0.296583333
1.105,0.297166697
1.11,0.298015451
1.115,0.298787618
1.12,0.299486785
1.125,0.300116538
1.13,0.300680462
1.135,0.301182145
1.14,0.301625171
1.145,0.302013127
1.15,0.302349598
1.155,0.302638171
1.16,0.302882432
1.165,0.303085966
1.17,0.30325236
1.175,0.303385198
1.18,0.303488069
1.185,0.303564556
1.19,0.303618247
1.195,0.303652726
1.2,0.303671581
1.205,0.303678397
1.21,0.30367676
1.215,0.303670256
1.22,0.303662471
1.225,0.303656991
1.23,0.303657402
1.235,0.303667289
1.24,0.303690239
1.245,0.303729837
1.25,0.30378862
1.255,0.303866009
1.26,0.303960851
1.265,0.304071992
1.27,0.304198277
1.275,0.304338554
1.28,0.304491667
1.285,0.304656464
1.29,0.304831789
1.295,0.30501649
1.3,0.305209412
1.305,0.3054094
1.31,0.305615302
1.315,0.305825964
1.32,0.306040231
1.325,0.306256949
1.33,0.306474964
1.335,0.306693123
1.34,0.306910272
1.345,0.307125256
1.35,0.307336922
1.355,0.307544115
1.36,0.307745682
1.365,0.307940469
1.37,0.308127322
1.375,0.308305087
1.38,0.30847261
1.385,0.308628738
1.39,0.308772589
1.395,0.308903884
1.4,0.309022427
1.405,0.30912802
1.41,0.309220466
1.415,0.309299569
1.42,0.30936513
1.425,0.309416954
1.43,0.309454843
1.435,0.3094786
1.44,0.309488028
1.445,0.30948293
1.45,0.309463109
1.455,0.309428368
1.46,0.30937851
1.465,0.309313337
1.47,0.309232653
1.475,0.309136261
1.48,0.309023964
1.485,0.308895564
1.49,0.308750865
1.495,0.30858967
1.5,0.308411781
1.505,0.308217002
1.51,0.308005135
1.515,0.307775983
1.52,0.30752935
1.525,0.307265041
1.53,0.306983081
1.535,0.306683868
1.54,0.306367834
1.545,0.306035413
1.55,0.305687039
1.555,0.305323143
1.56,0.30494416
1.565,0.304550522
1.57,0.304142663
1.575,0.303721016
1.58,0.303286014
1.585,0.30283809
1.59,0.302377678
1.595,0.30190521
1.6,0.301421119
1.605,0.30092584
1.61,0.300419804
1.615,0.299903446
1.62,0.299377198
1.625,0.298841494
1.63,0.298296766
1.635,0.297743448
1.64,0.297181973
1.645,0.296612775
1.65,0.296036285
1.655,0.295452938
1.66,0.294863167
1.665,0.294267405
1.67,0.293666082
1.675,0.293059624
1.68,0.292448458
1.685,0.29183301
1.69,0.291213707
1.695,0.290590975
1.7,0.289965239
1.705,0.289336927
1.71,0.288706465
1.715,0.288074279
1.72,0.287440794
1.725,0.286806439
1.73,0.286171638
1.735,0.285536819
1.74,0.284902407
1.745,0.284268828
1.75,0.28363651
1.755,0.283005878
1.76,0.282377359
1.765,0.281751379
1.77,0.281128364
1.775,0.28050874
1.78,0.279892934
1.785,0.279281373
1.79,0.278674482
1.795,0.278072688
1.8,0.277476416
1.805,0.276886098
1.81,0.276302257
1.815,0.275725509
1.82,0.275156474
1.825,0.274595773
1.83,0.274044026
1.835,0.273501854
1.84,0.272969876
1.845,0.272448713
1.85,0.271938986
1.855,0.271441314
1.86,0.270956319
1.865,0.27048462
1.87,0.270026839
1.875,0.269583594
1.88,0.269155507
1.885,0.268743197
1.89,0.268347286
1.895,0.267968394
1.9,0.267607141
1.905,0.267264147
1.91,0.266940032
1.915,0.266635418
1.92,0.266350924
1.925,0.26608717
1.93,0.265844778
1.935,0.265624367
1.94,0.265426558
1.945,0.265251902
1.95,0.265099932
1.955,0.26496939
1.96,0.264859003
1.965,0.264767494
1.97,0.264693589
1.975,0.26463601
1.98,0.264593484
1.985,0.264564734
1.99,0.264548485
1.995,0.264543462
2,0.264548388
2.005,0.264561989
2.01,0.264582989
2.015,0.264610113
2.02,0.264642084
2.025,0.264677628
2.03,0.264715469
2.035,0.264754332
2.04,0.26479294
2.045,0.26483002
2.05,0.264864294
2.055,0.264894488
2.06,0.264919325
2.065,0.264937532
2.07,0.264947831
2.075,0.264948948
2.08,0.264939607
2.085,0.264918667
2.09,0.264886373
2.095,0.264843788
2.1,0.264791986
2.105,0.264732042
2.11,0.264665027
2.115,0.264592017
2.12,0.264514085
2.125,0.264432305
2.13,0.26434775
2.135,0.264261494
2.14,0.264174612
2.145,0.264088176
2.15,0.264003261
2.155,0.26392094
2.16,0.263842287
2.165,0.263768376
2.17,0.26370028
2.175,0.263639073
2.18,0.26358583
2.185,0.263541623
2.19,0.263507527
2.195,0.263484615
2.2,0.26347396
2.205,0.263476638
2.21,0.263493721
2.215,0.263526283
2.22,0.263575399
2.225,0.263641913
2.23,0.263724989
2.235,0.263823036
2.24,0.263934458
2.245,0.264057662
2.25,0.264191051
2.255,0.264333031
2.26,0.264482008
2.265,0.264636386
2.27,0.26479457
2.275,0.264954966
2.28,0.265115978
2.285,0.265276012
2.29,0.265433473
2.295,0.265586765
2.3,0.265734295
2.305,0.265874467
2.31,0.266005686
2.315,0.266126357
2.32,0.266234886
2.325,0.266329677
2.33,0.266409136
2.335,0.266471668
2.34,0.266515678
2.345,0.26653957
2.35,0.266541751
2.355,0.266520624
2.36,0.266474596
2.365,0.266402718
2.37,0.266307531
2.375,0.266192754
2.38,0.266062107
2.385,0.265919309
2.39,0.26576808
2.395,0.265612137
2.4,0.265455201
2.405,0.265300991
2.41,0.265153226
2.415,0.265015625
2.42,0.264891907
2.425,0.264785792
2.43,0.264701
2.435,0.264641248
2.44,0.264610256
2.445,0.264611745
2.45,0.264649431
2.455,0.264727037
2.46,0.264848279
2.465,0.265016878
2.47,0.265236552
2.475,0.265511022
2.48,0.265844005
2.485,0.266239222
2.49,0.266700392
2.495,0.267231234
2.5,0.267835466
