KC-OPX-arvn_0,
0.59659,0.32998
0.59704,0.33018
0.59749,0.33027
0.59793,0.33035
0.59838,0.33036
0.59883,0.33052
0.59928,0.33082
0.59972,0.33086
0.60017,0.331
0.60062,0.33103
0.60107,0.33101
0.60151,0.33126
0.60196,0.33088
0.60241,0.33111
0.60285,0.33093
0.6033,0.33057
0.60375,0.33057
0.6042,0.33078
0.60464,0.33086
0.60509,0.33091
0.60554,0.33131
0.60598,0.33114
0.60643,0.33125
0.60688,0.33175
0.60732,0.33231
0.60777,0.33241
0.60822,0.33259
0.60866,0.33263
0.60911,0.3329
0.60956,0.33336
0.61,0.33375
0.61045,0.33397
0.6109,0.33464
0.61134,0.33473
0.61179,0.33544
0.61224,0.33626
0.61268,0.33656
0.61313,0.33668
0.61358,0.33668
0.61402,0.33717
0.61447,0.33762
0.61492,0.33766
0.61536,0.33795
0.61581,0.33815
0.61625,0.33825
0.6167,0.33851
0.61715,0.33837
0.61759,0.33857
0.61804,0.33834
0.61848,0.33824
0.61893,0.33807
0.61938,0.33806
0.61982,0.33814
0.62027,0.33803
0.62071,0.33781
0.62116,0.33762
0.62161,0.33768
0.62205,0.33759
0.6225,0.33751
0.62294,0.33757
0.62339,0.33785
0.62384,0.33809
0.62428,0.33846
0.62473,0.33879
0.62517,0.33903
0.62562,0.33908
0.62606,0.33928
0.62651,0.33956
0.62696,0.33957
0.6274,0.33961
0.62785,0.33936
0.62829,0.33956
0.62874,0.3394
0.62918,0.33916
0.62963,0.33908
0.63007,0.33935
0.63052,0.33888
0.63096,0.33889
0.63141,0.33907
0.63185,0.33908
0.6323,0.33917
0.63274,0.33933
0.63319,0.33954
0.63364,0.33975
0.63408,0.34038
0.63453,0.34064
0.63497,0.34136
0.63542,0.34176
0.63586,0.34182
0.63631,0.34188
0.63675,0.34208
0.6372,0.34233
0.63764,0.34212
0.63809,0.3422
0.63853,0.34255
0.63897,0.34258
0.63942,0.34274
0.63986,0.34268
0.64031,0.34313
0.64075,0.34301
0.6412,0.34332
0.64164,0.34337
0.64209,0.34366
0.64253,0.344
0.64298,0.34427
0.64342,0.34459
0.64387,0.34512
0.64431,0.34544
0.64475,0.34554
0.6452,0.34603
0.64564,0.34595
0.64609,0.34644
0.64653,0.34633
0.64698,0.34661
0.64742,0.34652
0.64786,0.34669
0.64831,0.34658
0.64875,0.3468
0.6492,0.34719
0.64964,0.34774
0.65009,0.34787
0.65053,0.34817
0.65097,0.34798
0.65142,0.34824
0.65186,0.34803
0.65231,0.34785
0.65275,0.34801
0.65319,0.34809
0.65364,0.34794
0.65408,0.34794
0.65452,0.34793
0.65497,0.34835
0.65541,0.34874
0.65586,0.34902
0.6563,0.34956
0.65674,0.34967
0.65719,0.35049
0.65763,0.35044
0.65807,0.35076
0.65852,0.35095
0.65896,0.3517
0.6594,0.35162
0.65985,0.35175
0.66029,0.35261
0.66073,0.35328
0.66118,0.35377
0.66162,0.35431
0.66207,0.35445
0.66251,0.35463
0.66295,0.35483
0.66339,0.3545
0.66384,0.35463
0.66428,0.35474
0.66472,0.35476
0.66517,0.35514
0.66561,0.35503
0.66605,0.35539
0.6665,0.35573
0.66694,0.35578
0.66738,0.35615
0.66783,0.35633
0.66827,0.35666
0.66871,0.35688
0.66915,0.35733
0.6696,0.35723
0.67004,0.35754
0.67048,0.35768
0.67093,0.35791
0.67137,0.35797
0.67181,0.35778
0.67225,0.35788
0.6727,0.35814
0.67314,0.35807
0.67358,0.35839
0.67402,0.35835
0.67447,0.35861
0.67491,0.35849
0.67535,0.35882
0.67579,0.35905
0.67624,0.35914
0.67668,0.35959
0.67712,0.35965
0.67756,0.36011
0.67801,0.36035
0.67845,0.36082
0.67889,0.36125
0.67933,0.36176
0.67978,0.36212
0.68022,0.36278
0.68066,0.36292
0.6811,0.3629
0.68154,0.36277
0.68199,0.36269
0.68243,0.36265
0.68287,0.3623
0.68331,0.36252
0.68375,0.36265
0.6842,0.36255
0.68464,0.36259
0.68508,0.36346
0.68552,0.36388
0.68596,0.36457
0.6864,0.36455
0.68685,0.36546
0.68729,0.36581
0.68773,0.36619
0.68817,0.36664
0.68861,0.36702
0.68905,0.36754
0.6895,0.36775
0.68994,0.36839
0.69038,0.36863
0.69082,0.3689
0.69126,0.36898
0.6917,0.36892
0.69215,0.3689
0.69259,0.36907
0.69303,0.36884
0.69347,0.36911
0.69391,0.3689
0.69435,0.36886
0.69479,0.36907
0.69523,0.36915
0.69568,0.36941
0.69612,0.36952
0.69656,0.36972
0.697,0.3702
0.69744,0.37065
0.69788,0.37105
0.69832,0.37189
0.69876,0.37244
0.6992,0.37282
0.69965,0.37328
0.70009,0.3738
0.70053,0.37395
0.70097,0.37407
0.70141,0.37424
0.70185,0.37418
0.70229,0.37411
0.70273,0.37436
0.70317,0.37416
0.70361,0.37431
0.70405,0.3748
0.70449,0.37525
0.70493,0.37551
0.70538,0.37564
0.70582,0.3756
0.70626,0.37582
0.7067,0.37563
0.70714,0.37576
0.70758,0.37609
0.70802,0.37647
0.70846,0.37635
0.7089,0.37703
0.70934,0.37703
0.70978,0.37742
0.71022,0.37756
0.71066,0.37769
0.7111,0.37794
0.71154,0.378
0.71198,0.37852
0.71242,0.37884
0.71286,0.37883
0.7133,0.37913
0.71374,0.3795
0.71418,0.37949
0.71462,0.37986
0.71506,0.38011
0.7155,0.38028
0.71594,0.38041
0.71638,0.38057
0.71682,0.38046
0.71726,0.38044
0.7177,0.38008
0.71814,0.37979
0.71858,0.3803
0.71902,0.3803
0.71946,0.38024
0.7199,0.38054
0.72034,0.38076
0.72078,0.38126
0.72122,0.38143
0.72166,0.38155
0.7221,0.38201
0.72254,0.38229
0.72298,0.38235
0.72342,0.38204
0.72386,0.38198
0.72429,0.38224
0.72473,0.38239
0.72517,0.38214
0.72561,0.38239
0.72605,0.38219
0.72649,0.38193
0.72693,0.38207
0.72737,0.38186
0.72781,0.38167
0.72825,0.38191
0.72869,0.38191
0.72913,0.38225
0.72957,0.38259
0.73,0.38299
0.73044,0.38342
0.73088,0.38393
0.73132,0.38442
0.73176,0.38474
0.7322,0.38471
0.73264,0.38485
0.73308,0.38491
0.73352,0.38464
0.73395,0.38451
0.73439,0.38386
0.73483,0.38332
0.73527,0.38323
0.73571,0.38272
0.73615,0.38227
0.73659,0.38216
0.73703,0.3819
0.73746,0.3822
0.7379,0.38239
0.73834,0.38245
0.73878,0.38268
0.73922,0.38294
0.73966,0.38322
0.74009,0.38325
0.74053,0.38342
0.74097,0.38396
0.74141,0.38415
0.74185,0.38435
0.74229,0.38466
0.74272,0.3853
0.74316,0.38569
0.7436,0.38596
0.74404,0.38603
0.74448,0.38631
0.74492,0.38612
0.74535,0.38612
0.74579,0.38625
0.74623,0.38607
0.74667,0.38594
0.74711,0.38621
0.74754,0.38635
0.74798,0.38639
0.74842,0.38642
0.74886,0.38628
0.74929,0.38625
0.74973,0.38599
0.75017,0.38614
0.75061,0.38589
0.75105,0.38596
0.75148,0.38567
0.75192,0.38637
0.75236,0.38678
0.7528,0.38728
0.75323,0.38742
0.75367,0.38762
0.75411,0.38782
0.75455,0.38745
0.75498,0.38699
0.75542,0.38693
0.75586,0.38707
0.7563,0.38697
0.75673,0.38702
0.75717,0.38702
0.75761,0.3872
0.75805,0.38718
0.75848,0.3873
0.75892,0.38668
0.75936,0.38637
0.75979,0.38594
0.76023,0.38526
0.76067,0.38493
0.76111,0.38452
0.76154,0.38413
0.76198,0.38373
0.76242,0.3833
0.76285,0.38301
0.76329,0.38301
0.76373,0.38282
0.76416,0.38296
0.7646,0.38292
0.76504,0.38282
0.76548,0.38291
0.76591,0.38259
0.76635,0.38278
0.76679,0.38271
0.76722,0.3822
0.76766,0.38246
0.7681,0.38219
0.76853,0.38143
0.76897,0.38111
0.76941,0.38046
0.76984,0.37996
0.77028,0.37952
0.77072,0.37913
0.77115,0.37891
0.77159,0.37866
0.77202,0.37863
0.77246,0.37872
0.7729,0.37893
0.77333,0.37871
0.77377,0.37819
0.77421,0.37823
0.77464,0.37805
0.77508,0.37769
0.77551,0.37745
0.77595,0.37737
0.77639,0.37671
0.77682,0.37641
0.77726,0.37593
0.7777,0.37544
0.77813,0.37489
0.77857,0.37442
0.779,0.37423
0.77944,0.37388
0.77988,0.37321
0.78031,0.37282
0.78075,0.37237
0.78118,0.37207
0.78162,0.37143
0.78205,0.37086
0.78249,0.37029
0.78293,0.36991
0.78336,0.36928
0.7838,0.36899
0.78423,0.3691
0.78467,0.36924
0.7851,0.36924
0.78554,0.36955
0.78598,0.36984
0.78641,0.36994
0.78685,0.36979
0.78728,0.36959
0.78772,0.36943
0.78815,0.3693
0.78859,0.36902
0.78902,0.3686
0.78946,0.36822
0.78989,0.36775
0.79033,0.36712
0.79076,0.36665
0.7912,0.36593
0.79163,0.36552
0.79207,0.36499
0.79251,0.36464
0.79294,0.36409
0.79338,0.36339
0.79381,0.36227
0.79425,0.36126
0.79468,0.36046
0.79512,0.35989
0.79555,0.35904
0.79599,0.35937
0.79642,0.35891
0.79686,0.35879
0.79729,0.3588
0.79772,0.35845
0.79816,0.35823
0.79859,0.35807
0.79903,0.35797
0.79946,0.35755
0.7999,0.35658
0.80033,0.35543
0.80077,0.35513
0.8012,0.35419
0.80164,0.35378
0.80207,0.35297
0.80251,0.3525
0.80294,0.35173
0.80337,0.35121
0.80381,0.35101
0.80424,0.35038
0.80468,0.34979
0.80511,0.34912
0.80555,0.34831
0.80598,0.34741
0.80642,0.34653
0.80685,0.34567
0.80728,0.34511
0.80772,0.34495
0.80815,0.3445
0.80859,0.34415
0.80902,0.34347
0.80945,0.3431
0.80989,0.34244
0.81032,0.34178
0.81076,0.34142
0.81119,0.3413
0.81162,0.34107
0.81206,0.34029
0.81249,0.34013
0.81293,0.33978
0.81336,0.33928
0.81379,0.3388
0.81423,0.33825
0.81466,0.3375
0.8151,0.3371
0.81553,0.33613
0.81596,0.33544
0.8164,0.33503
0.81683,0.3341
0.81726,0.33339
0.8177,0.33248
0.81813,0.33194
0.81856,0.33105
0.819,0.3301
0.81943,0.32947
0.81986,0.32827
0.8203,0.32781
0.82073,0.32733
0.82116,0.32716
0.8216,0.32671
0.82203,0.3258
0.82246,0.32497
0.8229,0.32403
0.82333,0.32314
0.82376,0.3221
0.8242,0.3212
0.82463,0.32048
0.82506,0.31967
0.8255,0.31909
0.82593,0.31822
0.82636,0.3173
0.8268,0.31674
0.82723,0.31566
0.82766,0.31497
0.82809,0.31422
0.82853,0.31384
0.82896,0.3135
0.82939,0.31333
0.82983,0.31265
0.83026,0.31245
0.83069,0.31228
0.83112,0.31191
0.83156,0.31183
0.83199,0.31166
0.83242,0.31118
0.83286,0.31055
0.83329,0.31024
0.83372,0.30955
0.83415,0.30854
0.83459,0.3083
0.83502,0.30704
0.83545,0.30671
0.83588,0.30582
0.83632,0.30522
0.83675,0.30489
0.83718,0.3044
0.83761,0.30382
0.83804,0.30346
0.83848,0.30316
0.83891,0.3026
0.83934,0.30216
0.83977,0.30167
0.84021,0.30111
0.84064,0.30059
0.84107,0.30011
0.8415,0.29994
0.84193,0.29918
0.84237,0.29914
0.8428,0.29881
0.84323,0.29812
0.84366,0.29822
0.84409,0.29733
0.84453,0.29696
0.84496,0.29634
0.84539,0.2958
0.84582,0.29531
0.84625,0.29447
0.84669,0.29381
0.84712,0.29339
0.84755,0.29261
0.84798,0.29162
0.84841,0.29154
0.84884,0.29083
0.84928,0.29042
0.84971,0.29021
0.85014,0.2895
0.85057,0.28902
0.851,0.2886
0.85143,0.28828
0.85186,0.28726
0.8523,0.28655
0.85273,0.28592
0.85316,0.28495
0.85359,0.28421
0.85402,0.28307
0.85445,0.28267
0.85488,0.282
0.85532,0.28153
0.85575,0.28157
0.85618,0.28137
0.85661,0.28139
0.85704,0.28094
0.85747,0.28075
0.8579,0.28042
0.85833,0.28002
0.85876,0.27964
0.8592,0.27922
0.85963,0.27878
0.86006,0.27843
0.86049,0.27811
0.86092,0.27787
0.86135,0.27782
0.86178,0.27749
0.86221,0.27694
0.86264,0.27666
0.86307,0.27654
0.8635,0.27634
0.86394,0.27571
0.86437,0.27559
0.8648,0.27503
0.86523,0.27446
0.86566,0.27411
0.86609,0.27353
0.86652,0.27298
0.86695,0.27242
0.86738,0.27184
0.86781,0.27173
0.86824,0.27083
0.86867,0.27025
0.8691,0.26952
0.86953,0.26931
0.86996,0.26875
0.87039,0.26853
0.87082,0.26816
0.87125,0.26777
0.87168,0.2676
0.87211,0.26685
0.87254,0.26678
0.87297,0.26651
0.8734,0.26628
0.87383,0.26581
0.87426,0.26546
0.87469,0.26526
0.87512,0.26506
0.87555,0.26457
0.87598,0.26424
0.87641,0.26403
0.87684,0.2636
0.87727,0.26328
0.8777,0.26298
0.87813,0.26287
0.87856,0.2622
0.87899,0.26227
0.87942,0.26205
0.87985,0.26182
0.88028,0.26176
0.88071,0.26152
0.88114,0.26143
0.88157,0.26135
0.882,0.26113
0.88243,0.26123
0.88286,0.26075
0.88329,0.26048
0.88372,0.26022
0.88415,0.26003
0.88458,0.25972
0.88501,0.25932
0.88544,0.25911
0.88587,0.25871
0.8863,0.25861
0.88673,0.25838
0.88715,0.25832
0.88758,0.25821
0.88801,0.25818
0.88844,0.25796
0.88887,0.25828
0.8893,0.25794
0.88973,0.25781
0.89016,0.25763
0.89059,0.25753
0.89102,0.25722
0.89145,0.25697
0.89188,0.2568
0.8923,0.25647
0.89273,0.25608
0.89316,0.2556
0.89359,0.25542
0.89402,0.25504
0.89445,0.25452
0.89488,0.25394
0.89531,0.25392
0.89574,0.25367
0.89616,0.25352
0.89659,0.25339
0.89702,0.25304
0.89745,0.25303
0.89788,0.25302
0.89831,0.25281
0.89874,0.25287
0.89916,0.25322
0.89959,0.25339
0.90002,0.25365
0.90045,0.25364
0.90088,0.25376
0.90131,0.25384
0.90174,0.25423
0.90216,0.25398
0.90259,0.25392
0.90302,0.25374
0.90345,0.25335
0.90388,0.25327
0.90431,0.25268
0.90473,0.25242
0.90516,0.25176
0.90559,0.25179
0.90602,0.25119
0.90645,0.25088
0.90687,0.25106
0.9073,0.25104
0.90773,0.25103
0.90816,0.25102
0.90859,0.25107
0.90901,0.25063
0.90944,0.25077
0.90987,0.25042
0.9103,0.25009
0.91073,0.25054
0.91115,0.25027
0.91158,0.25047
0.91201,0.25044
0.91244,0.25095
0.91286,0.25102
0.91329,0.25092
0.91372,0.25131
0.91415,0.2515
0.91458,0.2515
0.915,0.25197
0.91543,0.25215
0.91586,0.25219
0.91629,0.2521
0.91671,0.25249
0.91714,0.25266
0.91757,0.25243
0.918,0.25236
0.91842,0.25243
0.91885,0.25291
0.91928,0.25271
0.9197,0.25297
0.92013,0.2529
0.92056,0.25269
0.92099,0.25276
0.92141,0.25304
0.92184,0.25281
0.92227,0.25303
0.9227,0.25321
0.92312,0.25293
0.92355,0.25283
0.92398,0.25306
0.9244,0.25282
0.92483,0.25277
0.92526,0.25261
0.92568,0.2525
0.92611,0.25225
0.92654,0.25241
0.92697,0.25232
0.92739,0.25188
0.92782,0.252
0.92825,0.25231
0.92867,0.25228
0.9291,0.25255
0.92953,0.25269
0.92995,0.2529
0.93038,0.25324
0.93081,0.25357
0.93123,0.2537
0.93166,0.25393
0.93209,0.25409
0.93251,0.25434
0.93294,0.25451
0.93337,0.25457
0.93379,0.2546
0.93422,0.25502
0.93464,0.25485
0.93507,0.25475
0.9355,0.25478
0.93592,0.25469
0.93635,0.25489
0.93678,0.2546
0.9372,0.25482
0.93763,0.25502
0.93805,0.2554
0.93848,0.25566
0.93891,0.2558
0.93933,0.25611
0.93976,0.25674
0.94019,0.257
0.94061,0.2576
0.94104,0.25788
0.94146,0.25834
0.94189,0.25917
0.94232,0.25947
0.94274,0.25972
0.94317,0.25977
0.94359,0.26014
0.94402,0.26055
0.94444,0.26104
0.94487,0.26108
0.9453,0.26116
0.94572,0.26182
0.94615,0.26217
0.94657,0.26228
0.947,0.26256
0.94742,0.26261
0.94785,0.26319
0.94828,0.26338
0.9487,0.26389
0.94913,0.26394
0.94955,0.26405
0.94998,0.26464
0.9504,0.26485
0.95083,0.2647
0.95125,0.26498
0.95168,0.26532
0.9521,0.26589
0.95253,0.2662
0.95296,0.26654
0.95338,0.26682
0.95381,0.26723
0.95423,0.26766
0.95466,0.26819
0.95508,0.26849
0.95551,0.26865
0.95593,0.26895
0.95636,0.26954
0.95678,0.26957
0.95721,0.27027
0.95763,0.27084
0.95806,0.2707
0.95848,0.27109
0.95891,0.27156
0.95933,0.27146
0.95976,0.27166
0.96018,0.27183
0.96061,0.27184
0.96103,0.27174
0.96146,0.27222
0.96188,0.27236
0.96231,0.27242
0.96273,0.27268
0.96315,0.27293
0.96358,0.27321
0.964,0.27344
0.96443,0.27378
0.96485,0.27397
0.96528,0.27422
0.9657,0.2745
0.96613,0.27451
0.96655,0.27516
0.96698,0.27554
0.9674,0.2756
0.96782,0.27607
0.96825,0.2767
0.96867,0.27707
0.9691,0.2776
0.96952,0.27771
0.96995,0.27819
0.97037,0.27908
0.97079,0.27955
0.97122,0.27966
0.97164,0.28038
0.97207,0.28078
0.97249,0.2812
0.97291,0.28132
0.97334,0.2819
0.97376,0.2823
0.97419,0.28252
0.97461,0.28294
0.97503,0.28321
0.97546,0.28349
0.97588,0.28371
0.97631,0.28434
0.97673,0.2849
0.97715,0.28532
0.97758,0.28557
0.978,0.28615
0.97843,0.28673
0.97885,0.28731
0.97927,0.28796
0.9797,0.2884
0.98012,0.28921
0.98054,0.28953
0.98097,0.29036
0.98139,0.29091
0.98181,0.29121
0.98224,0.29216
0.98266,0.29261
0.98309,0.29374
0.98351,0.29384
0.98393,0.29457
0.98436,0.29525
0.98478,0.29562
0.9852,0.29576
0.98563,0.29698
0.98605,0.29767
0.98647,0.29785
0.9869,0.29814
0.98732,0.29888
0.98774,0.29909
0.98817,0.29952
0.98859,0.29949
0.98901,0.29979
0.98943,0.3001
0.98986,0.30037
0.99028,0.3005
0.9907,0.30089
0.99113,0.30132
0.99155,0.30183
0.99197,0.30261
0.9924,0.30349
0.99282,0.30395
0.99324,0.30468
0.99366,0.30468
0.99409,0.30585
0.99451,0.30619
0.99493,0.30681
0.99535,0.30739
0.99578,0.30823
0.9962,0.30884
0.99662,0.30941
0.99705,0.30913
0.99747,0.31012
0.99789,0.3106
0.99831,0.31071
0.99874,0.3114
0.99916,0.31192
0.99958,0.31231
1.0013,0.31417
1.0028,0.31639
1.0044,0.31881
1.006,0.3212
1.0075,0.32249
1.0091,0.32297
1.0107,0.3256
1.0122,0.33018
1.0138,0.33417
1.0154,0.33656
1.017,0.33799
1.0186,0.33985
1.0202,0.34329
1.0218,0.34725
1.0234,0.34972
1.0251,0.35094
1.0267,0.3524
1.0283,0.35442
1.0299,0.35673
1.0316,0.3593
1.0332,0.36203
1.0349,0.36507
1.0365,0.36706
1.0382,0.36905
1.0399,0.37138
1.0415,0.37439
1.0432,0.37824
1.0449,0.38141
1.0466,0.38301
1.0483,0.3844
1.05,0.38636
1.0517,0.38862
1.0534,0.39111
1.0551,0.39353
1.0568,0.39611
1.0586,0.399
1.0603,0.40175
1.062,0.40492
1.0638,0.40866
1.0655,0.41083
1.0673,0.41157
1.069,0.41353
1.0708,0.41589
1.0726,0.41781
1.0744,0.41985
1.0761,0.42174
1.0779,0.42289
1.0797,0.42373
1.0815,0.42494
1.0833,0.42676
1.0851,0.42977
1.087,0.43299
1.0888,0.43584
1.0906,0.43757
1.0925,0.43861
1.0943,0.43979
1.0962,0.44212
1.098,0.44409
1.0999,0.44512
1.1018,0.44642
1.1036,0.4484
1.1055,0.44936
1.1074,0.44933
1.1093,0.44978
1.1112,0.45177
1.1131,0.45442
1.115,0.45663
1.117,0.45812
1.1189,0.45966
1.1208,0.46143
1.1228,0.46271
1.1247,0.4635
1.1267,0.46477
1.1286,0.4665
1.1306,0.46795
1.1326,0.46907
1.1346,0.46997
1.1366,0.47071
1.1385,0.47181
1.1406,0.47284
1.1426,0.47385
1.1446,0.4745
1.1466,0.47497
1.1486,0.47591
1.1507,0.47749
1.1527,0.47886
1.1548,0.47996
1.1568,0.48085
1.1589,0.48168
1.161,0.48292
1.1631,0.48473
1.1652,0.48618
1.1673,0.48678
1.1694,0.48688
1.1715,0.48701
1.1736,0.48754
1.1757,0.48792
1.1779,0.48696
1.18,0.48572
1.1822,0.48599
1.1843,0.48758
1.1865,0.48901
1.1887,0.49033
1.1909,0.49152
1.1931,0.49201
1.1953,0.4926
1.1975,0.4942
1.1997,0.49538
1.2019,0.49582
1.2042,0.49574
1.2064,0.49576
1.2086,0.49567
1.2109,0.49605
1.2132,0.49674
1.2154,0.49721
1.2177,0.49771
1.22,0.49824
1.2223,0.49854
1.2246,0.49952
1.227,0.49973
1.2293,0.49988
1.2316,0.50045
1.234,0.50131
1.2363,0.50196
1.2387,0.50237
1.2411,0.5028
1.2434,0.50331
1.2458,0.50359
1.2482,0.50388
1.2506,0.50421
1.2531,0.50434
1.2555,0.50445
1.2579,0.50504
1.2604,0.50601
1.2628,0.50671
1.2653,0.5065
1.2678,0.50653
1.2703,0.50709
1.2728,0.50735
1.2753,0.50689
1.2778,0.5067
1.2803,0.5072
1.2828,0.50798
1.2854,0.50816
1.2879,0.50796
1.2905,0.50783
1.2931,0.50835
1.2957,0.50884
1.2983,0.50854
1.3009,0.50783
1.3035,0.50758
1.3061,0.50762
1.3088,0.50769
1.3114,0.50805
1.3141,0.50863
1.3167,0.5091
1.3194,0.5092
1.3221,0.50855
1.3248,0.50731
1.3275,0.50619
1.3303,0.50572
1.333,0.50566
1.3357,0.50571
1.3385,0.5055
1.3413,0.50494
1.3441,0.50443
1.3468,0.50412
1.3497,0.50345
1.3525,0.50231
1.3553,0.50085
1.3581,0.49937
1.361,0.49782
1.3639,0.4964
1.3667,0.49546
1.3696,0.49496
1.3725,0.49456
1.3754,0.49359
1.3784,0.49187
1.3813,0.4901
1.3843,0.48872
1.3872,0.4869
1.3902,0.48419
1.3932,0.48147
1.3962,0.47953
1.3992,0.47866
1.4022,0.47834
1.4053,0.4777
1.4083,0.47663
1.4114,0.47571
1.4145,0.47509
1.4176,0.4747
1.4207,0.47432
1.4238,0.4733
1.4269,0.47155
1.4301,0.46987
1.4333,0.4684
1.4364,0.46668
1.4396,0.46421
1.4428,0.46141
1.4461,0.45886
1.4493,0.45695
1.4525,0.4553
1.4558,0.45356
1.4591,0.4517
1.4624,0.44986
1.4657,0.44806
1.469,0.44621
1.4724,0.44419
1.4757,0.44192
1.4791,0.43958
1.4825,0.43758
1.4859,0.43601
1.4893,0.43434
1.4927,0.43213
1.4962,0.42983
1.4996,0.42767
1.5031,0.42584
1.5066,0.4242
1.5101,0.4224
1.5136,0.4201
1.5172,0.41746
1.5207,0.4152
1.5243,0.4135
1.5279,0.41179
1.5315,0.40969
1.5352,0.40729
1.5388,0.4049
1.5425,0.40255
1.5461,0.40011
1.5498,0.39773
1.5536,0.39566
1.5573,0.39391
1.561,0.39215
1.5648,0.39016
1.5686,0.3881
1.5724,0.38602
1.5762,0.38392
1.5801,0.38196
1.5839,0.38001
1.5878,0.37772
1.5917,0.37514
1.5957,0.37273
1.5996,0.37067
1.6036,0.36878
1.6075,0.36721
1.6115,0.36578
1.6155,0.36415
1.6196,0.36211
1.6236,0.36004
1.6277,0.35828
1.6318,0.35686
1.6359,0.35564
1.6401,0.3545
1.6443,0.35309
1.6484,0.35127
1.6526,0.34914
1.6569,0.3471
1.6611,0.34535
1.6654,0.34369
1.6697,0.34196
1.674,0.34022
1.6783,0.33838
1.6827,0.3367
1.6871,0.3354
1.6915,0.33438
1.6959,0.33334
1.7004,0.33215
1.7048,0.33089
1.7093,0.32952
1.7138,0.32799
1.7184,0.32631
1.723,0.32446
1.7276,0.32283
1.7322,0.32157
1.7368,0.32072
1.7415,0.31995
1.7462,0.31926
1.7509,0.31863
1.7556,0.31783
1.7604,0.31691
1.7652,0.31613
1.77,0.31529
1.7749,0.31437
1.7798,0.31383
1.7847,0.31358
1.7896,0.31338
1.7946,0.31308
1.7995,0.3126
1.8046,0.31204
1.8096,0.31174
1.8147,0.31181
1.8198,0.31181
1.8249,0.31172
1.83,0.31175
1.8352,0.31199
1.8404,0.31229
1.8457,0.31246
1.851,0.31268
1.8563,0.313
1.8616,0.31326
1.867,0.31345
1.8724,0.31384
1.8778,0.31464
1.8832,0.31546
1.8887,0.31605
1.8943,0.31681
1.8998,0.31807
1.9054,0.31965
1.911,0.32128
1.9167,0.32265
1.9224,0.32357
1.9281,0.32443
1.9338,0.3258
1.9396,0.32746
1.9454,0.32894
1.9513,0.33014
1.9572,0.33136
1.9631,0.33298
1.9691,0.33488
1.9751,0.3367
1.9811,0.33849
1.9872,0.34039
1.9933,0.34259
1.9995,0.34493
2.0057,0.34766
2.0119,0.35039
2.0182,0.35341
2.0245,0.35675
2.0308,0.36004
2.0372,0.3633
2.0436,0.367
2.0501,0.3714
2.0566,0.37587
2.0632,0.3798
2.0698,0.38349
2.0764,0.38769
2.0831,0.39213
2.0898,0.39636
2.0966,0.40042
2.1034,0.40459
2.1102,0.40884
2.1171,0.41315
2.124,0.41743
2.131,0.42165
2.1381,0.42565
2.1451,0.42996
2.1523,0.43487
2.1594,0.43996
2.1667,0.4453
2.1739,0.44987
2.1813,0.45412
2.1886,0.45813
2.196,0.46219
2.2035,0.46598
2.211,0.46942
2.2186,0.47252
2.2262,0.4755
2.2339,0.47888
2.2416,0.48304
2.2494,0.48784
2.2573,0.49275
2.2652,0.49706
