RB_LE5OPX,
0.413,0.225727
0.414,0.226498
0.415,0.226895
0.416,0.227741
0.417,0.229299
0.418,0.229815
0.419,0.230116
0.42,0.231164
0.421,0.232035
0.422,0.232757
0.423,0.233373
0.424,0.233997
0.425,0.234854
0.426,0.235387
0.427,0.236191
0.428,0.236949
0.429,0.237847
0.43,0.238633
0.431,0.23976
0.432,0.241018
0.433,0.241825
0.434,0.242689
0.435,0.243794
0.436,0.245131
0.437,0.245464
0.438,0.246357
0.439,0.247147
0.44,0.247549
0.441,0.248575
0.442,0.249075
0.443,0.249802
0.444,0.250592
0.445,0.251394
0.446,0.252237
0.447,0.252335
0.448,0.25349
0.449,0.25447
0.45,0.255076
0.451,0.255587
0.452,0.256574
0.453,0.257368
0.454,0.258456
0.455,0.259245
0.456,0.259034
0.457,0.259582
0.458,0.260963
0.459,0.262343
0.46,0.262678
0.461,0.263545
0.462,0.263861
0.463,0.264351
0.464,0.264821
0.465,0.266097
0.466,0.266133
0.467,0.266997
0.468,0.267753
0.469,0.267783
0.47,0.269132
0.471,0.269642
0.472,0.270364
0.473,0.271591
0.474,0.271793
0.475,0.272312
0.476,0.272502
0.477,0.273393
0.478,0.274083
0.479,0.275017
0.48,0.276374
0.481,0.27527
0.482,0.276735
0.483,0.277605
0.484,0.27848
0.485,0.278721
0.486,0.280168
0.487,0.282046
0.488,0.281663
0.489,0.282586
0.49,0.283568
0.491,0.284278
0.492,0.284953
0.493,0.285007
0.494,0.286061
0.495,0.287037
0.496,0.287258
0.497,0.287704
0.498,0.28888
0.499,0.289164
0.5,0.289699
0.501,0.290518
0.502,0.290867
0.503,0.290839
0.504,0.289838
0.505,0.287787
0.506,0.288146
0.507,0.290697
0.508,0.293688
0.509,0.295544
0.51,0.29625
0.511,0.297057
0.512,0.298338
0.513,0.298592
0.514,0.29921
0.515,0.299507
0.516,0.30048
0.517,0.301509
0.518,0.301963
0.519,0.302997
0.52,0.303317
0.521,0.304055
0.522,0.304324
0.523,0.304938
0.524,0.305521
0.525,0.305859
0.526,0.305823
0.527,0.306997
0.528,0.307967
0.529,0.307572
0.53,0.307963
0.531,0.30911
0.532,0.30971
0.533,0.309477
0.534,0.31018
0.535,0.311214
0.536,0.310878
0.537,0.310761
0.538,0.311435
0.539,0.312435
0.54,0.312557
0.541,0.31245
0.542,0.312378
0.543,0.313628
0.544,0.31381
0.545,0.31376
0.546,0.314085
0.547,0.313969
0.548,0.314729
0.549,0.315619
0.55,0.315251
0.551,0.31548
0.552,0.317564
0.553,0.318443
0.554,0.318813
0.555,0.319383
0.556,0.319721
0.557,0.320313
0.558,0.320401
0.559,0.320892
0.56,0.32195
0.561,0.323393
0.562,0.323788
0.563,0.324003
0.564,0.324279
0.565,0.324411
0.566,0.324595
0.567,0.325864
0.568,0.326249
0.569,0.326345
0.57,0.327368
0.571,0.327774
0.572,0.328543
0.573,0.328623
0.574,0.32889
0.575,0.329691
0.576,0.330694
0.577,0.330851
0.578,0.331369
0.579,0.331206
0.58,0.331514
0.581,0.332496
0.582,0.333403
0.583,0.334023
0.584,0.333782
0.585,0.334021
0.586,0.335063
0.587,0.335457
0.588,0.335385
0.589,0.336168
0.59,0.336979
0.591,0.33706
0.592,0.338062
0.593,0.338116
0.594,0.338049
0.595,0.338728
0.596,0.338576
0.597,0.339419
0.598,0.340293
0.599,0.340451
0.6,0.341005
0.601,0.341634
0.602,0.340812
0.603,0.340798
0.604,0.342106
0.605,0.342889
0.606,0.343522
0.607,0.34284
0.608,0.342657
0.609,0.343742
0.61,0.344335
0.611,0.344723
0.612,0.345248
0.613,0.345701
0.614,0.345713
0.615,0.346058
0.616,0.347137
0.617,0.347339
0.618,0.347968
0.619,0.348565
0.62,0.34823
0.621,0.349384
0.622,0.350471
0.623,0.350249
0.624,0.350227
0.625,0.351263
0.626,0.351811
0.627,0.352106
0.628,0.352182
0.629,0.352532
0.63,0.353596
0.631,0.353321
0.632,0.353421
0.633,0.353771
0.634,0.354903
0.635,0.355118
0.636,0.355922
0.637,0.355814
0.638,0.356444
0.639,0.356269
0.64,0.355932
0.641,0.356916
0.642,0.358165
0.643,0.359605
0.644,0.357754
0.645,0.357836
0.646,0.358914
0.647,0.35999
0.648,0.360059
0.649,0.359954
0.65,0.360469
0.651,0.361919
0.652,0.361022
0.653,0.361655
0.654,0.36279
0.655,0.36342
0.656,0.362344
0.657,0.362967
0.658,0.364138
0.659,0.364064
0.66,0.363947
0.661,0.365179
0.662,0.364834
0.663,0.365101
0.664,0.36348
0.665,0.366874
0.666,0.36689
0.667,0.366574
0.668,0.366709
0.669,0.367643
0.67,0.367696
0.671,0.367016
0.672,0.367099
0.673,0.369177
0.674,0.370238
0.675,0.369691
0.676,0.369613
0.677,0.36953
0.678,0.370063
0.679,0.370534
0.68,0.371239
0.681,0.370117
0.682,0.371371
0.683,0.371646
0.684,0.372818
0.685,0.373314
0.686,0.372872
0.687,0.37079
0.688,0.373477
0.689,0.372997
0.69,0.374639
0.691,0.373194
0.692,0.373787
0.693,0.372837
0.694,0.37267
0.695,0.374641
0.696,0.373307
0.697,0.374777
0.698,0.374968
0.699,0.376829
0.7,0.377887
0.701,0.378611
0.702,0.377328
0.703,0.379823
0.704,0.377056
0.705,0.375691
0.706,0.377028
0.707,0.377681
0.708,0.378809
0.709,0.376235
0.71,0.379019
0.711,0.379506
0.712,0.378709
0.713,0.378388
0.714,0.378078
0.715,0.3789
0.716,0.380379
0.717,0.37794
0.718,0.379517
0.719,0.378284
0.72,0.375055
0.721,0.375194
0.722,0.374012
0.723,0.374366
0.724,0.373522
0.725,0.374119
0.726,0.372186
0.727,0.375544
0.728,0.375104
0.729,0.375221
0.73,0.37236
0.731,0.373154
0.732,0.373944
0.733,0.374433
0.734,0.372733
0.735,0.372564
0.736,0.372284
0.737,0.373649
0.738,0.371434
0.739,0.371312
0.74,0.370283
0.741,0.371871
0.742,0.370469
0.743,0.368591
0.744,0.370561
0.745,0.370712
0.746,0.366961
0.747,0.367418
0.748,0.370123
0.749,0.368542
0.75,0.366208
0.751,0.363956
0.752,0.363651
0.753,0.363919
0.754,0.363705
0.755,0.365339
0.756,0.363816
0.757,0.362789
0.758,0.360266
0.759,0.359769
0.76,0.359679
0.761,0.358389
0.762,0.358387
0.763,0.35723
0.764,0.355635
0.765,0.355176
0.766,0.353995
0.767,0.353863
0.768,0.353845
0.769,0.351269
0.77,0.351241
0.771,0.349538
0.772,0.347708
0.773,0.347003
0.774,0.34593
0.775,0.344571
0.776,0.344229
0.777,0.342976
0.778,0.340814
0.779,0.338778
0.78,0.337011
0.781,0.336657
0.782,0.335439
0.783,0.336047
0.784,0.334093
0.785,0.333033
0.786,0.330907
0.787,0.329048
0.788,0.329321
0.789,0.328297
0.79,0.327204
0.791,0.327033
0.792,0.325034
0.793,0.321113
0.794,0.319062
0.795,0.320584
0.796,0.319972
0.797,0.317122
0.798,0.315935
0.799,0.314378
0.8,0.313813
0.801,0.312049
0.802,0.309742
0.803,0.30881
0.804,0.307613
0.805,0.305473
0.806,0.303195
0.807,0.300816
0.808,0.298703
0.809,0.298534
0.81,0.297614
0.811,0.295976
0.812,0.296327
0.813,0.293803
0.814,0.291545
0.815,0.292161
0.816,0.290309
0.817,0.286858
0.818,0.286113
0.819,0.283923
0.82,0.28376
0.821,0.283883
0.822,0.282261
0.823,0.280367
0.824,0.278809
0.825,0.276148
0.826,0.274795
0.827,0.274265
0.828,0.272966
0.829,0.281877
0.83,0.285732
0.831,0.283791
0.832,0.281461
0.833,0.280417
0.834,0.279153
0.835,0.278151
0.836,0.270767
0.837,0.268054
0.838,0.27387
0.839,0.272021
0.84,0.268306
0.841,0.267813
0.842,0.266731
0.843,0.269064
0.844,0.271327
0.845,0.272671
0.846,0.272827
0.847,0.261581
0.848,0.249621
0.849,0.243849
0.85,0.25083
0.851,0.247507
0.852,0.244658
0.853,0.241442
0.854,0.236184
0.855,0.235675
0.856,0.237284
0.857,0.244847
0.858,0.245967
0.859,0.248017
0.86,0.249681
0.861,0.247897
0.862,0.246948
0.863,0.241299
0.864,0.242695
0.865,0.242323
0.866,0.242194
0.867,0.243815
0.868,0.240302
0.869,0.241355
0.87,0.236435
0.871,0.238214
0.872,0.236788
0.873,0.238075
0.874,0.234418
0.875,0.233241
0.876,0.234955
0.877,0.232754
0.878,0.234939
0.879,0.234759
0.88,0.234454
0.881,0.230086
0.882,0.228048
0.883,0.22956
0.884,0.22932
0.885,0.233339
0.886,0.230251
0.887,0.231053
0.888,0.227654
0.889,0.229521
0.89,0.227315
0.891,0.225401
0.892,0.226078
0.893,0.224789
0.894,0.224093
0.895,0.224381
0.896,0.224181
0.897,0.222657
0.898,0.222754
0.899,0.222615
0.9,0.221298
0.901,0.222392
0.902,0.22405
0.903,0.226476
0.904,0.22401
0.905,0.228875
0.906,0.225381
0.907,0.221632
0.908,0.221651
0.909,0.223565
0.91,0.222415
0.911,0.223872
0.912,0.22272
0.913,0.223353
0.914,0.221703
0.915,0.223596
0.916,0.222084
0.917,0.222382
0.918,0.222884
0.919,0.22258
0.92,0.224424
0.921,0.224003
0.922,0.225186
0.923,0.223638
0.924,0.226125
0.925,0.225298
0.926,0.225562
0.927,0.226298
0.928,0.226883
0.929,0.227703
0.93,0.227003
0.931,0.228341
0.932,0.228387
0.933,0.228821
0.934,0.228705
0.935,0.230076
0.936,0.230116
0.937,0.231002
0.938,0.23288
0.939,0.233082
0.94,0.233536
0.941,0.234138
0.942,0.234847
0.943,0.236102
0.944,0.237164
0.945,0.23646
0.946,0.237533
0.947,0.239385
0.948,0.239979
0.949,0.240779
0.95,0.2417
0.951,0.243285
0.952,0.243498
0.953,0.244828
0.954,0.24601
0.955,0.246674
0.956,0.247957
0.957,0.249073
0.958,0.250392
0.959,0.250689
0.96,0.252639
0.961,0.254218
0.962,0.254951
0.963,0.256163
0.964,0.257053
0.965,0.258641
0.966,0.260035
0.967,0.261618
0.968,0.262792
0.969,0.264156
0.97,0.26513
0.971,0.267113
0.972,0.268671
0.973,0.26991
0.974,0.271283
0.975,0.272749
0.976,0.273872
0.977,0.275416
0.978,0.276436
0.979,0.277697
0.98,0.279622
0.981,0.280985
0.982,0.282641
0.983,0.284403
0.984,0.285567
0.985,0.287391
0.986,0.289433
0.987,0.290629
0.988,0.291662
0.989,0.293773
0.99,0.295684
0.991,0.297559
0.992,0.299425
0.993,0.301319
0.994,0.30324
0.995,0.304969
0.996,0.306459
0.997,0.308246
0.998,0.31042
0.999,0.312869
1,0.314475
1.001,0.315854
1.002,0.317553
1.003,0.31965
1.004,0.321778
1.005,0.323466
1.006,0.325445
1.007,0.327593
1.008,0.329515
1.009,0.330938
1.01,0.33288
1.011,0.33555
1.012,0.337191
1.013,0.338992
1.014,0.341488
1.015,0.343457
1.016,0.345544
1.017,0.347155
1.018,0.348927
1.019,0.351615
1.02,0.353667
1.021,0.35488
1.022,0.356795
1.023,0.358684
1.024,0.360778
1.025,0.362958
1.026,0.365336
1.027,0.366909
1.028,0.36845
1.029,0.370542
1.03,0.372066
1.031,0.373822
1.032,0.375562
1.033,0.377695
1.034,0.379266
1.035,0.381587
1.036,0.383845
1.037,0.385422
1.038,0.388169
1.039,0.390402
1.04,0.391769
1.041,0.392475
1.042,0.394516
1.043,0.39641
1.044,0.397657
1.045,0.399149
1.046,0.401461
1.047,0.403177
1.048,0.404504
1.049,0.405769
1.05,0.407587
1.051,0.409387
1.052,0.410603
1.053,0.412385
1.054,0.413789
1.055,0.414782
1.056,0.417056
1.057,0.418292
1.058,0.420224
1.059,0.421039
1.06,0.422953
1.061,0.424051
1.062,0.425041
1.063,0.426741
1.064,0.427894
1.065,0.429347
1.066,0.430705
1.067,0.432012
1.068,0.433484
1.069,0.434458
1.07,0.436141
1.071,0.437266
1.072,0.438421
1.073,0.438953
1.074,0.440664
1.075,0.442341
1.076,0.443522
1.077,0.443758
1.078,0.444119
1.079,0.44589
1.08,0.446534
1.081,0.447616
1.082,0.448515
1.083,0.449883
1.084,0.451446
1.085,0.451767
1.086,0.452555
1.087,0.453659
1.088,0.454206
1.089,0.455464
1.09,0.455984
1.091,0.457293
1.092,0.457449
1.093,0.459003
1.094,0.459455
1.095,0.459504
1.096,0.460469
1.097,0.461248
1.098,0.461371
1.099,0.462347
1.1,0.46299
1.101,0.464226
1.102,0.465542
1.103,0.465846
1.104,0.46597
1.105,0.466805
1.106,0.468145
1.107,0.470094
1.108,0.469006
1.109,0.468586
1.11,0.469958
1.111,0.470035
1.112,0.47121
1.113,0.471829
1.114,0.47228
1.115,0.472759
1.116,0.473271
1.117,0.474566
1.118,0.474987
1.119,0.47502
1.12,0.475154
1.121,0.47601
1.122,0.476049
1.123,0.476944
1.124,0.477132
1.125,0.477851
1.126,0.477792
1.127,0.478469
1.128,0.479546
1.129,0.478405
1.13,0.47968
1.131,0.480087
1.132,0.480267
1.133,0.481496
1.134,0.482152
1.135,0.482611
1.136,0.481796
1.137,0.482658
1.138,0.483326
1.139,0.483323
1.14,0.483796
1.141,0.48394
1.142,0.484896
1.143,0.485328
1.144,0.485899
1.145,0.485785
1.146,0.486682
1.147,0.48681
1.148,0.486916
1.149,0.486588
1.15,0.487006
1.151,0.487449
1.152,0.487708
1.153,0.48837
1.154,0.488414
1.155,0.489075
1.156,0.489054
1.157,0.489356
1.158,0.490331
1.159,0.490768
1.16,0.490903
1.161,0.491356
1.162,0.491813
1.163,0.492182
1.164,0.49242
1.165,0.492525
1.166,0.492537
1.167,0.493288
1.168,0.492962
1.169,0.493462
1.17,0.494053
1.171,0.494214
1.172,0.493823
1.173,0.493842
1.174,0.494487
1.175,0.4962
1.176,0.496194
1.177,0.495408
1.178,0.495458
1.179,0.495804
1.18,0.495886
1.181,0.495591
1.182,0.495815
1.183,0.49634
1.184,0.49649
1.185,0.49654
1.186,0.497444
1.187,0.498164
1.188,0.498042
1.189,0.498479
1.19,0.499096
1.191,0.499499
1.192,0.500018
1.193,0.499843
1.194,0.50021
1.195,0.500453
1.196,0.500734
1.197,0.501292
1.198,0.50161
1.199,0.501712
1.2,0.501735
1.201,0.502138
1.202,0.502404
1.203,0.502691
1.204,0.503072
1.205,0.503304
1.206,0.503626
1.207,0.503567
1.208,0.503833
1.209,0.504256
1.21,0.504712
1.211,0.504839
1.212,0.504936
1.213,0.505607
1.214,0.506159
1.215,0.506527
1.216,0.506745
1.217,0.507178
1.218,0.507145
1.219,0.506431
1.22,0.506121
1.221,0.506493
1.222,0.506757
1.223,0.506801
1.224,0.506973
1.225,0.507148
1.226,0.507918
1.227,0.508275
1.228,0.508311
1.229,0.507862
1.23,0.508861
1.231,0.50941
1.232,0.509959
1.233,0.510262
1.234,0.510126
1.235,0.509907
1.236,0.509749
1.237,0.51037
1.238,0.510341
1.239,0.510688
1.24,0.510848
1.241,0.511449
1.242,0.511857
1.243,0.511925
1.244,0.512148
1.245,0.512256
1.246,0.512602
1.247,0.512781
1.248,0.513676
1.249,0.513119
1.25,0.513304
1.251,0.513843
1.252,0.513489
1.253,0.513868
1.254,0.514189
1.255,0.514687
1.256,0.514272
1.257,0.514424
1.258,0.515211
1.259,0.514652
1.26,0.515359
1.261,0.515468
1.262,0.515295
1.263,0.515756
1.264,0.516181
1.265,0.516762
1.266,0.516881
1.267,0.516614
1.268,0.516204
1.269,0.517159
1.27,0.516959
1.271,0.5172
1.272,0.517527
1.273,0.517334
1.274,0.517806
1.275,0.517698
1.276,0.518129
1.277,0.518331
1.278,0.518733
1.279,0.518499
1.28,0.517787
1.281,0.518235
1.282,0.518361
1.283,0.519181
1.284,0.518946
1.285,0.519814
1.286,0.519703
1.287,0.519866
1.288,0.519062
1.289,0.51933
1.29,0.519541
1.291,0.519418
1.292,0.519894
1.293,0.519386
1.294,0.519713
1.295,0.519841
1.296,0.519857
1.297,0.519854
1.298,0.520487
1.299,0.520354
1.3,0.520986
1.301,0.522446
1.302,0.521758
1.303,0.520659
1.304,0.520342
1.305,0.52118
1.306,0.521203
1.307,0.521
1.308,0.521606
1.309,0.521649
1.31,0.521814
1.311,0.521166
1.312,0.521215
1.313,0.521659
1.314,0.521605
1.315,0.521806
1.316,0.522291
1.317,0.52259
1.318,0.521623
1.319,0.521396
1.32,0.521428
1.321,0.522362
1.322,0.521833
1.323,0.521938
1.324,0.521804
1.325,0.521688
1.326,0.521966
1.327,0.522152
1.328,0.522482
1.329,0.522212
1.33,0.521379
1.331,0.521803
1.332,0.521643
1.333,0.521482
1.334,0.521309
1.335,0.52146
1.336,0.521607
1.337,0.521201
1.338,0.521332
1.339,0.521514
1.34,0.521717
1.341,0.52119
1.342,0.521244
1.343,0.521592
1.344,0.52143
1.345,0.521339
1.346,0.520804
1.347,0.521476
1.348,0.521614
1.349,0.521407
1.35,0.521268
1.351,0.520714
1.352,0.520804
1.353,0.5212
1.354,0.521252
1.355,0.520767
1.356,0.521001
1.357,0.52043
1.358,0.520665
1.359,0.521064
1.36,0.521213
1.361,0.521374
1.362,0.520588
1.363,0.520658
1.364,0.520464
1.365,0.52024
1.366,0.519888
1.367,0.520092
1.368,0.520777
1.369,0.520095
1.37,0.518669
1.371,0.518162
1.372,0.518169
1.373,0.517683
1.374,0.517314
1.375,0.516824
1.376,0.515804
1.377,0.515236
1.378,0.514529
1.379,0.513871
1.38,0.512883
1.381,0.511721
1.382,0.510356
1.383,0.50891
1.384,0.507617
1.385,0.507301
1.386,0.506713
1.387,0.505356
1.388,0.504506
1.389,0.503812
1.39,0.502522
1.391,0.50178
1.392,0.501632
1.393,0.501584
1.394,0.502305
1.395,0.502245
1.396,0.502445
1.397,0.502954
1.398,0.5032
1.399,0.503547
1.4,0.503849
1.401,0.504487
1.402,0.504595
1.403,0.504257
1.404,0.504394
1.405,0.505198
1.406,0.505919
1.407,0.505907
1.408,0.505692
1.409,0.505641
1.41,0.505205
1.411,0.505057
1.412,0.504827
1.413,0.50469
1.414,0.504772
1.415,0.504536
1.416,0.504368
1.417,0.503965
1.418,0.503611
1.419,0.502681
1.42,0.502358
1.421,0.50219
1.422,0.501942
1.423,0.501717
1.424,0.501311
1.425,0.501066
1.426,0.50072
1.427,0.500341
1.428,0.49983
1.429,0.499684
1.43,0.499367
1.431,0.498546
1.432,0.498311
1.433,0.498209
1.434,0.498142
1.435,0.498107
1.436,0.498178
1.437,0.498149
1.438,0.4973
1.439,0.495848
1.44,0.494912
1.441,0.49495
1.442,0.494823
1.443,0.4943
1.444,0.494377
1.445,0.4941
1.446,0.493604
1.447,0.493142
1.448,0.49273
1.449,0.49208
1.45,0.491802
1.451,0.490846
1.452,0.490176
1.453,0.490096
1.454,0.49008
1.455,0.489251
1.456,0.488523
1.457,0.488552
1.458,0.487514
1.459,0.487392
1.46,0.486874
1.461,0.486726
1.462,0.48601
1.463,0.48572
1.464,0.485304
1.465,0.484058
1.466,0.484436
1.467,0.483366
1.468,0.482783
1.469,0.48275
1.47,0.482247
1.471,0.481915
1.472,0.480715
1.473,0.480101
1.474,0.479769
1.475,0.480073
1.476,0.478981
1.477,0.47907
1.478,0.477753
1.479,0.477886
1.48,0.476949
1.481,0.476114
1.482,0.475913
1.483,0.475738
1.484,0.475249
1.485,0.474482
1.486,0.473416
1.487,0.472941
1.488,0.472592
1.489,0.471854
1.49,0.471848
1.491,0.470835
1.492,0.470263
1.493,0.46996
1.494,0.468648
1.495,0.46872
1.496,0.468436
1.497,0.466809
1.498,0.466232
1.499,0.465753
1.5,0.465262
1.501,0.464418
1.502,0.463747
1.503,0.463633
1.504,0.463475
1.505,0.463172
1.506,0.462076
1.507,0.462825
1.508,0.461622
1.509,0.460367
1.51,0.460573
1.511,0.459445
1.512,0.458858
1.513,0.45854
1.514,0.457636
1.515,0.457202
1.516,0.456428
1.517,0.456115
1.518,0.455267
1.519,0.454341
1.52,0.454571
1.521,0.454033
1.522,0.453741
1.523,0.452214
1.524,0.451454
1.525,0.451132
1.526,0.450601
1.527,0.450428
1.528,0.449729
1.529,0.448976
1.53,0.44814
1.531,0.447706
1.532,0.447475
1.533,0.447007
1.534,0.446591
1.535,0.444649
1.536,0.44511
1.537,0.444388
1.538,0.443627
1.539,0.443362
1.54,0.442009
1.541,0.441522
1.542,0.440966
1.543,0.440795
1.544,0.439899
1.545,0.439368
1.546,0.438877
1.547,0.438051
1.548,0.43707
1.549,0.436649
1.55,0.436301
1.551,0.435544
1.552,0.435244
1.553,0.434351
1.554,0.433536
1.555,0.433368
1.556,0.432878
1.557,0.432622
1.558,0.431876
1.559,0.431043
1.56,0.429879
1.561,0.429404
1.562,0.429198
1.563,0.428733
1.564,0.427856
1.565,0.426937
1.566,0.426369
1.567,0.425728
1.568,0.425331
1.569,0.424645
1.57,0.423614
1.571,0.423404
1.572,0.422934
1.573,0.422715
1.574,0.423058
1.575,0.422497
1.576,0.421029
1.577,0.420104
1.578,0.419831
1.579,0.419059
1.58,0.418306
1.581,0.41768
1.582,0.416993
1.583,0.41637
1.584,0.415765
1.585,0.415483
1.586,0.414685
1.587,0.413819
1.588,0.413067
1.589,0.412022
1.59,0.411369
1.591,0.410888
1.592,0.410588
1.593,0.409891
1.594,0.409129
1.595,0.408533
1.596,0.407816
1.597,0.40703
1.598,0.406325
1.599,0.405619
1.6,0.405323
1.601,0.404818
1.602,0.40374
1.603,0.403266
1.604,0.402867
1.605,0.402436
1.606,0.401869
1.607,0.401034
1.608,0.400325
1.609,0.399933
1.61,0.399593
1.611,0.398567
1.612,0.39764
1.613,0.397075
1.614,0.396561
1.615,0.395717
1.616,0.395063
1.617,0.394702
1.618,0.394377
1.619,0.393349
1.62,0.392707
1.621,0.392672
1.622,0.391568
1.623,0.391212
1.624,0.390591
1.625,0.390271
1.626,0.389054
1.627,0.387725
1.628,0.388149
1.629,0.38751
1.63,0.386787
1.631,0.385914
1.632,0.385338
1.633,0.384392
1.634,0.384142
1.635,0.383282
1.636,0.382622
1.637,0.382721
1.638,0.381871
1.639,0.3817
1.64,0.380677
1.641,0.380758
1.642,0.380665
1.643,0.380809
1.644,0.379664
1.645,0.378377
1.646,0.377669
1.647,0.377366
1.648,0.376728
1.649,0.37704
1.65,0.376114
1.651,0.375176
1.652,0.374491
1.653,0.37474
1.654,0.373787
1.655,0.372641
1.656,0.372063
1.657,0.371345
1.658,0.370384
1.659,0.370067
1.66,0.369207
1.661,0.368395
1.662,0.368134
1.663,0.367232
1.664,0.366818
1.665,0.366549
1.666,0.365687
1.667,0.366424
1.668,0.366837
1.669,0.365799
1.67,0.36507
1.671,0.364515
1.672,0.363703
1.673,0.362585
1.674,0.363344
1.675,0.362596
1.676,0.362461
1.677,0.361554
1.678,0.361929
1.679,0.361352
1.68,0.359957
1.681,0.359063
1.682,0.358391
1.683,0.359532
1.684,0.358847
1.685,0.359578
1.686,0.357565
1.687,0.358395
1.688,0.35667
1.689,0.35629
1.69,0.355804
1.691,0.355094
1.692,0.354894
1.693,0.354654
1.694,0.353957
1.695,0.353671
1.696,0.353764
1.697,0.352293
1.698,0.352843
1.699,0.354093
1.7,0.3522
1.701,0.350243
1.702,0.351697
1.703,0.351115
1.704,0.349548
1.705,0.350309
1.706,0.348919
1.707,0.350003
1.708,0.349333
1.709,0.347578
1.71,0.348183
1.711,0.347036
1.712,0.346967
1.713,0.345983
1.714,0.346612
1.715,0.345739
1.716,0.345089
1.717,0.345408
1.718,0.344751
1.719,0.345021
1.72,0.344125
1.721,0.343691
1.722,0.341967
1.723,0.343357
1.724,0.341435
1.725,0.342009
1.726,0.341104
1.727,0.340198
1.728,0.340441
1.729,0.341651
1.73,0.341429
1.731,0.339448
1.732,0.339795
1.733,0.339321
1.734,0.339724
1.735,0.338785
1.736,0.337899
1.737,0.337946
1.738,0.336987
1.739,0.337556
1.74,0.336117
1.741,0.335145
1.742,0.334867
1.743,0.334714
1.744,0.334378
1.745,0.334431
1.746,0.334281
1.747,0.334039
1.748,0.333393
1.749,0.334538
1.75,0.332438
1.751,0.331959
1.752,0.332439
1.753,0.331316
1.754,0.331106
1.755,0.33121
1.756,0.330358
1.757,0.329419
1.758,0.329703
1.759,0.329864
1.76,0.328654
1.761,0.328314
1.762,0.327209
1.763,0.327717
1.764,0.327462
1.765,0.327744
1.766,0.327689
1.767,0.327005
1.768,0.329355
1.769,0.329821
1.77,0.328857
1.771,0.327252
1.772,0.326164
1.773,0.326746
1.774,0.325613
1.775,0.325989
1.776,0.325751
1.777,0.325646
1.778,0.325448
1.779,0.325047
1.78,0.324386
1.781,0.323966
1.782,0.323115
1.783,0.323408
1.784,0.32369
1.785,0.323338
1.786,0.323055
1.787,0.322299
1.788,0.32203
1.789,0.321393
1.79,0.320865
1.791,0.321148
1.792,0.321075
1.793,0.320668
1.794,0.320967
1.795,0.320607
1.796,0.319915
1.797,0.319799
1.798,0.319526
1.799,0.319353
1.8,0.318855
1.801,0.318715
1.802,0.318467
1.803,0.318584
1.804,0.318724
1.805,0.318972
1.806,0.318556
1.807,0.318466
1.808,0.318745
1.809,0.317628
1.81,0.316824
1.811,0.317843
1.812,0.31843
1.813,0.318009
1.814,0.31796
1.815,0.316928
1.816,0.316612
1.817,0.316519
1.818,0.315923
1.819,0.316811
1.82,0.316497
