KC-Ol-hem_1,
W,R
2.3159,0.8223
2.3169,0.82476
2.3179,0.8265
2.319,0.82761
2.32,0.82863
2.321,0.8292
2.3221,0.82938
2.3231,0.82961
2.3242,0.83
2.3252,0.83039
2.3262,0.83029
2.3273,0.83045
2.3283,0.83066
2.3294,0.83054
2.3304,0.83032
2.3315,0.83026
2.3325,0.83027
2.3336,0.83012
2.3346,0.82979
2.3357,0.82965
2.3367,0.82966
2.3378,0.82967
2.3388,0.82971
2.3399,0.82994
2.341,0.83001
2.342,0.82994
2.3431,0.82987
2.3441,0.82967
2.3452,0.82929
2.3462,0.82924
2.3473,0.82935
2.3484,0.82897
2.3494,0.82816
2.3505,0.82742
2.3516,0.82716
2.3526,0.82741
2.3537,0.82819
2.3548,0.82924
2.3558,0.83006
2.3569,0.83035
2.358,0.83053
2.3591,0.83096
2.3601,0.83145
2.3612,0.83133
2.3623,0.83127
2.3634,0.83131
2.3644,0.83129
2.3655,0.83102
2.3666,0.83038
2.3677,0.82993
2.3688,0.83009
2.3698,0.83033
2.3709,0.8302
2.372,0.83004
2.3731,0.82985
2.3742,0.82976
2.3753,0.82999
2.3764,0.8301
2.3774,0.82961
2.3785,0.82881
2.3796,0.82808
2.3807,0.82771
2.3818,0.82742
2.3829,0.82718
2.384,0.82722
2.3851,0.82736
2.3862,0.8275
2.3873,0.82761
2.3884,0.8275
2.3895,0.82737
2.3906,0.82762
2.3917,0.82781
2.3928,0.82759
2.3939,0.82743
2.395,0.82751
2.3961,0.82767
2.3972,0.82788
2.3983,0.82816
2.3994,0.82803
2.4006,0.82775
2.4017,0.82768
2.4028,0.82759
2.4039,0.82731
2.405,0.82732
2.4061,0.82739
2.4072,0.82766
2.4084,0.82793
2.4095,0.8278
2.4106,0.82758
2.4117,0.82753
2.4128,0.82744
2.414,0.82722
2.4151,0.82712
2.4162,0.82728
2.4173,0.82733
2.4185,0.82715
2.4196,0.82707
2.4207,0.82712
2.4219,0.82681
2.423,0.82662
2.4241,0.82683
2.4253,0.82716
2.4264,0.82769
2.4275,0.82779
2.4287,0.82752
2.4298,0.82722
2.4309,0.82668
2.4321,0.82583
2.4332,0.82549
2.4344,0.82555
2.4355,0.8258
2.4367,0.82559
2.4378,0.82515
2.4389,0.82498
2.4401,0.82503
2.4412,0.82549
2.4424,0.82613
2.4435,0.82647
2.4447,0.82649
2.4458,0.82692
2.447,0.8268
2.4482,0.82663
2.4493,0.82633
2.4505,0.82574
2.4516,0.82552
2.4528,0.82567
2.454,0.82652
2.4551,0.82668
2.4563,0.82613
2.4574,0.82577
2.4586,0.82569
2.4598,0.82588
2.4609,0.82633
2.4621,0.82655
2.4633,0.82618
2.4645,0.82584
2.4656,0.82551
2.4668,0.8261
2.468,0.82617
2.4691,0.82579
2.4703,0.82566
2.4715,0.82565
2.4727,0.82521
2.4739,0.8255
2.475,0.82544
2.4762,0.82507
2.4774,0.82564
2.4786,0.82593
2.4798,0.82519
2.481,0.82524
2.4821,0.82542
2.4833,0.82608
2.4845,0.82631
2.4857,0.82644
2.4869,0.82656
2.4881,0.82557
2.4893,0.8274
2.4905,0.82678
2.4917,0.82641
2.4929,0.82792
2.4929,0.82874
2.4941,0.8308
2.4953,0.83221
2.4965,0.83226
2.4977,0.83136
2.4989,0.83036
2.5001,0.8306
2.5013,0.83159
2.5025,0.83158
2.5037,0.83075
2.5049,0.83011
2.5061,0.82974
2.5074,0.82972
2.5086,0.8301
2.5098,0.83074
2.511,0.83202
2.5122,0.83336
2.5134,0.83379
2.5146,0.83411
2.5159,0.83508
2.5171,0.83579
2.5183,0.83591
2.5195,0.83615
2.5208,0.83684
2.522,0.83791
2.5232,0.83903
2.5244,0.83938
2.5257,0.83875
2.5269,0.83796
2.5281,0.83786
2.5294,0.83852
2.5306,0.83921
2.5318,0.83913
2.5331,0.83897
2.5343,0.84025
2.5356,0.84218
2.5368,0.84247
2.538,0.8417
2.5393,0.8418
2.5405,0.84205
2.5418,0.84148
2.543,0.84171
2.5443,0.84339
2.5455,0.84473
2.5468,0.84468
2.548,0.84395
2.5493,0.84346
2.5505,0.84352
2.5518,0.84412
2.553,0.84544
2.5543,0.84683
2.5555,0.84692
2.5568,0.84626
2.5581,0.84642
2.5593,0.84705
2.5606,0.84701
2.5619,0.84612
2.5631,0.84483
2.5644,0.84462
2.5657,0.84622
2.5669,0.84774
2.5682,0.84819
2.5695,0.84892
2.5708,0.84951
2.572,0.84854
2.5733,0.84714
2.5746,0.84692
2.5759,0.8477
2.5771,0.84918
2.5784,0.85092
2.5797,0.85161
2.581,0.85073
2.5823,0.84941
2.5836,0.84909
2.5848,0.84987
2.5861,0.8508
2.5874,0.85158
2.5887,0.85259
2.59,0.85307
2.5913,0.8521
2.5926,0.85073
2.5939,0.85042
2.5952,0.85111
2.5965,0.8524
2.5978,0.85416
2.5991,0.85584
