MY_OL_0,
2.377670869,0.987893909
2.379619838,0.986459578
2.382176474,0.986096577
2.386709431,0.986086898
2.390457696,0.986317256
2.393428561,0.987264358
2.396601982,0.988568571
2.397592879,0.988923998
2.399771756,0.98963443
2.402744445,0.990700709
2.405702545,0.990813574
2.407469017,0.990333079
2.409815803,0.98913626
2.411376072,0.988060302
2.411952739,0.987105624
2.413317746,0.986149264
2.414879839,0.985192482
2.416051408,0.984474896
2.418215697,0.984231913
2.419792378,0.984228546
2.423936636,0.98457724
2.426509684,0.98528683
2.42906632,0.984923829
2.429854661,0.984922146
2.431425871,0.984561248
2.435362103,0.984195301
2.436150443,0.984193618
2.438907811,0.98406855
2.442449873,0.983703444
2.445997405,0.983695869
2.448747479,0.983094093
2.450503009,0.981898537
2.452860736,0.98141678
2.455417372,0.981053779
2.458784231,0.982119216
2.460183886,0.983427216
2.461773332,0.984258088
2.463171164,0.985446911
2.464762433,0.98639696
2.466753343,0.987703697
2.468923103,0.987818245
2.471890322,0.988526994
2.474246225,0.98792606
2.476397749,0.986848839
2.477963489,0.986130411
2.479518287,0.984696922
2.480883294,0.983740561
2.482439916,0.982426248
2.483991067,0.980754406
2.485739304,0.979082142
2.487503952,0.97848247
2.489848914,0.977166474
2.493179302,0.975848375
2.496329017,0.975603288
2.4988893,0.97547864
2.501653962,0.975830279
2.505416815,0.977014053
2.507597516,0.977843662
2.508599354,0.97891415
2.510785526,0.980101289
2.513364044,0.981168411
2.516336733,0.98223469
2.518526552,0.983660184
2.520318554,0.984848165
2.523094158,0.985914865
2.525079598,0.986864072
2.526468311,0.987457011
2.529229326,0.987570296
2.529789581,0.985543027
2.530158222,0.983873709
2.531707549,0.982082689
2.533840838,0.979813699
2.535590897,0.978260612
2.537145696,0.976827123
2.538103768,0.975037366
2.53985018,0.973245925
2.541018103,0.972289985
2.542578371,0.971214027
2.544529163,0.969898873
2.546684335,0.969060006
2.548047519,0.967984468
2.550000134,0.966788491
2.552151658,0.96571127
2.553722869,0.965350373
2.557856186,0.964984005
2.561403718,0.96497643
2.563770563,0.965090557
2.566918454,0.964726293
2.569079096,0.964244957
2.570838274,0.963287754
2.573194177,0.96268682
2.576732591,0.962083361
2.579084848,0.961244073
2.580449855,0.960287712
2.58260138,0.959210491
2.584557642,0.958252868
2.585926297,0.957534861
2.58688984,0.956102634
2.588444638,0.954669145
2.589995789,0.952997302
2.591566999,0.952636405
2.591946581,0.951682148
2.593311588,0.950725787
2.594671125,0.949411896
2.595452171,0.948933505
2.595452171,0.948933505
2.597600048,0.94761793
2.600147566,0.946659045
