KC-OPX-hem_1,
W,R
2.3138,0.49122
2.3148,0.49133
2.3159,0.49169
2.3169,0.49215
2.3179,0.49256
2.319,0.49279
2.32,0.49313
2.321,0.49354
2.3221,0.49393
2.3231,0.49433
2.3242,0.49483
2.3252,0.49558
2.3262,0.49639
2.3273,0.49746
2.3283,0.49853
2.3294,0.49955
2.3304,0.50051
2.3315,0.50121
2.3325,0.5018
2.3336,0.50257
2.3346,0.50347
2.3357,0.50436
2.3367,0.50512
2.3378,0.50577
2.3388,0.5063
2.3399,0.50682
2.341,0.50733
2.342,0.50774
2.3431,0.50803
2.3441,0.5085
2.3452,0.50915
2.3462,0.50978
2.3473,0.5103
2.3484,0.51074
2.3494,0.51107
2.3505,0.51153
2.3516,0.51241
2.3526,0.51336
2.3537,0.51404
2.3548,0.51447
2.3558,0.51481
2.3569,0.5151
2.358,0.51546
2.3591,0.51587
2.3601,0.51635
2.3612,0.51661
2.3623,0.51699
2.3634,0.51758
2.3644,0.51828
2.3655,0.51872
2.3666,0.51876
2.3677,0.51884
2.3688,0.51906
2.3698,0.51916
2.3709,0.51914
2.372,0.51938
2.3731,0.51969
2.3742,0.51984
2.3753,0.51993
2.3764,0.52009
2.3774,0.52022
2.3785,0.52031
2.3796,0.5203
2.3807,0.5201
2.3818,0.51963
2.3829,0.51929
2.384,0.51938
2.3851,0.51964
2.3862,0.51996
2.3873,0.52036
2.3884,0.52058
2.3895,0.52058
2.3906,0.52074
2.3917,0.5212
2.3928,0.52165
2.3939,0.52175
2.395,0.5216
2.3961,0.5216
2.3972,0.52172
2.3983,0.52198
2.3994,0.52253
2.4006,0.52338
2.4017,0.52404
2.4028,0.5244
2.4039,0.52495
2.405,0.52592
2.4061,0.52663
2.4072,0.52713
2.4084,0.52769
2.4095,0.5282
2.4106,0.52858
2.4117,0.52885
2.4128,0.52904
2.414,0.52927
2.4151,0.5296
2.4162,0.52995
2.4173,0.53023
2.4185,0.53053
2.4196,0.53096
2.4207,0.53145
2.4219,0.53173
2.423,0.53181
2.4241,0.53164
2.4253,0.5314
2.4264,0.53155
2.4275,0.53176
2.4287,0.53194
2.4298,0.53218
2.4309,0.53233
2.4321,0.53226
2.4332,0.53212
2.4344,0.53185
2.4355,0.53198
2.4367,0.53228
2.4378,0.53236
2.4389,0.53235
2.4401,0.53231
2.4412,0.53232
2.4424,0.53248
2.4435,0.53288
2.4447,0.53306
2.4458,0.53303
2.447,0.53248
2.4482,0.53219
2.4493,0.53204
2.4505,0.53176
2.4516,0.53143
2.4528,0.53098
2.454,0.53122
2.4551,0.53158
2.4563,0.53155
2.4574,0.53145
2.4586,0.5315
2.4598,0.53155
2.4609,0.53158
2.4621,0.53153
2.4633,0.53135
2.4645,0.5314
2.4656,0.53146
2.4668,0.53187
2.468,0.53185
2.4691,0.53167
2.4703,0.53184
2.4715,0.53228
2.4727,0.53241
2.4739,0.53256
2.475,0.53217
2.4762,0.53172
2.4774,0.53215
2.4786,0.53256
2.4798,0.53231
2.481,0.53255
2.4821,0.53298
2.4833,0.53363
2.4845,0.53359
2.4857,0.53331
2.4869,0.53335
2.4881,0.53295
2.4893,0.53432
2.4905,0.53391
2.4917,0.53376
2.4929,0.53517
2.4929,0.53484
2.4941,0.5347
2.4953,0.5349
2.4965,0.53444
2.4977,0.53358
2.4989,0.53388
2.5001,0.53534
2.5013,0.53595
2.5025,0.53491
2.5037,0.53419
2.5049,0.53516
2.5061,0.53654
2.5074,0.53677
2.5086,0.53613
2.5098,0.53604
2.511,0.53679
2.5122,0.5367
2.5134,0.53543
2.5146,0.53522
2.5159,0.53651
2.5171,0.53735
2.5183,0.53771
2.5195,0.53861
2.5208,0.53917
2.522,0.53871
2.5232,0.5381
2.5244,0.53785
2.5257,0.53797
2.5269,0.53835
2.5281,0.53849
2.5294,0.5387
2.5306,0.53977
2.5318,0.54077
2.5331,0.54032
2.5343,0.53924
2.5356,0.53899
2.5368,0.53942
2.538,0.53979
2.5393,0.5398
2.5405,0.53928
2.5418,0.53851
2.543,0.53847
2.5443,0.5392
2.5455,0.53933
2.5468,0.5387
2.548,0.53877
2.5493,0.53966
2.5505,0.53999
2.5518,0.53981
2.553,0.54004
2.5543,0.54022
2.5555,0.53999
2.5568,0.54012
2.5581,0.54075
2.5593,0.54135
2.5606,0.54214
2.5619,0.543
2.5631,0.54293
2.5644,0.5418
2.5657,0.54101
2.5669,0.54187
2.5682,0.54371
2.5695,0.54445
2.5708,0.54397
2.572,0.54405
2.5733,0.54469
2.5746,0.5445
2.5759,0.54398
2.5771,0.54426
2.5784,0.54496
2.5797,0.54527
2.581,0.54488
2.5823,0.54417
2.5836,0.5437
2.5848,0.54339
2.5861,0.54333
2.5874,0.54412
2.5887,0.54494
2.59,0.54485
2.5913,0.54504
2.5926,0.54604
2.5939,0.5464
2.5952,0.54592
2.5965,0.54563
2.5978,0.54551
2.5991,0.54559
