SS_OL_1,
1.938736472,0.861159264
1.945279321,0.862852918
1.952290872,0.864829059
1.955562297,0.865675886
1.961643562,0.867934988
1.96911907,0.869628326
1.976132994,0.871887112
1.983161153,0.875841766
1.988307385,0.877818539
1.992992034,0.88036076
1.997679055,0.883185626
2.006089595,0.885161293
2.0144859,0.88544109
2.021485588,0.886004007
2.026615214,0.886002267
2.036867347,0.885150854
2.048987171,0.884581452
2.05877772,0.884295485
2.066698205,0.883444862
2.075553722,0.882876568
2.08675275,0.883720706
2.097014373,0.883999871
2.111491943,0.886538771
2.120813789,0.885970318
2.128277435,0.886250432
2.138094081,0.889073558
2.143230824,0.889919752
2.152559788,0.890199234
2.160956093,0.890479031
2.169823473,0.891323961
2.177268139,0.889342917
2.182378784,0.887080019
2.186092813,0.88510024
2.190273172,0.883120303
2.195845401,0.880291958
2.20564544,0.88113657
2.209859014,0.88311366
2.222002563,0.885370706
2.232266559,0.885932516
2.238797546,0.886212946
2.251866636,0.887621741
2.261190855,0.887335933
2.271442989,0.886484519
2.279353984,0.884503317
2.288211874,0.884217667
2.298937454,0.884214029
2.307804834,0.885058958
2.31481164,0.88646981
2.32272738,0.885053897
2.330183908,0.884486077
2.338099649,0.883070164
2.344150071,0.881654884
2.349736536,0.880522407
2.356726734,0.879954745
2.365570389,0.877973227
2.371135501,0.874296947
2.379070222,0.875142192
2.387951836,0.87768299
2.396812098,0.877679985
2.407537679,0.877676347
2.418258514,0.87710742
2.425700807,0.874843731
2.434558697,0.874558081
2.443416586,0.874272431
2.455074826,0.874268477
2.469083693,0.87652489
2.480275603,0.876521094
2.490534854,0.876517614
2.498893199,0.872275096
2.506328374,0.869163473
2.512830891,0.866052166
2.516537803,0.863224453
2.523958743,0.858416962
2.526725878,0.854741631
2.529497758,0.851631589
2.538322432,0.847388913
