KC-OL-hevn_2,
0.59032,0.74398
0.59077,0.7433
0.59122,0.74308
0.59167,0.7429
0.59212,0.74421
0.59256,0.74385
0.59301,0.74334
0.59346,0.74354
0.59391,0.74362
0.59435,0.74401
0.5948,0.74406
0.59525,0.74341
0.5957,0.74357
0.59615,0.74455
0.59659,0.74347
0.59704,0.74406
0.59749,0.74365
0.59793,0.74361
0.59838,0.74348
0.59883,0.74358
0.59928,0.74372
0.59972,0.74331
0.60017,0.74276
0.60062,0.74254
0.60107,0.74332
0.60151,0.74365
0.60196,0.74271
0.60241,0.74274
0.60285,0.74198
0.6033,0.74143
0.60375,0.74268
0.6042,0.74202
0.60464,0.74165
0.60509,0.74121
0.60554,0.74097
0.60598,0.74053
0.60643,0.73973
0.60688,0.74065
0.60732,0.74057
0.60777,0.73948
0.60822,0.73959
0.60866,0.73968
0.60911,0.73893
0.60956,0.73924
0.61,0.73939
0.61045,0.73893
0.6109,0.73824
0.61134,0.73901
0.61179,0.73785
0.61224,0.73764
0.61268,0.73742
0.61313,0.73707
0.61358,0.73729
0.61402,0.73662
0.61447,0.73641
0.61492,0.73639
0.61536,0.73613
0.61581,0.73564
0.61625,0.73556
0.6167,0.73534
0.61715,0.73532
0.61759,0.7351
0.61804,0.73472
0.61848,0.73456
0.61893,0.73386
0.61938,0.73394
0.61982,0.7341
0.62027,0.73397
0.62071,0.73446
0.62116,0.73385
0.62161,0.73421
0.62205,0.73398
0.6225,0.73408
0.62294,0.73378
0.62339,0.73385
0.62384,0.73435
0.62428,0.73538
0.62473,0.73475
0.62517,0.73487
0.62562,0.73519
0.62606,0.73462
0.62651,0.73481
0.62696,0.7343
0.6274,0.73369
0.62785,0.73416
0.62829,0.73477
0.62874,0.73485
0.62918,0.7347
0.62963,0.73464
0.63007,0.73417
0.63052,0.73423
0.63096,0.73322
0.63141,0.73268
0.63185,0.73317
0.6323,0.73288
0.63274,0.73243
0.63319,0.73266
0.63364,0.733
0.63408,0.73372
0.63453,0.73332
0.63497,0.73288
0.63542,0.73331
0.63586,0.73325
0.63631,0.73365
0.63675,0.73372
0.6372,0.73346
0.63764,0.73275
0.63809,0.73346
0.63853,0.73304
0.63897,0.73298
0.63942,0.73318
0.63986,0.73362
0.64031,0.73352
0.64075,0.73339
0.6412,0.73312
0.64164,0.73333
0.64209,0.73382
0.64253,0.73335
0.64298,0.73368
0.64342,0.73331
0.64387,0.73358
0.64431,0.73379
0.64475,0.7341
0.6452,0.73421
0.64564,0.73404
0.64609,0.73438
0.64653,0.73486
0.64698,0.73507
0.64742,0.73464
0.64786,0.73506
0.64831,0.73495
0.64875,0.73554
0.6492,0.73605
0.64964,0.73625
0.65009,0.73688
0.65053,0.73661
0.65097,0.73753
0.65142,0.73799
0.65186,0.73844
0.65231,0.73852
0.65275,0.73947
0.65319,0.73946
0.65364,0.73988
0.65408,0.74017
0.65452,0.74064
0.65497,0.74081
0.65541,0.74127
0.65586,0.7417
0.6563,0.74185
0.65674,0.74258
0.65719,0.74313
0.65763,0.74349
0.65807,0.74399
0.65852,0.74382
0.65896,0.74444
0.6594,0.74462
0.65985,0.74494
0.66029,0.74557
0.66073,0.74558
0.66118,0.74598
0.66162,0.74612
0.66207,0.74638
0.66251,0.74622
0.66295,0.74646
0.66339,0.74626
0.66384,0.74663
0.66428,0.74647
0.66472,0.74611
0.66517,0.74601
0.66561,0.74565
0.66605,0.74594
0.6665,0.74532
0.66694,0.74551
0.66738,0.74519
0.66783,0.74549
0.66827,0.74536
0.66871,0.74585
0.66915,0.74549
0.6696,0.74505
0.67004,0.74554
0.67048,0.74469
0.67093,0.74433
0.67137,0.74435
0.67181,0.74368
0.67225,0.74378
0.6727,0.74304
0.67314,0.74345
0.67358,0.74297
0.67402,0.74325
0.67447,0.74258
0.67491,0.74229
0.67535,0.74198
0.67579,0.74215
0.67624,0.7418
0.67668,0.74164
0.67712,0.74141
0.67756,0.74111
0.67801,0.7411
0.67845,0.74103
0.67889,0.74064
0.67933,0.74095
0.67978,0.74118
0.68022,0.74164
0.68066,0.74103
0.6811,0.74083
0.68154,0.74076
0.68199,0.7411
0.68243,0.74061
0.68287,0.74029
0.68331,0.73997
0.68375,0.7404
0.6842,0.74006
0.68464,0.73994
0.68508,0.73997
0.68552,0.74009
0.68596,0.7401
0.6864,0.74041
0.68685,0.74038
0.68729,0.73965
0.68773,0.73975
0.68817,0.74013
0.68861,0.73999
0.68905,0.73955
0.6895,0.73988
0.68994,0.73928
0.69038,0.73972
0.69082,0.73897
0.69126,0.73921
0.6917,0.73901
0.69215,0.73931
0.69259,0.73891
0.69303,0.73881
0.69347,0.73837
0.69391,0.73775
0.69435,0.73724
0.69479,0.73664
0.69523,0.73647
0.69568,0.73671
0.69612,0.73634
0.69656,0.73633
0.697,0.7359
0.69744,0.73544
0.69788,0.73498
0.69832,0.73527
0.69876,0.73494
0.6992,0.73475
0.69965,0.73465
0.70009,0.73387
0.70053,0.73359
0.70097,0.73317
0.70141,0.73328
0.70185,0.73291
0.70229,0.73256
0.70273,0.73209
0.70317,0.73205
0.70361,0.73186
0.70405,0.73143
0.70449,0.73116
0.70493,0.73078
0.70538,0.73061
0.70582,0.73015
0.70626,0.73017
0.7067,0.72982
0.70714,0.72953
0.70758,0.72875
0.70802,0.72878
0.70846,0.72822
0.7089,0.72851
0.70934,0.72779
0.70978,0.72776
0.71022,0.72707
0.71066,0.72735
0.7111,0.72728
0.71154,0.72695
0.71198,0.72587
0.71242,0.72603
0.71286,0.72611
0.7133,0.72587
0.71374,0.72531
0.71418,0.72515
0.71462,0.72494
0.71506,0.72439
0.7155,0.724
0.71594,0.7236
0.71638,0.72294
0.71682,0.72309
0.71726,0.72266
0.7177,0.72257
0.71814,0.72243
0.71858,0.72241
0.71902,0.72229
0.71946,0.72139
0.7199,0.7211
0.72034,0.72058
0.72078,0.72078
0.72122,0.7202
0.72166,0.72002
0.7221,0.71997
0.72254,0.71997
0.72298,0.71929
0.72342,0.71873
0.72386,0.71848
0.72429,0.71778
0.72473,0.71716
0.72517,0.71696
0.72561,0.71653
0.72605,0.71637
0.72649,0.71614
0.72693,0.7157
0.72737,0.71572
0.72781,0.71463
0.72825,0.71415
0.72869,0.71355
0.72913,0.71289
0.72957,0.71247
0.73,0.71206
0.73044,0.71186
0.73088,0.71193
0.73132,0.7112
0.73176,0.71099
0.7322,0.71052
0.73264,0.70995
0.73308,0.70919
0.73352,0.70898
0.73395,0.7087
0.73439,0.70863
0.73483,0.70832
0.73527,0.70802
0.73571,0.70762
0.73615,0.70737
0.73659,0.70687
0.73703,0.70642
0.73746,0.70579
0.7379,0.70497
0.73834,0.70485
0.73878,0.70452
0.73922,0.70382
0.73966,0.703
0.74009,0.70284
0.74053,0.70256
0.74097,0.70217
0.74141,0.70183
0.74185,0.70131
0.74229,0.70116
0.74272,0.70046
0.74316,0.70027
0.7436,0.6996
0.74404,0.69925
0.74448,0.69815
0.74492,0.69727
0.74535,0.69742
0.74579,0.69695
0.74623,0.69627
0.74667,0.69555
0.74711,0.69527
0.74754,0.69485
0.74798,0.69469
0.74842,0.69418
0.74886,0.69385
0.74929,0.6933
0.74973,0.69286
0.75017,0.69273
0.75061,0.69207
0.75105,0.69209
0.75148,0.69164
0.75192,0.69159
0.75236,0.69092
0.7528,0.6912
0.75323,0.69077
0.75367,0.69024
0.75411,0.68975
0.75455,0.68896
0.75498,0.68879
0.75542,0.6885
0.75586,0.68779
0.7563,0.68704
0.75673,0.68699
0.75717,0.68609
0.75761,0.68546
0.75805,0.68524
0.75848,0.68471
0.75892,0.68419
0.75936,0.68353
0.75979,0.68338
0.76023,0.68253
0.76067,0.68262
0.76111,0.68231
0.76154,0.68184
0.76198,0.68145
0.76242,0.68097
0.76285,0.67989
0.76329,0.67918
0.76373,0.67928
0.76416,0.67854
0.7646,0.67827
0.76504,0.67798
0.76548,0.67715
0.76591,0.67604
0.76635,0.67474
0.76679,0.67435
0.76722,0.67357
0.76766,0.67327
0.7681,0.67283
0.76853,0.67194
0.76897,0.67204
0.76941,0.67172
0.76984,0.67125
0.77028,0.67089
0.77072,0.67096
0.77115,0.67031
0.77159,0.66979
0.77202,0.6688
0.77246,0.66835
0.7729,0.66757
0.77333,0.66673
0.77377,0.66643
0.77421,0.66582
0.77464,0.66525
0.77508,0.66405
0.77551,0.66415
0.77595,0.6637
0.77639,0.66307
0.77682,0.6621
0.77726,0.66169
0.7777,0.66197
0.77813,0.66179
0.77857,0.66107
0.779,0.66029
0.77944,0.65962
0.77988,0.65925
0.78031,0.65926
0.78075,0.65864
0.78118,0.65864
0.78162,0.65755
0.78205,0.65673
0.78249,0.6563
0.78293,0.6556
0.78336,0.65494
0.7838,0.65493
0.78423,0.65448
0.78467,0.65416
0.7851,0.6537
0.78554,0.65291
0.78598,0.65261
0.78641,0.65205
0.78685,0.65201
0.78728,0.65167
0.78772,0.65109
0.78815,0.65076
0.78859,0.65045
0.78902,0.65
0.78946,0.64975
0.78989,0.64924
0.79033,0.64871
0.79076,0.64836
0.7912,0.64853
0.79163,0.64842
0.79207,0.64826
0.79251,0.64797
0.79294,0.64759
0.79338,0.64725
0.79381,0.64682
0.79425,0.64688
0.79468,0.64619
0.79512,0.646
0.79555,0.64619
0.79599,0.64591
0.79642,0.64559
0.79686,0.64512
0.79729,0.64467
0.79772,0.64414
0.79816,0.64388
0.79859,0.64385
0.79903,0.64341
0.79946,0.6431
0.7999,0.64223
0.80033,0.64194
0.80077,0.64196
0.8012,0.64194
0.80164,0.64165
0.80207,0.64127
0.80251,0.64097
0.80294,0.64059
0.80337,0.63999
0.80381,0.63943
0.80424,0.63906
0.80468,0.63811
0.80511,0.63796
0.80555,0.6374
0.80598,0.63713
0.80642,0.63719
0.80685,0.63654
0.80728,0.63639
0.80772,0.63614
0.80815,0.6358
0.80859,0.63523
0.80902,0.63492
0.80945,0.63416
0.80989,0.63433
0.81032,0.63345
0.81076,0.63309
0.81119,0.6326
0.81162,0.63223
0.81206,0.63198
0.81249,0.63177
0.81293,0.6316
0.81336,0.63106
0.81379,0.63084
0.81423,0.63112
0.81466,0.63052
0.8151,0.63037
0.81553,0.62968
0.81596,0.62925
0.8164,0.62875
0.81683,0.62798
0.81726,0.62732
0.8177,0.62674
0.81813,0.62663
0.81856,0.62588
0.819,0.62533
0.81943,0.62526
0.81986,0.62464
0.8203,0.62467
0.82073,0.62392
0.82116,0.62369
0.8216,0.62353
0.82203,0.62369
0.82246,0.6232
0.8229,0.62301
0.82333,0.62271
0.82376,0.62262
0.8242,0.62271
0.82463,0.62217
0.82506,0.62159
0.8255,0.6213
0.82593,0.62109
0.82636,0.6208
0.8268,0.62052
0.82723,0.61998
0.82766,0.6199
0.82809,0.61948
0.82853,0.61894
0.82896,0.61867
0.82939,0.61828
0.82983,0.61754
0.83026,0.61702
0.83069,0.61704
0.83112,0.61645
0.83156,0.61645
0.83199,0.61632
0.83242,0.61635
0.83286,0.61584
0.83329,0.61538
0.83372,0.61498
0.83415,0.61449
0.83459,0.61479
0.83502,0.61455
0.83545,0.61437
0.83588,0.61417
0.83632,0.61391
0.83675,0.61374
0.83718,0.6131
0.83761,0.61295
0.83804,0.61255
0.83848,0.61228
0.83891,0.61179
0.83934,0.61191
0.83977,0.61196
0.84021,0.61186
0.84064,0.61195
0.84107,0.6117
0.8415,0.61158
0.84193,0.61128
0.84237,0.61128
0.8428,0.61076
0.84323,0.6106
0.84366,0.60998
0.84409,0.60979
0.84453,0.60942
0.84496,0.60986
0.84539,0.60966
0.84582,0.60953
0.84625,0.60953
0.84669,0.60915
0.84712,0.60887
0.84755,0.60822
0.84798,0.608
0.84841,0.60825
0.84884,0.60815
0.84928,0.60797
0.84971,0.60761
0.85014,0.60709
0.85057,0.60683
0.851,0.60691
0.85143,0.6068
0.85186,0.60694
0.8523,0.60696
0.85273,0.60658
0.85316,0.60641
0.85359,0.60611
0.85402,0.60557
0.85445,0.60557
0.85488,0.60576
0.85532,0.60571
0.85575,0.6053
0.85618,0.60505
0.85661,0.6046
0.85704,0.6047
0.85747,0.60417
0.8579,0.60424
0.85833,0.60356
0.85876,0.60365
0.8592,0.6033
0.85963,0.60318
0.86006,0.60306
0.86049,0.60311
0.86092,0.60334
0.86135,0.60317
0.86178,0.60264
0.86221,0.60223
0.86264,0.60179
0.86307,0.60143
0.8635,0.60138
0.86394,0.60076
0.86437,0.60056
0.8648,0.5999
0.86523,0.60013
0.86566,0.59969
0.86609,0.59903
0.86652,0.59873
0.86695,0.59873
0.86738,0.59875
0.86781,0.59829
0.86824,0.59824
0.86867,0.59795
0.8691,0.59785
0.86953,0.59738
0.86996,0.59754
0.87039,0.59709
0.87082,0.59646
0.87125,0.5963
0.87168,0.59609
0.87211,0.59611
0.87254,0.59614
0.87297,0.59637
0.8734,0.59601
0.87383,0.596
0.87426,0.59598
0.87469,0.59578
0.87512,0.59506
0.87555,0.59553
0.87598,0.59513
0.87641,0.59471
0.87684,0.59475
0.87727,0.59431
0.8777,0.59409
0.87813,0.59347
0.87856,0.59339
0.87899,0.59309
0.87942,0.59256
0.87985,0.59211
0.88028,0.59171
0.88071,0.5918
0.88114,0.59172
0.88157,0.5915
0.882,0.59134
0.88243,0.59167
0.88286,0.59092
0.88329,0.5908
0.88372,0.59055
0.88415,0.59091
0.88458,0.59057
0.88501,0.5905
0.88544,0.59024
0.88587,0.5903
0.8863,0.5899
0.88673,0.5899
0.88715,0.58938
0.88758,0.58932
0.88801,0.58966
0.88844,0.58926
0.88887,0.58909
0.8893,0.5887
0.88973,0.5888
0.89016,0.5881
0.89059,0.58837
0.89102,0.58795
0.89145,0.58833
0.89188,0.58811
0.8923,0.58776
0.89273,0.58738
0.89316,0.58684
0.89359,0.58701
0.89402,0.58692
0.89445,0.58689
0.89488,0.58596
0.89531,0.58569
0.89574,0.58526
0.89616,0.58533
0.89659,0.5854
0.89702,0.58535
0.89745,0.58532
0.89788,0.5854
0.89831,0.58506
0.89874,0.58498
0.89916,0.58448
0.89959,0.58442
0.90002,0.58376
0.90045,0.5839
0.90088,0.58344
0.90131,0.58324
0.90174,0.58277
0.90216,0.5821
0.90259,0.58213
0.90302,0.58198
0.90345,0.58192
0.90388,0.58144
0.90431,0.58138
0.90473,0.58055
0.90516,0.58078
0.90559,0.58024
0.90602,0.58004
0.90645,0.57989
0.90687,0.57934
0.9073,0.57857
0.90773,0.5782
0.90816,0.57808
0.90859,0.57798
0.90901,0.57777
0.90944,0.57757
0.90987,0.57738
0.9103,0.57699
0.91073,0.57621
0.91115,0.5765
0.91158,0.57585
0.91201,0.57552
0.91244,0.57489
0.91286,0.57458
0.91329,0.57408
0.91372,0.57347
0.91415,0.57334
0.91458,0.57222
0.915,0.57195
0.91543,0.5718
0.91586,0.5713
0.91629,0.57135
0.91671,0.57105
0.91714,0.57062
0.91757,0.57096
0.918,0.56999
0.91842,0.56913
0.91885,0.56897
0.91928,0.56814
0.9197,0.56787
0.92013,0.56773
0.92056,0.5671
0.92099,0.56662
0.92141,0.56595
0.92184,0.56552
0.92227,0.56559
0.9227,0.56482
0.92312,0.56487
0.92355,0.56476
0.92398,0.56422
0.9244,0.56314
0.92483,0.56249
0.92526,0.56236
0.92568,0.56232
0.92611,0.56219
0.92654,0.56191
0.92697,0.56161
0.92739,0.5613
0.92782,0.56034
0.92825,0.55961
0.92867,0.55975
0.9291,0.55929
0.92953,0.55908
0.92995,0.55827
0.93038,0.55816
0.93081,0.55766
0.93123,0.55782
0.93166,0.55725
0.93209,0.55679
0.93251,0.55654
0.93294,0.55579
0.93337,0.55534
0.93379,0.55489
0.93422,0.55486
0.93464,0.55458
0.93507,0.55432
0.9355,0.55347
0.93592,0.55316
0.93635,0.55265
0.93678,0.55218
0.9372,0.55203
0.93763,0.55107
0.93805,0.5508
0.93848,0.55088
0.93891,0.55028
0.93933,0.55019
0.93976,0.54928
0.94019,0.54891
0.94061,0.54848
0.94104,0.54786
0.94146,0.5476
0.94189,0.54705
0.94232,0.54636
0.94274,0.54597
0.94317,0.54521
0.94359,0.54516
0.94402,0.5445
0.94444,0.54406
0.94487,0.54369
0.9453,0.54352
0.94572,0.54337
0.94615,0.54318
0.94657,0.54246
0.947,0.54162
0.94742,0.5416
0.94785,0.54109
0.94828,0.54061
0.9487,0.54034
0.94913,0.54003
0.94955,0.53958
0.94998,0.53967
0.9504,0.53976
0.95083,0.53926
0.95125,0.53874
0.95168,0.53824
0.9521,0.53786
0.95253,0.53704
0.95296,0.53698
0.95338,0.53666
0.95381,0.53634
0.95423,0.53532
0.95466,0.53515
0.95508,0.5344
0.95551,0.53361
0.95593,0.5334
0.95636,0.53311
0.95678,0.53231
0.95721,0.53151
0.95763,0.53094
0.95806,0.53018
0.95848,0.52968
0.95891,0.52932
0.95933,0.52952
0.95976,0.52883
0.96018,0.52851
0.96061,0.52772
0.96103,0.5278
0.96146,0.52769
0.96188,0.52701
0.96231,0.52676
0.96273,0.5267
0.96315,0.52633
0.96358,0.52586
0.964,0.52514
0.96443,0.5249
0.96485,0.52437
0.96528,0.52425
0.9657,0.52368
0.96613,0.52275
0.96655,0.52251
0.96698,0.52181
0.9674,0.52139
0.96782,0.52093
0.96825,0.52009
0.96867,0.52006
0.9691,0.51969
0.96952,0.51884
0.96995,0.51808
0.97037,0.51803
0.97079,0.5171
0.97122,0.51697
0.97164,0.51694
0.97207,0.51611
0.97249,0.51519
0.97291,0.51454
0.97334,0.51428
0.97376,0.51333
0.97419,0.51289
0.97461,0.51207
0.97503,0.51155
0.97546,0.5112
0.97588,0.51055
0.97631,0.51005
0.97673,0.51017
0.97715,0.50933
0.97758,0.5086
0.978,0.50788
0.97843,0.50733
0.97885,0.50694
0.97927,0.50629
0.9797,0.50601
0.98012,0.50558
0.98054,0.50492
0.98097,0.50464
0.98139,0.50496
0.98181,0.50415
0.98224,0.50406
0.98266,0.50357
0.98309,0.50278
0.98351,0.50246
0.98393,0.50203
0.98436,0.50127
0.98478,0.50083
0.9852,0.50068
0.98563,0.50026
0.98605,0.49993
0.98647,0.49932
0.9869,0.49913
0.98732,0.49826
0.98774,0.49802
0.98817,0.49759
0.98859,0.49699
0.98901,0.49644
0.98943,0.49602
0.98986,0.49516
0.99028,0.49465
0.9907,0.49439
0.99113,0.49385
0.99155,0.49352
0.99197,0.49287
0.9924,0.49208
0.99282,0.49144
0.99324,0.49154
0.99366,0.49145
0.99409,0.49092
0.99451,0.49044
0.99493,0.49015
0.99535,0.48983
0.99578,0.48884
0.9962,0.48819
0.99662,0.48789
0.99705,0.48735
0.99747,0.48753
0.99789,0.48691
0.99831,0.4866
0.99874,0.48645
0.99916,0.4861
0.99958,0.48552
1.0013,0.48441
1.0028,0.48336
1.0044,0.48272
1.006,0.48204
1.0075,0.48038
1.0091,0.47733
1.0107,0.47474
1.0122,0.47383
1.0138,0.47403
1.0154,0.47491
1.017,0.47552
1.0186,0.47515
1.0202,0.47446
1.0218,0.47397
1.0234,0.47344
1.0251,0.47207
1.0267,0.46979
1.0283,0.46866
1.0299,0.46928
1.0316,0.46963
1.0332,0.46918
1.0349,0.46861
1.0365,0.46739
1.0382,0.46511
1.0399,0.46344
1.0415,0.46417
1.0432,0.4662
1.0449,0.46721
1.0466,0.46654
1.0483,0.46558
1.05,0.46537
1.0517,0.4642
1.0534,0.46143
1.0551,0.46026
1.0568,0.46188
1.0586,0.46337
1.0603,0.46333
1.062,0.46275
1.0638,0.46189
1.0655,0.46103
1.0673,0.46102
1.069,0.46175
1.0708,0.463
1.0726,0.46472
1.0744,0.46578
1.0761,0.46574
1.0779,0.46621
1.0797,0.46809
1.0815,0.47046
1.0833,0.47223
1.0851,0.47278
1.087,0.47222
1.0888,0.47166
1.0906,0.47236
1.0925,0.47423
1.0943,0.47608
1.0962,0.47749
1.098,0.47885
1.0999,0.48039
1.1018,0.48207
1.1036,0.48374
1.1055,0.48511
1.1074,0.48629
1.1093,0.48785
1.1112,0.48956
1.1131,0.49069
1.115,0.49172
1.117,0.49317
1.1189,0.49423
1.1208,0.49475
1.1228,0.4955
1.1247,0.49678
1.1267,0.49853
1.1286,0.50057
1.1306,0.5024
1.1326,0.50343
1.1346,0.50393
1.1366,0.50491
1.1385,0.50664
1.1406,0.50843
1.1426,0.50971
1.1446,0.51086
1.1466,0.51198
1.1486,0.5129
1.1507,0.51431
1.1527,0.51609
1.1548,0.51732
1.1568,0.51801
1.1589,0.51849
1.161,0.5192
1.1631,0.5202
1.1652,0.52094
1.1673,0.5216
1.1694,0.52269
1.1715,0.52344
1.1736,0.52327
1.1757,0.52305
1.1779,0.52337
1.18,0.52419
1.1822,0.52557
1.1843,0.52708
1.1865,0.5282
1.1887,0.52876
1.1909,0.52905
1.1931,0.52935
1.1953,0.52958
1.1975,0.52973
1.1997,0.53015
1.2019,0.53096
1.2042,0.53175
1.2064,0.5322
1.2086,0.53215
1.2109,0.53198
1.2132,0.5325
1.2154,0.53365
1.2177,0.53466
1.22,0.53543
1.2223,0.53618
1.2246,0.53684
1.227,0.5375
1.2293,0.53811
1.2316,0.53874
1.234,0.53981
1.2363,0.54112
1.2387,0.54218
1.2411,0.54296
1.2434,0.5433
1.2458,0.54344
1.2482,0.54401
1.2506,0.54534
1.2531,0.54696
1.2555,0.54839
1.2579,0.54965
1.2604,0.55084
1.2628,0.55183
1.2653,0.55264
1.2678,0.55361
1.2703,0.55478
1.2728,0.55604
1.2753,0.55746
1.2778,0.55907
1.2803,0.56079
1.2828,0.56221
1.2854,0.56292
1.2879,0.56354
1.2905,0.56463
1.2931,0.56582
1.2957,0.56701
1.2983,0.56856
1.3009,0.57026
1.3035,0.57152
1.3061,0.57209
1.3088,0.57281
1.3114,0.57458
1.3141,0.57666
1.3167,0.57812
1.3194,0.57906
1.3221,0.57993
1.3248,0.58134
1.3275,0.58336
1.3303,0.58537
1.333,0.58696
1.3357,0.58863
1.3385,0.59065
1.3413,0.59264
1.3441,0.59443
1.3468,0.59614
1.3497,0.5977
1.3525,0.59911
1.3553,0.60042
1.3581,0.60179
1.361,0.60348
1.3639,0.60551
1.3667,0.60794
1.3696,0.61098
1.3725,0.61419
1.3754,0.6165
1.3784,0.61776
1.3813,0.61937
1.3843,0.62236
1.3872,0.62586
1.3902,0.62887
1.3932,0.63173
1.3962,0.63488
1.3992,0.63817
1.4022,0.64143
1.4053,0.64463
1.4083,0.64746
1.4114,0.64987
1.4145,0.65246
1.4176,0.65581
1.4207,0.65971
1.4238,0.66327
1.4269,0.66583
1.4301,0.66772
1.4333,0.66962
1.4364,0.67203
1.4396,0.67524
1.4428,0.67874
1.4461,0.6818
1.4493,0.68458
1.4525,0.68753
1.4558,0.69023
1.4591,0.69271
1.4624,0.69549
1.4657,0.69846
1.469,0.70147
1.4724,0.70477
1.4757,0.7081
1.4791,0.71104
1.4825,0.71374
1.4859,0.71659
1.4893,0.71988
1.4927,0.72322
1.4962,0.72624
1.4996,0.72927
1.5031,0.73273
1.5066,0.73638
1.5101,0.73951
1.5136,0.74189
1.5172,0.74411
1.5207,0.74691
1.5243,0.75064
1.5279,0.75444
1.5315,0.7573
1.5352,0.75956
1.5388,0.76195
1.5425,0.76494
1.5461,0.7687
1.5498,0.77255
1.5536,0.77564
1.5573,0.77816
1.561,0.78073
1.5648,0.78334
1.5686,0.78554
1.5724,0.78744
1.5762,0.78939
1.5801,0.79124
1.5839,0.79286
1.5878,0.7946
1.5917,0.79676
1.5957,0.79903
1.5996,0.80113
1.6036,0.80305
1.6075,0.80505
1.6115,0.80689
1.6155,0.80811
1.6196,0.80894
1.6236,0.81031
1.6277,0.81193
1.6318,0.81319
1.6359,0.81459
1.6401,0.8161
1.6443,0.8173
1.6484,0.81858
1.6526,0.82004
1.6569,0.82103
1.6611,0.82119
1.6654,0.82147
1.6697,0.8227
1.674,0.82443
1.6783,0.82588
1.6827,0.82676
1.6871,0.8273
1.6915,0.82816
1.6959,0.82917
1.7004,0.83016
1.7048,0.83165
1.7093,0.83341
1.7138,0.83473
1.7184,0.8356
1.723,0.83603
1.7276,0.83605
1.7322,0.83635
1.7368,0.83763
1.7415,0.83942
1.7462,0.84119
1.7509,0.8426
1.7556,0.84308
1.7604,0.84238
1.7652,0.84123
1.77,0.84069
1.7749,0.84076
1.7798,0.84115
1.7847,0.84183
1.7896,0.84277
1.7946,0.8433
1.7995,0.84326
1.8046,0.84288
1.8096,0.84238
1.8147,0.84178
1.8198,0.84096
1.8249,0.83958
1.83,0.8372
1.8352,0.83473
1.8404,0.83388
1.8457,0.83437
1.851,0.83514
1.8563,0.83583
1.8616,0.83592
1.867,0.83496
1.8724,0.83496
1.8778,0.83712
1.8832,0.83929
1.8887,0.83986
1.8943,0.83882
1.8998,0.83743
1.9054,0.83748
1.911,0.83869
1.9167,0.83975
1.9224,0.84024
1.9281,0.84007
1.9338,0.83972
1.9396,0.84056
1.9454,0.84212
1.9513,0.84248
1.9572,0.84137
1.9631,0.84034
1.9691,0.84015
1.9751,0.84055
1.9811,0.84109
1.9872,0.84103
1.9933,0.84049
1.9995,0.83931
2.0057,0.83883
2.0119,0.83857
2.0182,0.83845
2.0245,0.8384
2.0308,0.83856
2.0372,0.83849
2.0436,0.83847
2.0501,0.83917
2.0566,0.84021
2.0632,0.84065
2.0698,0.84053
2.0764,0.84112
2.0831,0.84266
2.0898,0.84426
2.0966,0.8451
2.1034,0.84611
2.1102,0.84772
2.1171,0.84858
2.124,0.84718
2.131,0.8448
2.1381,0.84273
2.1451,0.84191
2.1523,0.84215
2.1594,0.84225
2.1667,0.84195
2.1739,0.84059
2.1813,0.84046
2.1886,0.8413
2.196,0.84283
2.2035,0.84385
2.211,0.84386
2.2186,0.84341
2.2262,0.84341
2.2339,0.84355
2.2416,0.84293
2.2494,0.84182
2.2573,0.84058
