TJ_OL_2,
1.250019548,0.289648495
1.255137501,0.290745061
1.263710739,0.291686645
1.275813592,0.293498506
1.279585602,0.294710278
1.287157938,0.295766811
1.298604026,0.298262951
1.309258954,0.300304193
1.317161258,0.302651664
1.320898922,0.302116827
1.330832688,0.304614513
1.339924608,0.305973796
1.345413512,0.30779184
1.352763722,0.309380504
1.359227974,0.310742105
1.3685148,0.312329223
1.376930594,0.314600619
1.388228185,0.316641862
1.394860038,0.317547792
1.403435025,0.319135683
1.413023892,0.320722801
1.41784524,0.322085948
1.424621442,0.323675384
1.43142907,0.325036985
1.436312256,0.326172297
1.442192142,0.327079001
1.453037115,0.329348851
1.457003236,0.330712772
1.464626096,0.331200489
1.472124671,0.332333868
1.480503385,0.334036192
1.484710193,0.334792422
1.491464799,0.335736583
1.501655627,0.337437618
1.510203261,0.339329804
1.517072152,0.33989424
1.523110075,0.340839045
1.530040232,0.341973068
1.537000207,0.342727366
1.544871909,0.344430334
1.551899351,0.345184632
1.564277001,0.347074241
1.571396223,0.348587991
1.577648593,0.34915307
1.589331029,0.351233187
1.592943546,0.351990061
1.600191447,0.353124085
1.607470531,0.353878383
1.615703145,0.35558135
1.623976109,0.356904593
1.633216362,0.358037328
1.641579,0.35936057
1.650922176,0.361062894
1.664086827,0.362382915
1.674505486,0.363704869
1.682125432,0.365028755
1.689777225,0.365783053
1.699392828,0.367105651
1.709062194,0.368238386
1.718786578,0.369371122
1.726608029,0.370695008
1.734463135,0.371639169
1.74235495,0.372773192
1.752266811,0.373526202
1.760240615,0.374850088
1.773269201,0.375791028
1.778310873,0.377116847
1.790456656,0.377868568
1.800645171,0.379191166
1.808838115,0.38032519
1.820162029,0.381457281
1.831556835,0.382589372
1.839890427,0.383723395
1.848262968,0.385047282
1.857722572,0.385611073
1.867232676,0.386554589
1.879988939,0.387875899
1.889614084,0.389009278
1.901445804,0.390521095
1.911179737,0.391464612
1.919874542,0.392408772
1.931893581,0.393540864
1.940685871,0.395054613
1.949518177,0.396568362
1.96283768,0.398079534
1.974008223,0.399591995
1.987493938,0.400913305
1.995406359,0.402237835
2.005621297,0.403181352
2.014748007,0.404505238
2.026213974,0.406017699
2.033128482,0.407532736
2.043537669,0.408666116
2.054004734,0.410558946
2.062186545,0.412642928
2.072743346,0.413586444
2.08099167,0.414341386
2.086907078,0.415477342
2.09878136,0.416610078
2.105944682,0.418314978
2.11552674,0.419449001
2.125153582,0.420772888
2.134826615,0.4224765
2.144543676,0.424180111
2.155523285,0.425313491
2.165322467,0.425118475
2.177631986,0.424542445
2.193743811,0.424534071
2.208724517,0.424906067
2.217516442,0.426040735
2.231396325,0.4267931
2.242819349,0.427736617
2.254302109,0.428869996
2.261991187,0.429815445
2.27744684,0.43151648
2.28781051,0.432840367
2.296919804,0.43435476
2.308678258,0.435298277
2.320502087,0.437001244
2.329738948,0.438135912
2.337691853,0.440030675
2.34832705,0.440974836
2.356336833,0.441920285
2.363033616,0.442866378
2.371096207,0.444191552
2.384587495,0.445324288
2.398152871,0.446077297
2.404969839,0.447213253
2.414540232,0.447968195
2.428280067,0.449290793
2.440713708,0.450614036
2.457386416,0.451745483
2.462970631,0.452312494
2.474178539,0.453636381
2.485436063,0.454770404
2.495330843,0.456094935
2.505260821,0.456849877
2.515230314,0.457604819
2.532409223,0.45835654
2.546819787,0.459679138
