BRU_LE3CPX_0,
0.543,0.721748
0.544,0.720736
0.545,0.721531
0.546,0.722218
0.547,0.721163
0.548,0.721861
0.549,0.721164
0.55,0.72153
0.551,0.720785
0.552,0.721502
0.553,0.72208
0.554,0.723942
0.555,0.724668
0.556,0.724039
0.557,0.722442
0.558,0.722444
0.559,0.722208
0.56,0.722055
0.561,0.722208
0.562,0.72214
0.563,0.721905
0.564,0.721028
0.565,0.721936
0.566,0.722109
0.567,0.722372
0.568,0.721468
0.569,0.72289
0.57,0.722871
0.571,0.721417
0.572,0.722209
0.573,0.720898
0.574,0.720833
0.575,0.720336
0.576,0.719649
0.577,0.721331
0.578,0.718953
0.579,0.718039
0.58,0.719867
0.581,0.719278
0.582,0.719478
0.583,0.719568
0.584,0.720316
0.585,0.720489
0.586,0.718695
0.587,0.718414
0.588,0.718845
0.589,0.71918
0.59,0.71971
0.591,0.717709
0.592,0.717306
0.593,0.718393
0.594,0.717187
0.595,0.717771
0.596,0.71816
0.597,0.716648
0.598,0.717064
0.599,0.71851
0.6,0.71863
0.601,0.717699
0.602,0.716814
0.603,0.71718
0.604,0.71698
0.605,0.714323
0.606,0.714139
0.607,0.71504
0.608,0.714374
0.609,0.714016
0.61,0.713814
0.611,0.71325
0.612,0.713058
0.613,0.714037
0.614,0.714265
0.615,0.713349
0.616,0.713114
0.617,0.712594
0.618,0.712449
0.619,0.711801
0.62,0.711934
0.621,0.711167
0.622,0.710638
0.623,0.711439
0.624,0.712109
0.625,0.712232
0.626,0.711342
0.627,0.710398
0.628,0.710058
0.629,0.709965
0.63,0.71112
0.631,0.710316
0.632,0.709641
0.633,0.711678
0.634,0.709932
0.635,0.707348
0.636,0.709588
0.637,0.70935
0.638,0.708623
0.639,0.708965
0.64,0.708555
0.641,0.708027
0.642,0.708116
0.643,0.708168
0.644,0.708161
0.645,0.706658
0.646,0.707373
0.647,0.705922
0.648,0.70605
0.649,0.706377
0.65,0.705888
0.651,0.705136
0.652,0.705979
0.653,0.707157
0.654,0.706755
0.655,0.705403
0.656,0.706805
0.657,0.707229
0.658,0.70709
0.659,0.707395
0.66,0.707505
0.661,0.704461
0.662,0.706532
0.663,0.704381
0.664,0.705138
0.665,0.70583
0.666,0.704414
0.667,0.703258
0.668,0.704032
0.669,0.704743
0.67,0.705928
0.671,0.705298
0.672,0.703227
0.673,0.704741
0.674,0.705676
0.675,0.704633
0.676,0.705121
0.677,0.702992
0.678,0.703106
0.679,0.702578
0.68,0.702268
0.681,0.701267
0.682,0.69932
0.683,0.70078
0.684,0.703734
0.685,0.702518
0.686,0.704266
0.687,0.699631
0.688,0.70304
0.689,0.702761
0.69,0.701557
0.691,0.699371
0.692,0.700914
0.693,0.701605
0.694,0.699727
0.695,0.701459
0.696,0.699022
0.697,0.701954
0.698,0.701047
0.699,0.70127
0.7,0.701012
0.701,0.701822
0.702,0.704235
0.703,0.699845
0.704,0.699641
0.705,0.700527
0.706,0.699448
0.707,0.698307
0.708,0.700147
0.709,0.697534
0.71,0.698742
0.711,0.699083
0.712,0.698695
0.713,0.699463
0.714,0.697484
0.715,0.699789
0.716,0.701189
0.717,0.698625
0.718,0.698538
0.719,0.701601
0.72,0.698497
0.721,0.700202
0.722,0.701689
0.723,0.699793
0.724,0.699044
0.725,0.699123
0.726,0.699601
0.727,0.699201
0.728,0.6956
0.729,0.697586
0.73,0.700631
0.731,0.699783
0.732,0.699562
0.733,0.700675
0.734,0.694214
0.735,0.703328
0.736,0.696078
0.737,0.697695
0.738,0.695745
0.739,0.699368
0.74,0.701334
0.741,0.699369
0.742,0.69987
0.743,0.70119
0.744,0.700731
0.745,0.700051
0.746,0.698129
0.747,0.698486
0.748,0.698704
0.749,0.701809
0.75,0.701552
0.751,0.699959
0.752,0.698825
0.753,0.700064
0.754,0.699818
0.755,0.704074
0.756,0.701007
0.757,0.700789
0.758,0.695478
0.759,0.698022
0.76,0.700905
0.761,0.703651
0.762,0.702388
0.763,0.700015
0.764,0.699288
0.765,0.699113
0.766,0.703095
0.767,0.703265
0.768,0.701142
0.769,0.700341
0.77,0.702272
0.771,0.702344
0.772,0.700441
0.773,0.704817
0.774,0.702943
0.775,0.704348
0.776,0.705855
0.777,0.702988
0.778,0.703659
0.779,0.704425
0.78,0.704449
0.781,0.703608
0.782,0.705653
0.783,0.707629
0.784,0.707233
0.785,0.706766
0.786,0.701985
0.787,0.703173
0.788,0.707469
0.789,0.708469
0.79,0.707487
0.791,0.710715
0.792,0.712691
0.793,0.70544
0.794,0.702563
0.795,0.707245
0.796,0.708376
0.797,0.70588
0.798,0.708653
0.799,0.708262
0.8,0.706545
0.801,0.708536
0.802,0.706804
0.803,0.709086
0.804,0.713044
0.805,0.71007
0.806,0.708815
0.807,0.713641
0.808,0.716645
0.809,0.713737
0.81,0.711981
0.811,0.712731
0.812,0.711921
0.813,0.711192
0.814,0.712217
0.815,0.714558
0.816,0.713132
0.817,0.712679
0.818,0.713845
0.819,0.713553
0.82,0.714313
0.821,0.71417
0.822,0.714808
0.823,0.717297
0.824,0.719951
0.825,0.720001
0.826,0.719276
0.827,0.718529
0.828,0.72095
0.829,0.718059
0.83,0.71654
0.831,0.717793
0.832,0.723549
0.833,0.722208
0.834,0.718968
0.835,0.722773
0.836,0.72421
0.837,0.724992
0.838,0.721378
0.839,0.722356
0.84,0.720255
0.841,0.722393
0.842,0.717491
0.843,0.722623
0.844,0.724188
0.845,0.721467
0.846,0.717055
0.847,0.716114
0.848,0.719484
0.849,0.718942
0.85,0.716503
0.851,0.713895
0.852,0.71143
0.853,0.715359
0.854,0.714788
0.855,0.715276
0.856,0.710719
0.857,0.711575
0.858,0.714981
0.859,0.711433
0.86,0.715408
0.861,0.715047
0.862,0.714689
0.863,0.714747
0.864,0.717196
0.865,0.717639
0.866,0.716859
0.867,0.712993
0.868,0.714996
0.869,0.714063
0.87,0.711492
0.871,0.71116
0.872,0.711869
0.873,0.713658
0.874,0.709438
0.875,0.709039
0.876,0.710138
0.877,0.714425
0.878,0.714958
0.879,0.711406
0.88,0.708156
0.881,0.707784
0.882,0.709453
0.883,0.705361
0.884,0.707396
0.885,0.708411
0.886,0.70723
0.887,0.704761
0.888,0.706031
0.889,0.704703
0.89,0.704297
0.891,0.703949
0.892,0.70351
0.893,0.702389
0.894,0.702938
0.895,0.701069
0.896,0.70149
0.897,0.697281
0.898,0.696924
0.899,0.698082
0.9,0.697445
0.901,0.69667
0.902,0.693952
0.903,0.692303
0.904,0.692923
0.905,0.69205
0.906,0.69108
0.907,0.691526
0.908,0.688262
0.909,0.685899
0.91,0.685958
0.911,0.685776
0.912,0.686466
0.913,0.683804
0.914,0.684924
0.915,0.684147
0.916,0.682926
0.917,0.681442
0.918,0.681953
0.919,0.680254
0.92,0.679412
0.921,0.678988
0.922,0.677565
0.923,0.678024
0.924,0.676801
0.925,0.674499
0.926,0.674647
0.927,0.67375
0.928,0.672195
0.929,0.671099
0.93,0.670812
0.931,0.669386
0.932,0.669582
0.933,0.667832
0.934,0.666106
0.935,0.665479
0.936,0.664683
0.937,0.663437
0.938,0.663136
0.939,0.66133
0.94,0.660356
0.941,0.658757
0.942,0.658329
0.943,0.656471
0.944,0.655043
0.945,0.654489
0.946,0.654213
0.947,0.652642
0.948,0.653228
0.949,0.651957
0.95,0.649405
0.951,0.647891
0.952,0.647062
0.953,0.64675
0.954,0.645044
0.955,0.64427
0.956,0.642658
0.957,0.641268
0.958,0.641065
0.959,0.639356
0.96,0.638024
0.961,0.637636
0.962,0.63761
0.963,0.636162
0.964,0.634518
0.965,0.63336
0.966,0.632026
0.967,0.631194
0.968,0.630458
0.969,0.629296
0.97,0.628383
0.971,0.626899
0.972,0.625888
0.973,0.62537
0.974,0.624346
0.975,0.623048
0.976,0.62209
0.977,0.621147
0.978,0.619661
0.979,0.61865
0.98,0.618211
0.981,0.617091
0.982,0.616038
0.983,0.615269
0.984,0.613739
0.985,0.61288
0.986,0.612161
0.987,0.610927
0.988,0.6098
0.989,0.609303
0.99,0.608922
0.991,0.607742
0.992,0.606313
0.993,0.605742
0.994,0.60545
0.995,0.604165
0.996,0.603031
0.997,0.602188
0.998,0.60159
0.999,0.600714
1,0.599266
1.001,0.598255
1.002,0.597871
1.003,0.597244
1.004,0.596739
1.005,0.596175
1.006,0.595685
1.007,0.594055
1.008,0.59237
1.009,0.592145
1.01,0.592416
1.011,0.59221
1.012,0.591504
1.013,0.591368
1.014,0.590378
1.015,0.588652
1.016,0.588107
1.017,0.588146
1.018,0.587848
1.019,0.586988
1.02,0.585892
1.021,0.585402
1.022,0.585059
1.023,0.584695
1.024,0.584968
1.025,0.584573
1.026,0.583765
1.027,0.583492
1.028,0.582858
1.029,0.583009
1.03,0.582399
1.031,0.581726
1.032,0.581525
1.033,0.581205
1.034,0.580982
1.035,0.581152
1.036,0.580874
1.037,0.580459
1.038,0.580183
1.039,0.579887
1.04,0.579706
1.041,0.579352
1.042,0.579425
1.043,0.580072
1.044,0.57931
1.045,0.578842
1.046,0.579082
1.047,0.578945
1.048,0.579356
1.049,0.579851
1.05,0.580213
1.051,0.580283
1.052,0.579828
1.053,0.580076
1.054,0.580599
1.055,0.580766
1.056,0.580954
1.057,0.58059
1.058,0.580849
1.059,0.581174
1.06,0.581689
1.061,0.583086
1.062,0.583096
1.063,0.583355
1.064,0.583548
1.065,0.583587
1.066,0.583689
1.067,0.584776
1.068,0.585121
1.069,0.585542
1.07,0.586763
1.071,0.587119
1.072,0.587056
1.073,0.587833
1.074,0.587983
1.075,0.588711
1.076,0.589464
1.077,0.591001
1.078,0.592039
1.079,0.592753
1.08,0.59399
1.081,0.595365
1.082,0.595577
1.083,0.596394
1.084,0.596368
1.085,0.59783
1.086,0.598114
1.087,0.599213
1.088,0.600395
1.089,0.602046
1.09,0.60298
1.091,0.604188
1.092,0.604612
1.093,0.60514
1.094,0.606388
1.095,0.607433
1.096,0.608914
1.097,0.610358
1.098,0.611006
1.099,0.61217
1.1,0.612534
1.101,0.614413
1.102,0.615307
1.103,0.617495
1.104,0.618442
1.105,0.619465
1.106,0.620877
1.107,0.62189
1.108,0.62227
1.109,0.623625
1.11,0.624869
1.111,0.62692
1.112,0.627174
1.113,0.628131
1.114,0.630141
1.115,0.631941
1.116,0.632984
1.117,0.633412
1.118,0.634711
1.119,0.636325
1.12,0.636932
1.121,0.638562
1.122,0.639982
1.123,0.640939
1.124,0.641652
1.125,0.642734
1.126,0.643756
1.127,0.645331
1.128,0.647087
1.129,0.64813
1.13,0.649057
1.131,0.650249
1.132,0.651562
1.133,0.652803
1.134,0.653994
1.135,0.654967
1.136,0.656107
1.137,0.65759
1.138,0.65849
1.139,0.659785
1.14,0.660324
1.141,0.661314
1.142,0.66274
1.143,0.663841
1.144,0.664199
1.145,0.665115
1.146,0.666891
1.147,0.667864
1.148,0.669389
1.149,0.670749
1.15,0.67236
1.151,0.672677
1.152,0.673959
1.153,0.674702
1.154,0.675362
1.155,0.676761
1.156,0.678217
1.157,0.678387
1.158,0.679432
1.159,0.680479
1.16,0.68136
1.161,0.682728
1.162,0.683961
1.163,0.684348
1.164,0.685423
1.165,0.686256
1.166,0.68726
1.167,0.688052
1.168,0.689128
1.169,0.690411
1.17,0.6906
1.171,0.69158
1.172,0.693062
1.173,0.694735
1.174,0.69499
1.175,0.695437
1.176,0.696732
1.177,0.697263
1.178,0.698045
1.179,0.698998
1.18,0.699582
1.181,0.699805
1.182,0.700417
1.183,0.700808
1.184,0.701623
1.185,0.702787
1.186,0.704065
1.187,0.705481
1.188,0.706472
1.189,0.706861
1.19,0.707903
1.191,0.708821
1.192,0.709574
1.193,0.710275
1.194,0.710604
1.195,0.711255
1.196,0.712372
1.197,0.713149
1.198,0.713715
1.199,0.714449
1.2,0.715086
1.201,0.715194
1.202,0.71643
1.203,0.717387
1.204,0.717994
1.205,0.718739
1.206,0.719927
1.207,0.720975
1.208,0.721191
1.209,0.721972
1.21,0.722712
1.211,0.723384
1.212,0.723714
1.213,0.723901
1.214,0.724608
1.215,0.725861
1.216,0.726595
1.217,0.727129
1.218,0.727636
1.219,0.728628
1.22,0.729397
1.221,0.729916
1.222,0.729793
1.223,0.730455
1.224,0.731373
1.225,0.73198
1.226,0.732666
1.227,0.733254
1.228,0.733612
1.229,0.734134
1.23,0.734822
1.231,0.735275
1.232,0.735542
1.233,0.736402
1.234,0.737436
1.235,0.737873
1.236,0.738645
1.237,0.739008
1.238,0.739818
1.239,0.7406
1.24,0.741641
1.241,0.74175
1.242,0.742097
1.243,0.742758
1.244,0.744051
1.245,0.744195
1.246,0.744531
1.247,0.744814
1.248,0.745598
1.249,0.746182
1.25,0.746413
1.251,0.746852
1.252,0.747638
1.253,0.748454
1.254,0.748799
1.255,0.748883
1.256,0.7493
1.257,0.750831
1.258,0.750794
1.259,0.751601
1.26,0.751911
1.261,0.752466
1.262,0.752992
1.263,0.753555
1.264,0.754171
1.265,0.754197
1.266,0.754586
1.267,0.755203
1.268,0.755685
1.269,0.7563
1.27,0.756875
1.271,0.757866
1.272,0.758912
1.273,0.759259
1.274,0.758964
1.275,0.760954
1.276,0.761118
1.277,0.760411
1.278,0.761067
1.279,0.762239
1.28,0.762517
1.281,0.762699
1.282,0.763503
1.283,0.763807
1.284,0.76474
1.285,0.765096
1.286,0.765361
1.287,0.765594
1.288,0.765076
1.289,0.76614
1.29,0.766737
1.291,0.767084
1.292,0.767677
1.293,0.7684
1.294,0.768771
1.295,0.769464
1.296,0.769708
1.297,0.769257
1.298,0.770859
1.299,0.771217
1.3,0.771586
1.301,0.772755
1.302,0.772719
1.303,0.772696
1.304,0.773598
1.305,0.773636
1.306,0.773813
1.307,0.773927
1.308,0.774729
1.309,0.774836
1.31,0.775722
1.311,0.776024
1.312,0.77627
1.313,0.777454
1.314,0.777969
1.315,0.778629
1.316,0.77821
1.317,0.77861
1.318,0.779027
1.319,0.780006
1.32,0.779925
1.321,0.779845
1.322,0.780559
1.323,0.780914
1.324,0.781844
1.325,0.78206
1.326,0.782866
1.327,0.782515
1.328,0.782908
1.329,0.783222
1.33,0.783862
1.331,0.783945
1.332,0.784063
1.333,0.784882
1.334,0.785754
1.335,0.785916
1.336,0.786622
1.337,0.787189
1.338,0.786432
1.339,0.787351
1.34,0.787352
1.341,0.78767
1.342,0.787832
1.343,0.78849
1.344,0.788247
1.345,0.78889
1.346,0.789166
1.347,0.789928
1.348,0.789395
1.349,0.790409
1.35,0.790621
1.351,0.791807
1.352,0.791609
1.353,0.792099
1.354,0.792616
1.355,0.792752
1.356,0.793084
1.357,0.793256
1.358,0.793771
1.359,0.794221
1.36,0.794225
1.361,0.794587
1.362,0.794941
1.363,0.79534
1.364,0.795586
1.365,0.795997
1.366,0.796417
1.367,0.796347
1.368,0.796302
1.369,0.796729
1.37,0.796478
1.371,0.796641
1.372,0.796719
1.373,0.796526
1.374,0.79667
1.375,0.796721
1.376,0.79685
1.377,0.796637
1.378,0.796739
1.379,0.797123
1.38,0.797118
1.381,0.796895
1.382,0.796822
1.383,0.796825
1.384,0.79661
1.385,0.796643
1.386,0.796896
1.387,0.797029
1.388,0.796747
1.389,0.796919
1.39,0.797176
1.391,0.796858
1.392,0.797401
1.393,0.797466
1.394,0.797509
1.395,0.797934
1.396,0.79803
1.397,0.798178
1.398,0.798346
1.399,0.798469
1.4,0.798783
1.401,0.799025
1.402,0.799056
1.403,0.799275
1.404,0.799525
1.405,0.799504
1.406,0.79966
1.407,0.800035
1.408,0.799806
1.409,0.799958
1.41,0.799691
1.411,0.799783
1.412,0.800832
1.413,0.80047
1.414,0.80024
1.415,0.800774
1.416,0.80128
1.417,0.801729
1.418,0.802029
1.419,0.801927
1.42,0.80194
1.421,0.802234
1.422,0.802964
1.423,0.8033
1.424,0.803722
1.425,0.804488
1.426,0.804023
1.427,0.804161
1.428,0.804148
1.429,0.804311
1.43,0.805172
1.431,0.805626
1.432,0.805751
1.433,0.806455
1.434,0.806786
1.435,0.80619
1.436,0.806276
1.437,0.80712
1.438,0.807704
1.439,0.807889
1.44,0.807637
1.441,0.807794
1.442,0.808127
1.443,0.808958
1.444,0.809164
1.445,0.808745
1.446,0.809105
1.447,0.809474
1.448,0.810162
1.449,0.809934
1.45,0.810143
1.451,0.810532
1.452,0.810788
1.453,0.810664
1.454,0.811203
1.455,0.81185
1.456,0.811536
1.457,0.81139
1.458,0.811983
1.459,0.812395
1.46,0.812869
1.461,0.813061
1.462,0.812911
1.463,0.813066
1.464,0.813141
1.465,0.813663
1.466,0.813666
1.467,0.813894
1.468,0.814166
1.469,0.814366
1.47,0.815028
1.471,0.81501
1.472,0.815007
1.473,0.816184
1.474,0.816471
1.475,0.817158
1.476,0.816971
1.477,0.816961
1.478,0.817533
1.479,0.816834
1.48,0.818033
1.481,0.818378
1.482,0.817702
1.483,0.818427
1.484,0.81776
1.485,0.81849
1.486,0.819039
1.487,0.819248
1.488,0.819682
1.489,0.820735
1.49,0.819819
1.491,0.819889
1.492,0.820917
1.493,0.820921
1.494,0.821173
1.495,0.821459
1.496,0.820913
1.497,0.820822
1.498,0.821611
1.499,0.821706
1.5,0.822051
1.501,0.823124
1.502,0.822912
1.503,0.822681
1.504,0.822834
1.505,0.823435
1.506,0.822862
1.507,0.824
1.508,0.823732
1.509,0.823634
1.51,0.823867
1.511,0.824177
1.512,0.824039
1.513,0.823977
1.514,0.825216
1.515,0.82526
1.516,0.82605
1.517,0.825464
1.518,0.826307
1.519,0.825564
1.52,0.825971
1.521,0.826273
1.522,0.826509
1.523,0.826457
1.524,0.826839
1.525,0.826764
1.526,0.827237
1.527,0.826815
1.528,0.827466
1.529,0.828097
1.53,0.828199
1.531,0.828619
1.532,0.828343
1.533,0.828396
1.534,0.829207
1.535,0.829061
1.536,0.828578
1.537,0.829227
1.538,0.829192
1.539,0.829545
1.54,0.829328
1.541,0.829424
1.542,0.829259
1.543,0.829454
1.544,0.829481
1.545,0.830081
1.546,0.829797
1.547,0.829945
1.548,0.830859
1.549,0.831116
1.55,0.831366
1.551,0.830769
1.552,0.830238
1.553,0.831044
1.554,0.831757
1.555,0.831689
1.556,0.831602
1.557,0.832004
1.558,0.831607
1.559,0.831503
1.56,0.831761
1.561,0.83201
1.562,0.832077
1.563,0.832098
1.564,0.832702
1.565,0.832534
1.566,0.833004
1.567,0.832819
1.568,0.832232
1.569,0.832654
1.57,0.833134
1.571,0.833285
1.572,0.834186
1.573,0.834312
1.574,0.834016
1.575,0.833799
1.576,0.833637
1.577,0.834301
1.578,0.834412
1.579,0.834178
1.58,0.834419
1.581,0.834213
1.582,0.833898
1.583,0.833859
1.584,0.834405
1.585,0.834872
1.586,0.834435
1.587,0.834672
1.588,0.835271
1.589,0.835158
1.59,0.835186
1.591,0.835412
1.592,0.835618
1.593,0.835552
1.594,0.835421
1.595,0.835327
1.596,0.835917
1.597,0.835728
1.598,0.835573
1.599,0.835777
1.6,0.835485
1.601,0.835132
1.602,0.835305
1.603,0.835517
1.604,0.835778
1.605,0.835624
1.606,0.835253
1.607,0.835759
1.608,0.836117
1.609,0.836243
1.61,0.8362
1.611,0.836042
1.612,0.836242
1.613,0.836079
1.614,0.836621
1.615,0.837109
1.616,0.837157
1.617,0.836982
1.618,0.836615
1.619,0.836608
1.62,0.836831
1.621,0.836603
1.622,0.836954
1.623,0.837333
1.624,0.837475
1.625,0.837283
1.626,0.83722
1.627,0.837027
1.628,0.837343
1.629,0.837263
1.63,0.836915
1.631,0.836673
1.632,0.837566
1.633,0.838315
1.634,0.837998
1.635,0.83836
1.636,0.838438
1.637,0.837675
1.638,0.837379
1.639,0.83791
1.64,0.837577
1.641,0.836994
1.642,0.837699
1.643,0.837541
1.644,0.838316
1.645,0.837931
1.646,0.8376
1.647,0.837891
1.648,0.838158
1.649,0.837857
1.65,0.837713
1.651,0.8382
1.652,0.838588
1.653,0.838513
1.654,0.838294
1.655,0.838124
1.656,0.838142
1.657,0.837913
1.658,0.837942
1.659,0.838131
1.66,0.837586
1.661,0.837613
1.662,0.837675
1.663,0.837573
1.664,0.837001
1.665,0.837384
1.666,0.837771
1.667,0.837496
1.668,0.837662
1.669,0.838046
1.67,0.837977
1.671,0.837782
1.672,0.837898
1.673,0.837932
1.674,0.838209
1.675,0.837859
1.676,0.837899
1.677,0.837823
1.678,0.837521
1.679,0.837085
1.68,0.838281
1.681,0.837811
1.682,0.837672
1.683,0.837575
1.684,0.837278
1.685,0.837584
1.686,0.838247
1.687,0.837151
1.688,0.837222
1.689,0.837025
1.69,0.836194
1.691,0.836478
1.692,0.836745
1.693,0.836914
1.694,0.836073
1.695,0.836829
1.696,0.837658
1.697,0.836917
1.698,0.837146
1.699,0.836907
1.7,0.837713
1.701,0.836655
1.702,0.835807
1.703,0.835419
1.704,0.836939
1.705,0.835996
1.706,0.837584
1.707,0.83696
1.708,0.835771
1.709,0.836346
1.71,0.836509
1.711,0.836374
1.712,0.835645
1.713,0.835528
1.714,0.837098
1.715,0.836367
1.716,0.835944
1.717,0.836418
1.718,0.835997
1.719,0.835144
1.72,0.835917
1.721,0.835775
1.722,0.834971
1.723,0.835385
1.724,0.835146
1.725,0.83461
1.726,0.834349
1.727,0.835174
1.728,0.834442
1.729,0.834501
1.73,0.83562
1.731,0.834916
1.732,0.833309
1.733,0.833156
1.734,0.832818
1.735,0.832941
1.736,0.83277
1.737,0.832789
1.738,0.832939
1.739,0.831862
1.74,0.83258
1.741,0.831568
1.742,0.83295
1.743,0.833082
1.744,0.833099
1.745,0.831724
1.746,0.831001
1.747,0.830943
1.748,0.831027
1.749,0.829881
1.75,0.829216
1.751,0.830567
1.752,0.829953
1.753,0.830316
1.754,0.829439
1.755,0.829189
1.756,0.829282
1.757,0.829421
1.758,0.829387
1.759,0.829388
1.76,0.828392
1.761,0.827477
1.762,0.8279
1.763,0.828273
1.764,0.827636
1.765,0.827201
1.766,0.827335
1.767,0.828211
1.768,0.827387
1.769,0.826516
1.77,0.826507
1.771,0.826096
1.772,0.82645
1.773,0.826286
1.774,0.826047
1.775,0.825062
1.776,0.824904
1.777,0.825348
1.778,0.825416
1.779,0.826641
1.78,0.826438
1.781,0.826039
1.782,0.824354
1.783,0.824603
1.784,0.824715
1.785,0.824658
1.786,0.824843
1.787,0.823826
1.788,0.823078
1.789,0.823562
1.79,0.823945
1.791,0.823465
1.792,0.823194
1.793,0.823281
1.794,0.822469
1.795,0.821837
1.796,0.822171
1.797,0.822381
1.798,0.822052
1.799,0.822008
1.8,0.82157
1.801,0.821011
1.802,0.820983
1.803,0.821701
1.804,0.82219
1.805,0.821355
1.806,0.820809
1.807,0.820747
1.808,0.820049
1.809,0.818861
1.81,0.81957
1.811,0.820296
1.812,0.820348
1.813,0.820699
1.814,0.820536
1.815,0.819471
1.816,0.818173
1.817,0.818618
1.818,0.818198
1.819,0.818116
1.82,0.817537
1.821,0.818081
1.822,0.818919
1.823,0.818677
1.824,0.817708
1.825,0.816372
1.826,0.816225
1.827,0.816759
1.828,0.815125
1.829,0.814136
1.83,0.816512
1.831,0.816882
1.832,0.816263
1.833,0.816244
1.834,0.816393
