EK-OL_5,
0.79559,0.352610879
0.802368314,0.352783626
0.812880617,0.352859368
0.820232748,0.352793388
0.830171234,0.352103885
0.837246495,0.351664251
0.843201307,0.353375156
0.84712502,0.355053356
0.85511093,0.357935398
0.864752467,0.360537033
0.874676739,0.360792173
0.882043084,0.359733741
0.889138424,0.361938509
0.899333701,0.362516068
0.907853546,0.361948736
0.916624318,0.359896063
0.924867293,0.358542733
0.933914934,0.357993182
0.943582415,0.354568442
0.951205551,0.35173975
0.958894787,0.349453859
0.968496168,0.346012208
0.977609909,0.344910351
0.986834701,0.340702765
0.995474343,0.336951079
1.003077401,0.334270277
1.008234654,0.331835101
1.014189465,0.330130705
1.020368018,0.329594517
1.026949775,0.328999244
1.0320539,0.329002033
1.037658635,0.329125883
1.046515585,0.329009936
1.054949252,0.329517797
1.06097727,0.329587055
1.066932081,0.330159526
1.072239868,0.332443549
1.079692391,0.334720233
1.085647203,0.337000354
1.089530485,0.340915057
1.093303389,0.343265922
1.100959575,0.344977756
1.106821102,0.349625606
1.112018511,0.352383617
1.117973322,0.355802171
1.125334287,0.357980918
1.129032258,0.363777249
1.135837757,0.366057835
1.141402335,0.369198076
1.14774738,0.373464161
1.154552879,0.374606313
1.158692952,0.377000269
1.164761127,0.379734842
1.169014564,0.38258325
1.175646739,0.384382248
1.180073499,0.388850678
1.188580373,0.389424543
1.193274186,0.392556846
1.197937934,0.395121824
1.203892745,0.397401945
1.210564802,0.400215614
1.215802368,0.402531404
1.220906492,0.404241843
1.22852908,0.405672155
1.232816115,0.407663652
1.242173676,0.411084066
1.245146036,0.413764244
1.251531237,0.415642913
1.258336736,0.417923499
1.263783973,0.419439706
1.271947734,0.421346237
1.279072322,0.427161124
1.283006669,0.430459749
1.290662856,0.433310016
1.297017886,0.436549315
1.300020416,0.439576514
1.30852729,0.441288813
1.315775586,0.444693342
1.319586226,0.448694674
1.322138288,0.453819019
1.330251799,0.455612232
1.334898598,0.45951816
1.340002722,0.461797816
1.348889736,0.465692883
1.355315095,0.466929134
1.361269906,0.470347688
1.366543093,0.473480563
1.372328842,0.477753549
1.377707431,0.484098869
1.38253709,0.488005029
1.386790527,0.491991871
1.39447409,0.497080002
1.401252212,0.499968808
1.408908398,0.503388292
1.412127447,0.507971541
1.415713897,0.512499479
1.419967334,0.516486321
1.423339417,0.519517843
1.430175582,0.5233225
1.436981081,0.52844917
1.440058443,0.531813699
1.447189329,0.536423783
1.454845515,0.53927405
1.45734906,0.542627811
1.464203076,0.546678982
1.470260884,0.55264045
1.47270995,0.556929532
1.478664761,0.560348086
1.482067511,0.563765246
1.48721467,0.566548255
1.491425071,0.569462527
1.497379883,0.572881082
1.504767266,0.577338606
1.510140193,0.579149439
1.51439363,0.583136281
1.516112974,0.58780194
1.520348442,0.592247003
1.525452566,0.596234309
1.532799024,0.600325786
1.542466313,0.603074207
1.55008964,0.60836702
1.55607731,0.612189113
1.55948006,0.615606273
1.564961989,0.618896639
1.571389683,0.622443382
1.57564312,0.626430224
1.583099,0.628894796
1.590955492,0.632130759
1.596910304,0.635549313
1.600389616,0.637031646
1.607118552,0.639539409
1.613924051,0.641250778
1.617343403,0.643962862
1.621580237,0.648085563
1.627535048,0.649796467
1.63497085,0.651966716
1.640295359,0.655495608
1.647100857,0.65834541
1.653349687,0.658993539
1.660711855,0.661768149
1.668897136,0.664945274
1.67517354,0.667468219
1.681128352,0.670317556
1.6868427,0.671931101
1.693037975,0.673170148
1.698992786,0.675450269
1.704133317,0.677342881
1.710902409,0.679441295
1.716006533,0.6800133
1.721423934,0.681607263
1.725364094,0.682864498
1.73302028,0.684576332
1.73871455,0.684533015
1.744929903,0.684013623
1.74918334,0.686862031
1.756005167,0.689323288
1.761092963,0.691422273
1.767047775,0.691994744
1.773295784,0.692583697
1.778957398,0.694278119
1.784912209,0.69485059
1.790586401,0.695366024
1.795971145,0.695995066
1.801925956,0.698275187
1.807877018,0.698530817
1.812984892,0.69828123
1.819790391,0.698284949
1.825167634,0.699544238
1.829998639,0.699998178
1.83595345,0.701709082
1.842458251,0.702565606
1.847863073,0.703992457
1.853817885,0.705134145
1.859748868,0.706065057
1.865727508,0.706848303
1.872533007,0.707990455
1.877039485,0.709421082
1.883591942,0.710842582
1.887845379,0.71198334
1.894330101,0.71354204
1.900605689,0.713128746
1.905709814,0.711423885
1.911620718,0.711161076
1.918470124,0.711430858
1.923574248,0.713710514
1.927823114,0.714645222
1.932931809,0.716561711
1.939737308,0.717703864
1.946201952,0.7194508
1.950796243,0.719986774
1.955900367,0.72226643
1.963492568,0.724097648
1.968660678,0.725688703
1.972914115,0.726829461
1.980783185,0.727071208
1.986525112,0.727406116
1.992479924,0.727978586
1.998073802,0.731479015
2.001837485,0.732537434
2.007792296,0.735386772
2.015364419,0.73593463
2.019701919,0.73539328
2.026507418,0.738243082
2.031644545,0.740051621
2.035864979,0.74280193
2.04181979,0.743374401
2.049945652,0.743066711
2.057132163,0.743382768
2.062236287,0.744523991
2.065769186,0.747455276
2.072444535,0.750221737
2.079250034,0.753071539
2.084526886,0.754091749
2.089458282,0.754215551
2.096263781,0.756496137
2.101817502,0.758499557
2.107322717,0.761055914
2.113277528,0.762197602
2.119108119,0.764437228
2.125187151,0.766188627
2.131141963,0.767330314
2.136398736,0.768271336
2.143902273,0.769044937
2.14815571,0.769047262
2.153689353,0.768711058
2.162617395,0.768485948
2.169422894,0.767351233
2.172453601,0.766038074
2.176228393,0.765647301
2.179631142,0.765079944
2.187615638,0.764972666
2.192391452,0.765086917
2.198346264,0.763951737
2.205561203,0.764580086
2.209405199,0.764526997
2.215360011,0.762822601
2.22285182,0.763968027
2.227269634,0.764536759
2.232373758,0.766247199
2.240142436,0.766941587
2.248536818,0.766256031
2.257433053,0.76738131
2.26384919,0.767972049
2.27472367,0.770689527
2.28001225,0.771965398
2.286817749,0.771969117
2.293024777,0.772649421
2.300428746,0.774822639
2.309304903,0.776301989
2.318293181,0.778816918
2.32659552,0.781235687
2.335306928,0.782810732
2.343886137,0.785500069
2.351469988,0.786804082
2.361176754,0.787565272
2.369334422,0.789090711
2.37846737,0.789487051
2.386348169,0.790807658
2.395757987,0.791552254
2.405913978,0.791956784
2.413048604,0.79108362
2.422077038,0.791965616
2.430339221,0.79432354
2.437389411,0.794820067
2.447629837,0.794974984
2.454403158,0.795398581
2.464920454,0.795366899
2.475670342,0.795979419
2.482211071,0.794898265
2.490132027,0.794279671
2.498715751,0.795495325

