EK-OL_0,
0.365115013,0.603000063
0.366816388,0.613816111
0.368517762,0.619509208
0.371498328,0.625206457
0.373621887,0.629757899
0.375323261,0.634312563
0.37747145,0.639800267
0.379576698,0.646268439
0.382187072,0.650237183
0.383830135,0.654809015
0.38553151,0.659363678
0.387295664,0.664727012
0.390635634,0.667904719
0.39488907,0.673599211
0.400656595,0.675953315
0.404246631,0.681004142
0.40733706,0.685861241
0.407649381,0.702636238
0.408500068,0.691821585
0.409278787,0.698050592
0.415305567,0.70833259
0.421483929,0.712426452
0.428065877,0.716308597
0.433170001,0.71915747
0.438774545,0.722929811
0.446780999,0.725426292
0.456892464,0.726547976
0.457839935,0.730555286
0.462093371,0.736818995
0.470421614,0.741044119
0.474002994,0.745932971
0.478256431,0.748781379
0.485406815,0.753217913
0.492718116,0.756189099
0.49782224,0.758468755
0.501528602,0.761883693
0.502075677,0.765870897
0.505478427,0.770995708
0.50746545,0.775843268
0.508881176,0.781243469
0.5139853,0.785799992
0.519568882,0.782651402
0.524193548,0.786374787
0.53014836,0.790362558
0.535182833,0.79195067
0.540356608,0.794352654
0.545460732,0.797770744
0.552847705,0.80306413
0.557370355,0.806315503
0.562474479,0.807456726
0.570811983,0.806905436
0.578637539,0.805757908
0.588102599,0.803998581
0.595651286,0.801782687
0.601606098,0.800078291
0.605393216,0.798127615
0.610112971,0.795529206
0.616067783,0.792686376
0.622683833,0.790200895
0.627126718,0.787000251
0.630529468,0.784725244
0.638627129,0.783052029
0.644991153,0.784733146
0.651796652,0.784736865
0.657920014,0.785260044
0.665407649,0.783605869
0.67384834,0.782639294
0.682421397,0.781907516
0.687525521,0.781341089
0.69251996,0.779550498
0.698584456,0.777931831
0.700285831,0.77451746
0.705501957,0.768589015
0.708792705,0.764845424
0.715598203,0.760864626
0.721228257,0.758646138
0.724105077,0.75631554
0.727507826,0.752902099
0.734286905,0.748142814
0.739417449,0.746078006
0.744521573,0.741527061
0.746222948,0.733558956
0.746861899,0.737386854
0.749625698,0.729007081
0.75472127,0.725253831
0.758132571,0.722181129
0.759833946,0.719335975
0.763236695,0.715353317
0.765603476,0.711097503
0.771743569,0.707958148
0.776847693,0.704545636
0.77769838,0.700561584
0.779242508,0.697879479
0.782802504,0.694302989
0.788757316,0.693167809
0.793010753,0.691462483
0.79386144,0.68577078
0.79421461,0.682095601
0.798114877,0.67780407
0.798965564,0.672681584
0.801877497,0.668196552
0.807472438,0.665855632
0.811725875,0.664150306
0.816417334,0.660447609
0.819382061,0.657323888
0.824486185,0.65504981
0.827888934,0.652205586
0.832529045,0.64959677
0.835545121,0.647086819
0.839798557,0.644243059
0.843201307,0.640260401
0.845398766,0.636962705
0.850006806,0.635141169
0.858513679,0.634576601
0.863180593,0.634238388
0.868721927,0.631736096
0.875527426,0.629462948
0.88047121,0.625498927
0.885735674,0.623207142
0.890839799,0.61979463
0.895502257,0.615297092
0.901048047,0.612969607
0.907002858,0.610695994
0.912694632,0.606622716
0.917211107,0.604440188
0.921464543,0.601596429
0.923165918,0.598751275
0.925793584,0.594288972
0.930822104,0.59135564
0.935075541,0.587942664
0.936776916,0.583959077
0.938827041,0.580513375
0.940179665,0.577699552
0.943582415,0.574286111
0.946985164,0.572011103
0.952253467,0.566548088
0.95464135,0.562907819
0.957193412,0.558355479
0.960505807,0.5555235
0.963148224,0.553235782
0.966550973,0.547545474
0.972949812,0.543303341
0.977609909,0.540151699
0.982714033,0.537308405
0.986485395,0.531390548
0.987818157,0.526496075
0.991288344,0.520656237
0.995474343,0.517392791
0.998877093,0.514548567
1.001295944,0.509731944
1.005682592,0.506583251
1.013338778,0.503741351
1.017448823,0.501118667
1.022696339,0.49919273
1.029501837,0.496350365
1.032904587,0.492936924
1.034613128,0.488469105
1.038859398,0.487248011
1.046565922,0.485407941
1.054171771,0.484410294
1.061236749,0.4858542
1.065230706,0.485554771
1.072036205,0.486696923
1.078527365,0.488301869
1.084796516,0.490119197
1.091602014,0.49467665
1.095817982,0.497108035
1.100108888,0.499804249
1.106914387,0.502654052
1.113108599,0.505818584
1.119674697,0.508353192
1.124778821,0.510632848
1.128642415,0.513268286
1.130733633,0.517466703
1.13498707,0.520315111
1.143493943,0.523165844
1.146117958,0.526394168
1.151150129,0.530000628
1.156254253,0.532280285
1.163408575,0.53505691
1.168163876,0.53797896
1.174969375,0.540259546
1.180699192,0.541759513
1.186878998,0.543681355
1.19283381,0.544823042
1.197989808,0.546071703
1.204743433,0.547106417
1.210698244,0.548817321
1.215280425,0.551005401
1.220906492,0.553376634
1.226861304,0.555087538
1.232571042,0.556799647
1.237069552,0.55964685
1.246427113,0.560790397
1.249861659,0.562354852
1.256635361,0.563642059
1.262590173,0.56421453
1.267489106,0.566616004
1.271947734,0.569911811
1.276201171,0.573329436
1.284442892,0.574708277
1.289812168,0.576752174
1.297468354,0.579033225
1.300723018,0.580307323
1.307676603,0.583592537
1.313631414,0.587011092
1.320246694,0.591261527
1.326391725,0.594987099
1.329794474,0.597835043
1.334047911,0.600683451
1.336314742,0.603325954
1.340002722,0.605809655
1.344256159,0.608658063
1.349360283,0.609799286
1.353605359,0.612275545
1.358717844,0.615496567
1.364672656,0.618345905
1.370699492,0.622097528
1.372328842,0.625749906
1.374880904,0.629166602
1.379134341,0.632584226
1.384256907,0.635278499
1.387641214,0.637142609
1.392745338,0.640560699
1.396148088,0.643408642
1.399877407,0.645515609
1.402102899,0.650242497
1.405505649,0.655367307
1.414122518,0.656277859
1.416564584,0.668465336
1.417415272,0.658789116
1.418265959,0.663912531
1.4218509,0.670726547
1.426772832,0.674163082
1.432727644,0.677581636
1.436652715,0.680507438
1.442085205,0.683848134
1.446338642,0.687265759
1.452293453,0.690115097
1.453868481,0.692856495
1.459098952,0.6963802
1.460800327,0.700934864
1.466361139,0.704074811
1.468456513,0.706631215
1.47270995,0.711187273
1.479145716,0.715370918
1.482918198,0.719731103
1.486320947,0.723148263
1.490227429,0.726902745
1.494827821,0.729414296
1.500782632,0.731694417
1.507649036,0.735896231
1.511841568,0.738531061
1.51439363,0.74308619
1.516556323,0.747470694
1.520348442,0.752196912
1.524601878,0.755614537
1.52715394,0.757892798
1.533008607,0.758698687
1.538212876,0.763021792
1.541615625,0.765869735
1.54900142,0.768726318
1.554375936,0.771568876
1.562032122,0.776126794
1.564825962,0.779773614
1.566285559,0.784098152
1.573091058,0.786947955
1.579045869,0.788658859
1.582924347,0.788818598
1.587552743,0.792078808
1.592656867,0.794358465
1.596059616,0.796637191
1.601044564,0.799623868
1.605417177,0.801196039
1.611371989,0.804045376
1.616206601,0.806194831
1.620729549,0.809173441
1.625833674,0.811453097
1.631788485,0.813733218
1.63497085,0.814849413
1.641146046,0.817153632
1.648802232,0.819434682
1.653349687,0.819673379
1.660711855,0.821718057
1.670285625,0.823318022
1.674322853,0.825140796
1.681128352,0.826852165
1.686633117,0.826096646
1.6913366,0.828565393
1.696440724,0.83084505
1.703122826,0.830588249
1.705798285,0.83312703
1.711753097,0.834268718
1.716006533,0.835409475
1.721423934,0.835980092
1.725364094,0.835983806
1.731318906,0.836556276
1.73871455,0.836945706
1.744079216,0.836563249
1.750034027,0.836566503
1.755668337,0.836476888
1.76194365,0.838280661
1.767047775,0.838283451
1.772667034,0.837257483
1.779808085,0.83885964
1.784912209,0.84057008
1.790586401,0.840894327
1.79426977,0.840575193
1.801925956,0.841148593
1.807877018,0.839517337
1.812984892,0.83887777
1.818939703,0.838311807
1.825504464,0.838017594
1.829998639,0.83831785
1.836804138,0.838321569
1.842458251,0.840205549
1.847012386,0.840034797
1.852967197,0.840038051
1.859748868,0.841266779
1.865727508,0.841183458
1.870831632,0.841186247
1.877039485,0.841276227
1.882741255,0.841192755
1.888696066,0.841196009
1.894330101,0.841237867
1.899755002,0.841202052
1.904859126,0.839497191
1.911620718,0.837709506
1.918470124,0.837796978
1.923574248,0.837799767
1.928911335,0.837862379
1.933782496,0.839512996
1.940587995,0.841224365
1.946201952,0.840931555
1.951646931,0.841230408
1.957601742,0.841233662
1.963492568,0.841466894
1.969511365,0.84124017
1.974615489,0.842381393
1.980783185,0.84291059
1.986525112,0.843526334
1.992479924,0.843529588
1.998073802,0.843876203
2.004389547,0.84467453
2.009493671,0.845246536
2.015364419,0.846897571
2.020552607,0.847529446
2.025656731,0.848101452
2.032655035,0.850110172
2.037566354,0.850384827
2.043521165,0.850388081
2.049945652,0.851174817
2.055430788,0.851533022
2.0613856,0.853813143
2.067236269,0.855483593
2.072444535,0.855526837
2.081802096,0.856670384
2.084526886,0.858457152
2.088607595,0.860089403
2.096263781,0.861801237
2.101817502,0.862625918
2.109024091,0.86351586
2.114128216,0.864087866
2.119108119,0.864834546
2.123485777,0.865231413
2.131141963,0.864097163
2.136676125,0.863752993
2.141350211,0.865241175
2.14815571,0.866952544
2.153689353,0.866048649
2.158363958,0.865250472
2.165169457,0.863546541
2.17206819,0.861461745
2.17707908,0.860137748
2.182183204,0.85786367
2.187615638,0.856170881
2.191540765,0.8550227
2.197495576,0.85388752
2.205561203,0.852642877
2.210255887,0.851617626
2.216210698,0.85162088
2.22285182,0.852508901
2.230672383,0.852767216
2.235776507,0.852770005
2.240142436,0.850606019
2.245984756,0.8499295
2.251939567,0.849932754
2.257433053,0.848771435
2.262998503,0.849938797
2.268953314,0.850511268
2.27472367,0.852011355
2.280862937,0.85336386
2.285967061,0.853935865
2.292014287,0.854124367
2.29617531,0.853941444
2.301279434,0.853375016
2.309304903,0.853034225
2.315741119,0.853952135
2.32169593,0.855093823
2.32659552,0.855816552
2.332754866,0.85794595
2.336157615,0.85965546
2.343886137,0.858981345
2.348917926,0.860231649
2.355723425,0.860804585
2.361176754,0.861763671
2.367633048,0.861949526
2.372737172,0.862521532
2.37874476,0.860327775
2.385497482,0.861959288
2.391452293,0.861962542
2.395757987,0.860416618
2.401660542,0.862537337
2.406764666,0.86197091
2.413048604,0.860023112
2.417823601,0.861976953
2.422927726,0.861410525
2.430339221,0.860749684
2.433986661,0.860847352
2.441642847,0.859713102
2.447293007,0.859017362
2.452701783,0.859719145
2.460357969,0.858584895
2.465575402,0.857988092
2.472267592,0.85745297
2.478222404,0.85631779
2.481503728,0.854490858
2.490132027,0.855185864
2.497929813,0.856691045

