OC-LP-A3_2,
2.06,0.207502696
2.07,0.207663084
2.08,0.207817481
2.09,0.208090273
2.1,0.208364171
2.11,0.208571142
2.12,0.208560892
2.13,0.208325435
2.14,0.207864609
2.15,0.207311351
2.16,0.206823679
2.17,0.206565016
2.18,0.206476412
2.19,0.206578994
2.2,0.206680667
2.21,0.206879468
2.22,0.206950966
2.23,0.207114132
2.24,0.207232862
2.25,0.20745503
2.26,0.207849027
2.27,0.2083242
2.28,0.20872583
2.29,0.208642971
2.3,0.208302005
2.31,0.207743746
2.32,0.207380098
2.33,0.207090152
2.34,0.20709497
2.35,0.207217789
2.36,0.207233269
2.37,0.207020479
2.38,0.206689653
2.39,0.206581216
2.4,0.206340782
2.41,0.206138081
2.42,0.205853437
2.43,0.205715919
2.44,0.205696189
2.45,0.205686424
2.46,0.205639746
2.47,0.205350622
2.48,0.205269904
2.49,0.205369003
2.5,0.205638814
