KC_OL_arm_1,
W,R
2.3138,0.79098
2.3148,0.79134
2.3159,0.79274
2.3169,0.7942
2.3179,0.79518
2.319,0.79571
2.32,0.79647
2.321,0.79733
2.3221,0.79796
2.3231,0.7982
2.3242,0.79833
2.3252,0.79869
2.3262,0.79873
2.3273,0.79884
2.3283,0.79889
2.3294,0.79877
2.3304,0.79868
2.3315,0.79867
2.3325,0.79875
2.3336,0.79882
2.3346,0.79864
2.3357,0.79832
2.3367,0.79808
2.3378,0.79808
2.3388,0.7982
2.3399,0.7985
2.341,0.79862
2.342,0.79835
2.3431,0.79798
2.3441,0.79768
2.3452,0.7972
2.3462,0.79689
2.3473,0.79677
2.3484,0.79636
2.3494,0.79578
2.3505,0.79553
2.3516,0.7956
2.3526,0.7958
2.3537,0.79641
2.3548,0.7973
2.3558,0.79803
2.3569,0.79833
2.358,0.79853
2.3591,0.79902
2.3601,0.7998
2.3612,0.80016
2.3623,0.80044
2.3634,0.80063
2.3644,0.80052
2.3655,0.80018
2.3666,0.79984
2.3677,0.79984
2.3688,0.80014
2.3698,0.80021
2.3709,0.79976
2.372,0.7993
2.3731,0.79912
2.3742,0.79923
2.3753,0.79948
2.3764,0.79968
2.3774,0.79977
2.3785,0.79972
2.3796,0.79922
2.3807,0.79863
2.3818,0.79823
2.3829,0.79798
2.384,0.79785
2.3851,0.79794
2.3862,0.79819
2.3873,0.7983
2.3884,0.7983
2.3895,0.79863
2.3906,0.79938
2.3917,0.79979
2.3928,0.79946
2.3939,0.79892
2.395,0.79864
2.3961,0.79865
2.3972,0.7987
2.3983,0.79885
2.3994,0.79881
2.4006,0.79857
2.4017,0.79836
2.4028,0.79835
2.4039,0.79835
2.405,0.7984
2.4061,0.79834
2.4072,0.79847
2.4084,0.79861
2.4095,0.79849
2.4106,0.79852
2.4117,0.7988
2.4128,0.79903
2.414,0.79907
2.4151,0.79898
2.4162,0.79891
2.4173,0.79891
2.4185,0.79887
2.4196,0.79893
2.4207,0.79907
2.4219,0.79871
2.423,0.79819
2.4241,0.79809
2.4253,0.79837
2.4264,0.79894
2.4275,0.79903
2.4287,0.79859
2.4298,0.79803
2.4309,0.79755
2.4321,0.7972
2.4332,0.79721
2.4344,0.79716
2.4355,0.79726
2.4367,0.79731
2.4378,0.79749
2.4389,0.79776
2.4401,0.79752
2.4412,0.7971
2.4424,0.79697
2.4435,0.79698
2.4447,0.7967
2.4458,0.79667
2.447,0.79632
2.4482,0.79625
2.4493,0.79603
2.4505,0.7955
2.4516,0.79538
2.4528,0.79545
2.454,0.79616
2.4551,0.79655
2.4563,0.79643
2.4574,0.79625
2.4586,0.79593
2.4598,0.79555
2.4609,0.79556
2.4621,0.79588
2.4633,0.79596
2.4645,0.79597
2.4656,0.79556
2.4668,0.79566
2.468,0.79551
2.4691,0.79556
2.4703,0.79606
2.4715,0.79645
2.4727,0.79629
2.4739,0.79662
2.475,0.7964
2.4762,0.79606
2.4774,0.79697
2.4786,0.79754
2.4798,0.79663
2.481,0.79628
2.4821,0.79643
2.4833,0.79728
2.4845,0.7976
2.4857,0.7977
2.4869,0.79777
2.4881,0.79677
2.4893,0.79858
2.4905,0.79797
2.4917,0.79742
2.4929,0.79884
2.4929,0.79956
2.4941,0.80107
2.4953,0.80283
2.4965,0.80354
2.4977,0.80261
2.4989,0.80175
2.5001,0.80276
2.5013,0.80415
2.5025,0.8043
2.5037,0.80406
2.5049,0.80391
2.5061,0.80372
2.5074,0.80439
2.5086,0.80587
2.5098,0.80678
2.511,0.80628
2.5122,0.8042
2.5134,0.8022
2.5146,0.80314
2.5159,0.80638
2.5171,0.80851
2.5183,0.80878
2.5195,0.80881
2.5208,0.80947
2.522,0.81078
2.5232,0.81218
2.5244,0.81269
2.5257,0.81211
2.5269,0.81104
2.5281,0.81035
2.5294,0.81073
2.5306,0.81167
2.5318,0.81214
2.5331,0.81224
2.5343,0.81242
2.5356,0.81259
2.5368,0.81268
2.538,0.81272
2.5393,0.81268
2.5405,0.81256
2.5418,0.8122
2.543,0.812
2.5443,0.81256
2.5455,0.81314
2.5468,0.81279
2.548,0.81239
2.5493,0.81303
2.5505,0.81432
2.5518,0.81573
2.553,0.81699
2.5543,0.81716
2.5555,0.81582
2.5568,0.81432
2.5581,0.81465
2.5593,0.81687
2.5606,0.81872
2.5619,0.8187
2.5631,0.81823
2.5644,0.81888
2.5657,0.81994
2.5669,0.82032
2.5682,0.82035
2.5695,0.82045
2.5708,0.82072
2.572,0.82134
2.5733,0.82191
2.5746,0.82194
2.5759,0.82205
2.5771,0.82284
2.5784,0.82353
2.5797,0.82361
2.581,0.82372
2.5823,0.82412
2.5836,0.8243
2.5848,0.82389
2.5861,0.82312
2.5874,0.82271
2.5887,0.82321
2.59,0.82415
2.5913,0.82479
2.5926,0.82514
2.5939,0.82536
2.5952,0.82553
2.5965,0.82622
2.5978,0.82768
2.5991,0.82895
