OC-LP-A3_3,
0.74,0.252981862
0.745,0.252808503
0.75,0.252621651
0.755,0.252343726
0.76,0.251944613
0.765,0.251459329
0.77,0.250697435
0.775,0.250201975
0.78,0.249409366
0.785,0.248580731
0.79,0.247631251
0.795,0.246570878
0.8,0.245495395
0.805,0.24434127
0.81,0.243102554
0.815,0.241731433
0.82,0.240422752
0.825,0.23897314
0.83,0.237524444
0.835,0.236127385
0.84,0.234679922
0.845,0.233174642
0.85,0.231802316
0.855,0.229713609
0.86,0.228358951
0.865,0.227087672
0.87,0.226036474
0.875,0.225165208
0.88,0.224237302
0.885,0.223405193
0.89,0.222168343
0.895,0.221435579
0.9,0.220908291
0.905,0.220396638
0.91,0.220135369
0.915,0.220183492
0.92,0.220239519
0.925,0.220542408
0.93,0.220451639
0.935,0.220734694
0.94,0.221122539
0.945,0.221473069
0.95,0.221848874
0.955,0.22243418
0.96,0.2230251
0.965,0.223608379
0.97,0.224158917
0.975,0.224827861
0.98,0.225435392
0.985,0.225875282
0.99,0.22644156
0.995,0.226854913
1,0.227302572
1.005,0.22778627
1.01,0.228128084
1.015,0.228509734
1.02,0.228856034
1.025,0.229181844
1.03,0.229386689
1.035,0.229602198
1.04,0.229921708
1.045,0.230065034
1.05,0.231464933
1.055,0.231225069
1.06,0.231187176
1.065,0.231516748
1.07,0.231423849
1.075,0.231705249
1.08,0.232054007
1.085,0.232157241
1.09,0.232217453
1.095,0.23252299
1.1,0.232756577
1.11,0.234189645
1.12,0.234655899
1.13,0.234815272
1.14,0.235120387
1.15,0.235307719
1.16,0.235396142
1.17,0.235512955
1.18,0.23559427
1.19,0.235618652
1.2,0.235504661
1.21,0.235442621
1.22,0.23545928
1.23,0.235428786
1.24,0.23534788
1.25,0.235268119
1.26,0.235299556
1.27,0.235293175
1.28,0.235271619
1.29,0.235168062
1.3,0.235145717
1.31,0.235101396
1.32,0.23508207
1.33,0.23505805
1.34,0.234928346
1.35,0.234724452
1.36,0.234594463
1.37,0.234494049
1.38,0.23452215
1.39,0.234413991
1.4,0.234478073
1.41,0.234410789
1.42,0.234414467
1.43,0.234243663
1.44,0.234093929
1.45,0.233634434
1.46,0.233297089
1.47,0.232919923
1.48,0.232667117
1.49,0.23224722
1.5,0.231824069
1.51,0.231388943
1.52,0.230667693
1.53,0.23010611
1.54,0.229167308
1.55,0.228780838
1.56,0.228138532
1.57,0.227831279
1.58,0.227211541
1.59,0.226486134
1.6,0.225702283
1.61,0.224909058
1.62,0.224214687
1.63,0.223478337
1.64,0.222754141
1.65,0.221960257
1.66,0.221231575
1.67,0.220426615
1.68,0.219640105
1.69,0.218882112
1.7,0.218087822
1.71,0.217256851
1.72,0.216414177
1.73,0.215569698
1.74,0.214784721
1.75,0.21397137
1.76,0.213196902
1.77,0.212492892
1.78,0.211819489
1.79,0.211176581
1.8,0.210481708
1.81,0.209705866
1.82,0.208896449
1.83,0.208083025
1.84,0.207457045
1.85,0.206931898
1.86,0.206467549
1.87,0.206003455
1.88,0.205353423
1.89,0.205035757
1.9,0.204719246
1.91,0.204709535
1.92,0.204542362
1.93,0.204577681
1.94,0.204551389
1.95,0.204537519
1.96,0.204515232
1.97,0.2046584
1.98,0.204699386
1.99,0.204833092
2,0.204884815
2.01,0.204934952
2.02,0.204899465
2.03,0.204975386
2.04,0.205076926
2.05,0.205212388
2.06,0.205246487
2.07,0.205442314
2.08,0.20559621
2.09,0.205799872
2.1,0.205918637
2.11,0.205842039
2.12,0.205446453
2.13,0.204857543
2.14,0.204284236
2.15,0.203917756
2.16,0.203693034
2.17,0.20382871
2.18,0.203846635
2.19,0.203790632
2.2,0.203666574
2.21,0.203816952
2.22,0.20408271
2.23,0.204132964
2.24,0.20425676
2.25,0.204410999
2.26,0.204674918
2.27,0.204805706
2.28,0.204891923
2.29,0.204843196
2.3,0.204757418
2.31,0.204625796
2.32,0.204486452
2.33,0.204336077
2.34,0.204225817
2.35,0.204127227
2.36,0.203997311
2.37,0.203816142
2.38,0.203598363
2.39,0.203259553
2.4,0.203159981
2.41,0.203064141
2.42,0.203206278
2.43,0.203072364
2.44,0.202987156
2.45,0.202911706
2.46,0.202907871
2.47,0.203026769
2.48,0.203166017
2.49,0.203663914
2.5,0.204422515
