RB_LE6OPX_0,
1.881,0.353497
1.882,0.352006
1.883,0.350886
1.884,0.351992
1.885,0.349745
1.886,0.35
1.887,0.351168
1.888,0.350988
1.889,0.350359
1.89,0.351817
1.891,0.34811
1.892,0.351113
1.893,0.35211
1.894,0.351019
1.895,0.351549
1.896,0.350236
1.897,0.353518
1.898,0.350756
1.899,0.353717
1.9,0.352425
1.901,0.348791
1.902,0.350956
1.903,0.353605
1.904,0.354288
1.905,0.353882
1.906,0.35493
1.907,0.35444
1.908,0.354201
1.909,0.352616
1.91,0.350541
1.911,0.352834
1.912,0.351835
1.913,0.352186
1.914,0.353219
1.915,0.353182
1.916,0.351247
1.917,0.353733
1.918,0.353317
1.919,0.35384
1.92,0.354141
1.921,0.353507
1.922,0.355778
1.923,0.35834
1.924,0.36154
1.925,0.364136
1.926,0.364772
1.927,0.357522
1.928,0.359396
1.929,0.359911
1.93,0.359602
1.931,0.358218
1.932,0.35793
1.933,0.360327
1.934,0.36119
1.935,0.361412
1.936,0.360742
1.937,0.36364
1.938,0.363132
1.939,0.361152
1.94,0.362207
1.941,0.362433
1.942,0.363239
1.943,0.36324
1.944,0.366543
1.945,0.365412
1.946,0.364699
1.947,0.364305
1.948,0.364921
1.949,0.36624
1.95,0.365129
1.951,0.366848
1.952,0.364337
1.953,0.367224
1.954,0.367906
1.955,0.368663
1.956,0.365828
1.957,0.366443
1.958,0.367066
1.959,0.369526
1.96,0.369438
1.961,0.369599
1.962,0.370882
1.963,0.369672
1.964,0.370502
1.965,0.370496
1.966,0.372015
1.967,0.372331
1.968,0.371934
1.969,0.373219
1.97,0.373407
1.971,0.374104
1.972,0.373014
1.973,0.374172
1.974,0.374749
1.975,0.375372
1.976,0.375369
1.977,0.376564
1.978,0.375814
1.979,0.37623
1.98,0.377383
1.981,0.377338
1.982,0.377873
1.983,0.377617
1.984,0.377378
1.985,0.377715
1.986,0.377168
1.987,0.377449
1.988,0.378005
1.989,0.379174
1.99,0.37882
1.991,0.378929
1.992,0.380577
1.993,0.382851
1.994,0.386615
1.995,0.386006
1.996,0.383323
1.997,0.38453
1.998,0.384505
1.999,0.384713
2,0.385569
2.001,0.385388
2.002,0.384769
2.003,0.385708
2.004,0.387354
2.005,0.387877
2.006,0.388932
2.007,0.389033
2.008,0.391106
2.009,0.391886
2.01,0.390913
2.011,0.391008
2.012,0.390637
2.013,0.39092
2.014,0.391422
2.015,0.39037
2.016,0.390143
2.017,0.392233
2.018,0.394529
2.019,0.395035
2.02,0.394238
2.021,0.394447
2.022,0.394482
2.023,0.395963
2.024,0.397421
2.025,0.397917
2.026,0.398081
2.027,0.398009
2.028,0.398757
2.029,0.399385
2.03,0.40096
2.031,0.402346
2.032,0.402569
2.033,0.404692
2.034,0.404348
2.035,0.404371
2.036,0.402397
2.037,0.402839
2.038,0.403217
2.039,0.405841
2.04,0.407211
2.041,0.406858
2.042,0.408929
2.043,0.408717
2.044,0.410091
2.045,0.408162
2.046,0.409624
2.047,0.410026
2.048,0.409796
2.049,0.410442
2.05,0.413195
2.051,0.414761
2.052,0.415029
2.053,0.413764
2.054,0.416118
2.055,0.417029
2.056,0.41601
2.057,0.41391
2.058,0.416741
2.059,0.416855
2.06,0.416948
2.061,0.418517
2.062,0.420284
2.063,0.420483
2.064,0.424451
2.065,0.423173
2.066,0.42709
2.067,0.423318
2.068,0.424626
2.069,0.423102
2.07,0.423705
2.071,0.423893
2.072,0.423894
2.073,0.426905
2.074,0.425799
2.075,0.430411
2.076,0.428145
2.077,0.431597
2.078,0.433553
2.079,0.433155
2.08,0.434477
2.081,0.432686
2.082,0.434553
2.083,0.433685
2.084,0.436921
2.085,0.434197
2.086,0.436568
2.087,0.435414
2.088,0.438407
2.089,0.43967
2.09,0.439469
2.091,0.441791
2.092,0.440572
2.093,0.438879
2.094,0.442114
2.095,0.444236
2.096,0.443411
2.097,0.443285
2.098,0.445743
2.099,0.448615
2.1,0.447182
2.101,0.448375
2.102,0.44667
2.103,0.448231
2.104,0.450973
2.105,0.451077
2.106,0.44912
2.107,0.451998
2.108,0.450722
2.109,0.455924
2.11,0.453362
2.111,0.453884
2.112,0.456819
2.113,0.457127
2.114,0.458165
2.115,0.456146
2.116,0.458843
2.117,0.458121
2.118,0.462611
2.119,0.46258
2.12,0.464579
2.121,0.460155
2.122,0.462962
2.123,0.46518
2.124,0.465799
2.125,0.465579
2.126,0.465749
2.127,0.464942
2.128,0.468467
2.129,0.466905
2.13,0.466938
2.131,0.470477
2.132,0.469231
2.133,0.46961
2.134,0.478289
2.135,0.481911
2.136,0.475163
2.137,0.47491
2.138,0.4736
2.139,0.475477
2.14,0.478849
2.141,0.479246
2.142,0.476725
2.143,0.481542
2.144,0.482814
2.145,0.480872
2.146,0.482262
2.147,0.483391
2.148,0.486944
2.149,0.484749
2.15,0.483924
2.151,0.489079
2.152,0.487601
2.153,0.486897
2.154,0.484953
2.155,0.486016
2.156,0.489927
2.157,0.494207
2.158,0.496759
2.159,0.491427
2.16,0.494571
2.161,0.494737
2.162,0.496524
2.163,0.49738
2.164,0.498584
2.165,0.498463
2.166,0.498414
2.167,0.49994
2.168,0.495839
2.169,0.496533
2.17,0.500182
2.171,0.501055
2.172,0.503072
2.173,0.504814
2.174,0.505692
2.175,0.503696
2.176,0.505997
2.177,0.506086
2.178,0.509964
2.179,0.512333
2.18,0.510773
2.181,0.510948
2.182,0.511999
2.183,0.51152
2.184,0.512699
2.185,0.516627
2.186,0.515354
2.187,0.512934
2.188,0.511343
2.189,0.515098
2.19,0.515949
2.191,0.516154
2.192,0.517783
2.193,0.515046
2.194,0.51439
2.195,0.515779
2.196,0.51672
2.197,0.51583
2.198,0.519689
2.199,0.522323
2.2,0.52015
2.201,0.519891
2.202,0.525678
2.203,0.529322
2.204,0.528523
2.205,0.526933
2.206,0.525124
2.207,0.527026
2.208,0.529697
2.209,0.52983
2.21,0.528879
2.211,0.528002
2.212,0.528063
2.213,0.532213
2.214,0.531695
2.215,0.530925
2.216,0.531849
2.217,0.531436
2.218,0.532193
2.219,0.531075
2.22,0.529451
2.221,0.534058
2.222,0.536599
2.223,0.538837
2.224,0.53668
2.225,0.536244
2.226,0.54
2.227,0.537662
2.228,0.539902
2.229,0.540449
2.23,0.538697
2.231,0.536526
2.232,0.539575
2.233,0.541072
2.234,0.538714
2.235,0.541685
2.236,0.545129
2.237,0.544437
2.238,0.542993
2.239,0.542937
2.24,0.54572
2.241,0.545909
2.242,0.546918
2.243,0.546821
2.244,0.549428
2.245,0.545314
2.246,0.546779
2.247,0.54974
2.248,0.54762
2.249,0.552857
2.25,0.552006
2.251,0.547455
2.252,0.550344
2.253,0.552782
2.254,0.555755
2.255,0.553097
2.256,0.556468
2.257,0.558533
2.258,0.547865
2.259,0.556764
2.26,0.555164
2.261,0.554086
2.262,0.547521
2.263,0.555753
2.264,0.56
2.265,0.553804
2.266,0.553929
2.267,0.552368
2.268,0.561132
2.269,0.547179
2.27,0.551062
2.271,0.545338
2.272,0.553034
2.273,0.55936
2.274,0.560061
2.275,0.566422
2.276,0.557501
2.277,0.548811
2.278,0.550446
2.279,0.552608
2.28,0.54957
2.281,0.555605
2.282,0.555472
2.283,0.551096
2.284,0.551581
2.285,0.550271
2.286,0.545856
2.287,0.55359
2.288,0.547964
2.289,0.543806
2.29,0.548958
2.291,0.548172
2.292,0.544339
2.293,0.545729
2.294,0.547936
2.295,0.541352
2.296,0.541044
2.297,0.546425
2.298,0.545051
2.299,0.543546
2.3,0.544256
2.301,0.546518
2.302,0.549056
2.303,0.543853
2.304,0.540406
2.305,0.540903
2.306,0.542751
2.307,0.546807
2.308,0.547923
2.309,0.54077
2.31,0.541927
2.311,0.539466
2.312,0.539878
2.313,0.550482
2.314,0.550897
2.315,0.552377
2.316,0.553251
2.317,0.549591
2.318,0.548623
2.319,0.552349
2.32,0.55769
2.321,0.559039
2.322,0.553475
2.323,0.554865
2.324,0.56159
2.325,0.567583
2.326,0.571523
2.327,0.565509
2.328,0.564179
2.329,0.560004
2.33,0.579254
2.331,0.570308
2.332,0.569349
2.333,0.576921
2.334,0.57891
2.335,0.578103
2.336,0.570387
2.337,0.565609
2.338,0.568063
2.339,0.577618
2.34,0.580943
2.341,0.583628
2.342,0.585882
2.343,0.585244
2.344,0.595561
2.345,0.594256
2.346,0.59196
2.347,0.580264
2.348,0.583841
2.349,0.583601
2.35,0.587029
2.351,0.589738
2.352,0.596265
2.353,0.58701
2.354,0.586957
2.355,0.586943
2.356,0.592804
2.357,0.592436
2.358,0.591446
2.359,0.601281
2.36,0.591297
2.361,0.591654
2.362,0.58654
2.363,0.582718
2.364,0.584584
2.365,0.58326
2.366,0.582722
2.367,0.595437
2.368,0.603575
2.369,0.591138
2.37,0.592602
2.371,0.594665
2.372,0.589114
2.373,0.586733
2.374,0.585567
2.375,0.581327
2.376,0.590778
2.377,0.582376
2.378,0.578532
2.379,0.584595
2.38,0.588242
2.381,0.580285
2.382,0.580129
2.383,0.584418
2.384,0.579803
2.385,0.585409
2.386,0.587925
2.387,0.582346
2.388,0.590951
2.389,0.59459
2.39,0.58537
2.391,0.585081
2.392,0.590639
2.393,0.587235
2.394,0.591294
2.395,0.593424
2.396,0.592759
2.397,0.592283
2.398,0.596227
2.399,0.598404
2.4,0.599828
2.401,0.603608
2.402,0.597116
2.403,0.590331
2.404,0.592129
2.405,0.599696
2.406,0.598187
2.407,0.599977
2.408,0.599169
2.409,0.588053
2.41,0.586859
2.411,0.590229
2.412,0.597143
2.413,0.607598
2.414,0.610729
2.415,0.60528
2.416,0.599151
2.417,0.602113
2.418,0.617269
2.419,0.608678
2.42,0.601222
2.421,0.600185
2.422,0.605317
2.423,0.598782
2.424,0.594463
2.425,0.590857
2.426,0.594905
2.427,0.605062
2.428,0.614231
2.429,0.603624
2.43,0.593256
2.431,0.596732
2.432,0.600136
2.433,0.600293
2.434,0.605669
2.435,0.596998
2.436,0.593272
2.437,0.6001
2.438,0.602186
2.439,0.592568
2.44,0.59189
2.441,0.588253
2.442,0.605269
2.443,0.610277
2.444,0.605466
2.445,0.61342
2.446,0.601808
2.447,0.601809
2.448,0.610755
2.449,0.619478
2.45,0.600263
2.451,0.588792
2.452,0.602578
2.453,0.604076
2.454,0.592909
2.455,0.593902
2.456,0.603108
2.457,0.618296
2.458,0.610517
2.459,0.597623
2.46,0.611126
2.461,0.603583
2.462,0.599716
2.463,0.607311
2.464,0.612159
2.465,0.601958
2.466,0.592643
2.467,0.613833
2.468,0.608647
2.469,0.61913
2.47,0.619875
2.471,0.61222
2.472,0.591523
2.473,0.619217
2.474,0.61799
2.475,0.603568
2.476,0.599368
2.477,0.606271
2.478,0.609847
2.479,0.617027
2.48,0.603203
2.481,0.626758
2.482,0.614671
2.483,0.608815
2.484,0.638117
2.485,0.6518
2.486,0.61932
2.487,0.597325
2.488,0.603809
2.489,0.607168
2.49,0.60053
2.491,0.612568
2.492,0.613477
2.493,0.61768
2.494,0.591919
2.495,0.569023
2.496,0.567036
2.497,0.56642
2.498,0.581465
2.499,0.601913
2.5,0.615588

