Brown University Keck/NASA Relab Spectrum OC-TXH-019-P15/C1OC19P15,
1.745,0.226317
1.75,0.225719
1.755,0.225277
1.76,0.224795
1.765,0.224536
1.77,0.224412
1.775,0.223561
1.78,0.223174
1.785,0.222462
1.79,0.221722
1.795,0.221227
1.8,0.22063
1.805,0.219865
1.81,0.219221
1.815,0.218566
1.82,0.217804
1.825,0.217809
1.83,0.217238
1.835,0.216275
1.84,0.215772
1.845,0.215743
1.85,0.215844
1.855,0.21524
1.86,0.214593
1.865,0.213942
1.87,0.212446
1.875,0.213361
1.88,0.214034
1.885,0.213865
1.89,0.213776
1.895,0.213913
1.9,0.211753
1.905,0.211182
1.91,0.211658
1.915,0.211875
1.92,0.21113
1.925,0.211541
1.93,0.211515
1.935,0.211154
1.94,0.211121
1.945,0.211184
1.95,0.211217
1.955,0.210937
1.96,0.210958
1.965,0.211009
1.97,0.211345
1.975,0.211352
1.98,0.211267
1.985,0.211069
1.99,0.211066
1.995,0.211148
2,0.21107
2.005,0.211127
2.01,0.21107
2.015,0.210938
2.02,0.211323
2.025,0.21129
2.03,0.210915
2.035,0.21087
2.04,0.210895
2.045,0.210895
2.05,0.210934
2.055,0.211254
2.06,0.211454
2.065,0.211829
2.07,0.211996
2.075,0.212286
2.08,0.212158
2.085,0.212478
2.09,0.212417
2.095,0.212336
2.1,0.212093
2.105,0.211926
2.11,0.211811
2.115,0.211957
2.12,0.211665
2.125,0.210987
2.13,0.210931
2.135,0.210595
2.14,0.210458
2.145,0.210408
2.15,0.210967
2.155,0.210862
2.16,0.210974
2.165,0.21064
2.17,0.210728
2.175,0.210823
2.18,0.211095
2.185,0.210492
2.19,0.210209
2.195,0.209963
2.2,0.209737
2.205,0.209842
2.21,0.210016
2.215,0.21013
2.22,0.20979
2.225,0.209502
2.23,0.209436
2.235,0.209379
2.24,0.209409
2.245,0.209488
2.25,0.209893
2.255,0.20973
2.26,0.209523
2.265,0.209654
2.27,0.209487
2.275,0.20978
2.28,0.209959
2.285,0.210381
2.29,0.21034
2.295,0.210356
2.3,0.210367
2.305,0.210667
2.31,0.210713
2.315,0.21045
2.32,0.210047
2.325,0.210624
2.33,0.210326
2.335,0.210454
2.34,0.210449
2.345,0.21048
2.35,0.209538
2.355,0.209144
2.36,0.208926
2.365,0.208966
2.37,0.209172
2.375,0.209331
2.38,0.208973
2.385,0.209208
2.39,0.208925
2.395,0.208363
2.4,0.208409
2.405,0.208164
2.41,0.207903
2.415,0.20757
2.42,0.206874
2.425,0.206896
2.43,0.20749
2.435,0.206597
2.44,0.206042
2.445,0.206212
2.45,0.205807
2.455,0.20597
2.46,0.206283
2.465,0.20656
2.47,0.205839
2.475,0.206058
2.48,0.206065
2.485,0.205322
2.49,0.205578
2.495,0.205419
2.5,0.205599

